poly_id,asdf_id,mun,mun_id,dep,dep_id,dep_mun,shapeID,imds,index_sdg1,index_sdg2,index_sdg3,index_sdg4,index_sdg5,index_sdg6,index_sdg7,index_sdg8,index_sdg9,index_sdg10,index_sdg11,index_sdg13,index_sdg15,index_sdg16,index_sdg17,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
178,0,Esmeralda,40505,Oruro,5,Oruro-Esmeralda,BOL-ADM3-33444609B20338026,53.200001,34.759998,55.080002,85.690002,68.860001,58.529999,34.540001,52.23,30.92,24.530001,83.940002,32.560001,77.379997,50.0,82.400002,26.889999,-0.0604331712471328,-0.0522951247590073,-0.0093203487241083,0.0520573702642196,-0.1283036889879769,0.0904211307303521,-0.0016574834041452,-0.058988746739045,-0.1067333368769022,0.0410553415473772,0.2765894332732134,-0.0822030635578133,-0.1803929237644877,-0.0189596971145479,0.0448017458771813,-0.0184033030921997,-0.1384758143973257,-0.1875451223759074,0.2114502310862341,-0.1750046306651427,0.1327792438366454,-0.0151665507930047,-0.1408343293494757,-0.1338126487764124,-0.201878421551716,-0.110563041405225,0.0636362707048314,0.0831609192822794,-0.013454458526394,-0.0587991300293466,-0.0212008089831817,0.0793258213278239,-0.1024440414881685,-0.1080486350008352,-0.0473777624976285,-0.2228318858590253,0.1353260788006066,-0.0375939331991123,-0.2270139539328604,-0.0683091932404409,0.0277392273548012,0.1361339357070752,0.0508212974311992,-0.0939202577485489,0.0281137111701867,-0.0663012139769625,-0.0673337331603882,-0.0197799466316164,0.0284935987503792,-0.0899595472597734,0.1004943311257915,0.1325179032086422,-0.0251350722401755,0.0425055001124933,0.2481482683676561,-0.0458805902733868,-0.0556355403948727,-0.0921098041455349,-0.0945125189651399,0.0491383303153089,0.1136243529513399,0.0699788110912739,-0.2639886145886817,-0.2109462001880738
169,1,Quillacas,40202,Oruro,5,Oruro-Quillacas,BOL-ADM3-33444609B53994240,50.5,27.950001,34.82,70.199997,57.73,87.529999,21.84,50.110001,56.599998,46.639999,74.089996,30.68,75.440002,50.0,69.720001,4.3800001,-0.1041396691046496,0.0130265671707583,-0.0637971566896556,-0.0138915286405448,-0.1816578131128572,0.1350427144654167,0.0493674410835516,-0.0711591487418592,-0.0582616557737819,-0.0264380285330598,0.2103590945537738,-0.1635668436196105,-0.1485894910021047,-0.046003711278255,0.0651416660187062,-0.0639550306953806,-0.1975935883847302,-0.1202962551650034,0.1347977156888854,-0.1755288656843213,0.1431590986693048,-0.0385775770108662,-0.105085875989178,-0.1317544015657915,-0.1940647452771228,-0.0960638141284747,0.0721020895111145,0.0987782022973719,0.0386593839945476,-0.0847219280647144,0.0133972997797579,0.0955561794417554,-0.1016497684948315,-0.1056539299999844,-0.035019295880663,-0.2193025092824231,0.1208002629435164,-0.1042547421474894,-0.2129506336446923,-0.0538181130857195,0.0063374200308283,0.1030476348074847,-0.0096633063929125,-0.0410256756721646,0.0730476808619492,-0.0516965927370735,-0.0292209709559195,-0.0086026930010826,0.0270539004748514,-0.1133734554057374,0.0896894653186794,0.0758792585498215,0.0059792605667797,0.0771770991305005,0.2056572969933005,-0.0372635254916275,-0.1102117802908918,-0.0994163765093938,-0.1062116356377848,0.0337913965730007,0.1072118361292002,0.0942074991415141,-0.2443335193631106,-0.2537146927706347
185,2,Pampa Aullagas,40802,Oruro,5,Oruro-Pampa Aullagas,BOL-ADM3-33444609B27878331,47.299999,18.91,54.580002,72.82,48.720001,77.480003,22.48,45.450001,35.470001,28.93,76.0,25.33,74.610001,50.0,69.220001,9.7700005,-0.1070628750271957,0.0218260877916406,-0.0369494278441362,0.0174803190941248,-0.1325274673216551,0.1348727972745679,0.0484624053028166,-0.040046323863921,-0.0955626866714709,-0.0129773052612761,0.1872937405621336,-0.1550595994818739,-0.1887032113160789,-0.0425640578168017,0.0640206456200907,-0.0637187777622541,-0.2154127780726639,-0.1612831843629976,0.1771885952781948,-0.1837356578444164,0.1597519275251767,-0.0450512608096655,-0.1247576127288268,-0.1426483139704928,-0.1926295675417107,-0.0806536328305171,0.1152656354517959,0.0978749281755032,0.0074977654381704,-0.1089639985478873,-0.0359090617482599,0.0979545145517039,-0.1034278084958602,-0.1026463853657672,-0.0395100583215349,-0.2305642158544963,0.1354960229138486,-0.0950221260824532,-0.2138033300133592,-0.0750964899899263,0.0507017682663051,0.1085258164237867,0.0329837885367464,-0.0513377229518436,0.0574938209726405,-0.0522348775390147,-0.0356354974966424,-0.0731359318850932,0.0166056636823062,-0.1225982361993374,0.112814377480366,0.0884588541870514,-0.0146782200592985,0.0715075643434823,0.1946155281654933,-0.0547859234879189,-0.0951467124321832,-0.0835196140484695,-0.1050228319023129,0.0466688675137357,0.1164871920834219,0.1100734653072761,-0.213107369541815,-0.2384944494917172
205,3,Llallagua,50203,Potosí,7,Potosí-Llallagua,BOL-ADM3-33444609B13957296,58.099998,60.48,34.73,72.260002,66.889999,72.970001,53.049999,69.360001,47.439999,60.150002,66.57,48.880001,87.620003,50.0,69.269997,12.03,-0.1304816932999177,-0.0446213207110763,-0.1142172122183799,-0.0500985400456551,-0.1779192676556858,0.1170843619233918,0.04624830833134,-0.0813206508289909,-0.0232624421822889,-0.0870441501664353,0.2000487716682112,-0.1679392365978922,-0.0538732019593128,-0.0697023354200501,0.0554290760806626,-0.076868306158578,-0.1638283597766039,-0.0214368783917537,0.0289341381619131,-0.1491535017499801,0.1267258648513199,-0.0258575182393934,-0.1247340081356217,-0.0697729106370416,-0.1300457764679433,-0.1054659103675707,0.0534661819283579,0.1211129084136453,0.0697990914326828,-0.0620070392034233,0.0745603595882547,0.0929558263500717,-0.087751534368718,-0.0354042455676629,-0.1014067234003262,-0.1934347080945956,0.0826646877818926,-0.1537753544508186,-0.1768646964802576,0.033490027469099,-0.0780455790913527,0.0614987020067797,-0.1125068674710183,-0.0680118529342659,0.099683225829581,-0.0584573158078099,0.0141285519646215,0.0585055904041176,-0.0199703101207153,-0.0860507970871824,0.0449366207144154,0.0352313209394396,0.0251911822245421,0.1576069541100339,0.1975774392304154,-0.0228680414412082,-0.1214382398443018,-0.1509972858846794,-0.1268234818800307,-0.0030137656632596,0.0795271389429384,0.0934272729111611,-0.2123371554821927,-0.2893659403637735
219,4,Caripuyo,50702,Potosí,7,Potosí-Caripuyo,BOL-ADM3-33444609B2060227,43.5,18.889999,32.189999,59.919998,49.669998,77.059998,33.66,36.0,49.0,16.34,41.639999,31.68,77.529999,50.0,74.139999,4.2399998,-0.1232976728060346,-0.0586262621899627,-0.1083082309465028,-0.053840484509829,-0.1788782913427711,0.136013578067343,0.0423563429286562,-0.1019112457922806,-0.0031542972049992,-0.0749634273869397,0.2016469340823418,-0.1643021619056228,-0.0512661405002439,-0.0732654144397443,0.0420614570995568,-0.0694652466265013,-0.1795850332934362,-0.0366541234123964,0.0251498664943908,-0.1597659951741752,0.1209836478589573,-0.0071197804118605,-0.1227688935274051,-0.0685828449336395,-0.132217073374544,-0.1088800185690497,0.0556762969546487,0.1094745358407615,0.0661968051438069,-0.0633813918158446,0.0682875053886327,0.0974588905529712,-0.1020240230053173,-0.0311212026374627,-0.1194080439585002,-0.1990122706470976,0.0778239836206872,-0.1500298955374044,-0.1660238201995953,0.0230883254609851,-0.0765450457157986,0.0699711132851964,-0.1080446149409016,-0.0801299721881138,0.095627796255518,-0.0471704404279975,0.0089151553728089,0.0531807574364659,-0.0185162860419821,-0.0890728099189497,0.0457289271860478,0.0237141840742818,0.0359861661194365,0.1493164452519723,0.1872961017873255,-0.0332005256775607,-0.1184750209018591,-0.1477793548836772,-0.1432577928281603,0.006860259443071,0.0902822705742065,0.098707134637072,-0.2180265022017342,-0.2875233138131353
118,5,Aiquile,30201,Cochabamba,3,Cochabamba-Aiquile,BOL-ADM3-33444609B22499454,50.400002,41.880001,30.07,73.919998,56.169998,75.690002,36.41,46.43,43.34,42.880001,44.029999,37.82,86.449997,61.189999,69.639999,9.5900002,0.0111094528784339,0.0072379060095095,-0.1886237681804825,-0.1246949237742732,0.0164115767151697,0.0159774004712574,0.0208185632673487,0.126512717686684,-0.0272964030348883,-0.0914343571039711,0.0381793795588606,-0.1662387210144348,-0.0280567954894135,-0.0852296977508634,0.0431996353962899,-0.0833396403379352,-0.1413903655680937,0.0439050999914343,-0.0707440741146019,-0.0541328950699066,0.0797799904470396,-0.0279136881498001,-0.1701964999968826,0.0361663954016301,-0.0590766605647487,-0.0467900090108808,0.0942858835480883,0.233279131052111,0.0563730320605199,-0.0997013865140941,-0.0255593116545426,-0.0263443713216956,0.0373052868830083,-0.0509109441298742,-0.1068909377188871,-0.1468678960475081,0.064892477512069,-0.1441740256025217,-0.0867265557536618,0.1433887970528406,-0.1381143086157485,0.0325217256036445,-0.1447055409681067,0.0423116993473564,0.1081988032953346,-0.1238755010030454,-0.0772937684887766,0.10021505328639,-0.0784419289973663,-0.1317514410604372,0.0166453472299941,0.0071552243469379,0.0237422889732137,0.253446616815255,0.0010717940601718,-0.0049192112141935,0.0478445814716694,-0.1630900975058141,-0.0819178101187683,-0.0409378758597505,0.0364464522417609,-0.021094474732269,-0.0759083517043271,-0.3497206666627355
218,6,Villa de Sacaca,50701,Potosí,7,Potosí-Villa de Sacaca,BOL-ADM3-33444609B14646898,42.200001,19.32,28.799999,64.169998,31.52,82.360001,27.26,41.200001,50.209999,11.28,34.5,27.950001,77.5,50.0,80.879997,5.3699999,-0.1456885145544972,-0.0175595869772015,-0.1124334709971386,-0.0958850134592577,-0.2045417502245591,0.1072689870664399,0.0502693630872478,-0.0533490381303693,-0.0351272745666645,-0.0911463330036964,0.1406898262680878,-0.1842825924466481,-0.0393652264130902,-0.0516020945192164,0.047261937445461,-0.0694109603368011,-0.1736743800166853,-0.0004672752737982123,0.0042952621009717,-0.1264828940933966,0.1340565881071012,-0.0634333093060546,-0.1264212186028388,-0.0625052423868458,-0.1052741825128364,-0.1072230893408432,0.0476341799800344,0.1286179898672826,0.0619969652251682,-0.0707461795097507,0.0844653137862379,0.0709824137650817,-0.0786407379645016,-0.0170715665955237,-0.0946538570943846,-0.1837759596524858,0.0849151947600013,-0.1661076484980423,-0.1726564816235162,0.0469211294616171,-0.0899996402394784,0.0633313275566242,-0.1341214128197515,-0.0642934517390931,0.0740752842489068,-0.0396837684461659,0.0068659208298392,0.0921202885444771,-0.0443293766518557,-0.0962944396326969,0.0332741725686073,0.0399340559612978,0.0591446694867305,0.175779876470888,0.1988463814101819,-0.0136890118567801,-0.0846027382444114,-0.1354499131422405,-0.119751694440146,0.0104425885421908,0.0478347558002312,0.0644737476836935,-0.1782717233265311,-0.3150049356958159
234,7,Acasio,51302,Potosí,7,Potosí-Acasio,BOL-ADM3-33444609B19396342,42.099998,20.73,30.77,60.849998,38.950001,74.269997,22.18,42.310001,35.939999,15.4,48.310001,26.379999,77.519997,50.0,84.419998,3.9000001,-0.0989590088313566,-0.0492535392244879,-0.1449639913248653,-0.073753242388767,-0.1085383126316394,0.0617970964139993,0.0749087778941353,-0.0096999067481843,-0.0651599392743405,-0.1135448520103521,0.108831181487104,-0.1979780411218723,-0.0364129908459221,-0.0578134513566701,0.0722301926031322,-0.10040076236929,-0.1469981435834367,0.0381018193559064,-0.0446237996336781,-0.099381749014185,0.0946736936003632,-0.0407303536348821,-0.1731814967270775,-0.0122287065933342,-0.0609454858202871,-0.057580657354538,0.0873455587834686,0.1549019274170699,0.0585250947532243,-0.0871019784486584,0.0680626571005593,0.045135411513465,-0.0267217573201547,-0.0057163301556889,-0.1314520447676553,-0.1737429429103116,0.0727239226655578,-0.1606834767631386,-0.161940117610238,0.1079386572416715,-0.0961500155481325,0.0409607325675854,-0.1558560059918383,-0.0718164851328848,0.095319136626923,-0.0564461766619452,0.0085062295458972,0.1106382265419044,-0.0640125704293202,-0.0916143811610341,0.0194716194741797,0.0243799592093029,0.0408220994265089,0.2298197807686011,0.167798966181273,-0.010421348744551,-0.0403348882764603,-0.155925278225851,-0.1210591485543922,0.0053513951325787,0.0549572266610598,0.032973666760803,-0.1220016754065814,-0.3402618119963775
182,8,Huanuni,40701,Oruro,5,Oruro-Huanuni,BOL-ADM3-33444609B48998442,56.799999,65.089996,30.85,70.790001,55.25,53.009998,47.23,75.769997,42.049999,55.939999,69.25,46.049999,87.419998,50.0,86.379997,17.43,-0.1412108466564322,-0.0686809574528672,-0.1282509302495479,-0.0509226805618496,-0.1842355703511412,0.1425413114017121,0.048135944249038,-0.1022340066180608,0.020952453883695,-0.0595637665351865,0.2182521415034336,-0.1829282617932145,-0.038107754922467,-0.0779656543282813,0.0419315210714293,-0.0711515902579334,-0.1978046739581499,-0.0207504687771202,0.0380854685067104,-0.1861043582987711,0.1101928093479786,0.0060151962277938,-0.119617818886233,-0.0908700991258245,-0.141542720148163,-0.0992071426622471,0.0559456294327062,0.1221485638124635,0.0692954904200975,-0.0566985008431241,0.0507266929742033,0.1183509671266953,-0.1249192921479487,-0.0268671715923639,-0.1190337297302409,-0.2119966379174811,0.070368566996171,-0.1610056146243206,-0.1624330255645171,0.0356943058567286,-0.0391024140295058,0.0637853437089483,-0.0909379499768777,-0.0796777531553691,0.1038954557885193,-0.0668321775688577,0.0131296724641714,0.0387047569590914,-0.0192709192525407,-0.1023666039172298,0.0642014433420963,0.0213248837029435,0.050966437455439,0.1518046481793757,0.1654822740612577,-0.0470815905521433,-0.1207526311797319,-0.141739495657486,-0.1322232606142365,-0.0229815579204146,0.0909705769554644,0.1294895407947521,-0.2187272486232268,-0.2715716795243965
174,9,Huachacalla,40501,Oruro,5,Oruro-Huachacalla,BOL-ADM3-33444609B43353864,61.299999,69.68,30.08,83.470001,63.119999,66.169998,56.970001,78.0,19.120001,53.450001,89.379997,58.709999,77.120003,50.0,89.050003,35.540001,-0.1396331460620497,0.0012118760936417,-0.1033592911899154,-0.0196486369569108,-0.1969010834566301,0.1011866773730563,-0.0233283683012886,-0.047651923408125,-0.0933598168483605,-0.0832662571471624,0.2236940941695912,-0.0434110296197311,-0.1031398269788695,-0.0339337402561256,0.0648002309271224,0.0223427843835846,-0.1477822726461026,-0.050998509236519,0.1405577306641733,-0.073561204157899,0.1327438810754099,-0.0558810610441189,-0.0895325678304736,-0.046741469993636,-0.139354680044098,-0.127759754508446,-0.0267714465193211,0.1122587737523401,0.0356594627637932,-0.070324026333348,0.0376843440836145,0.1228572010367641,-0.1328569176459383,-0.0805021962324506,-0.0488210745787858,-0.153126230391576,0.1148876536491027,-0.1513399055155639,-0.2698268754139066,0.0176503080081687,-0.0621456554743479,0.0617490550759839,-0.0225684546239566,-0.047226760504691,0.1232149758011277,-0.034796895417033,0.0181495347016414,0.047921619999542,-0.048838343236102,-0.0681314330767269,0.0556371999731415,0.0432754535231097,0.0538092572652684,0.0933339158988346,0.2375690344019334,-0.0426502219774107,-0.0715578310882549,-0.1400008272083401,-0.1295552135566057,-0.0537239355062535,0.049370223678546,0.0670700914219904,-0.2622443637757648,-0.3000612739213623
