asdf_id,shapeName,shapeID,year,pop,tr6_pop,tr100_pop,tr400_pop,ntl,tr6_ntl,tr100_ntl,tr400_ntl,NTL,t6NTL,t100NTL,t400NTL,ln_NTLpc,ln_t6NTLpc,ln_t100NTLpc,ln_t400NTLpc
11,Paẕa,BOL-ADM3-33444609B81698958,2014,5996.5151,6009.5786,6001.0449,5998.6475,44.30027770996094,45.114399,45.897099,46.022015,4430027776,4511439872,4589709824,4602201600,13.512738,13.528772,13.547394,13.550511
11,Paẕa,BOL-ADM3-33444609B81698958,2015,6057.3325,6055.0664,6049.7847,6047.4717,47.03004837036133,46.25787,48.695423,49.056194,4703004672,4625786880,4869542400,4905619456,13.562443,13.546262,13.598488,13.606252
11,Paẕa,BOL-ADM3-33444609B81698958,2016,6086.46,6100.4912,6098.4316,6096.5537,38.96573638916016,48.59948,51.872898,52.347992,3896573696,4859948032,5187289600,5234799104,13.369541,13.588169,13.65369,13.663116
11,Paẕa,BOL-ADM3-33444609B81698958,2017,6157.2905,6147.0771,6147.1533,6145.9399,58.15861511230469,53.047554,55.545029,55.939045,5815861760,5304755200,5554502656,5593904640,13.758463,13.668138,13.71413,13.721396
11,Paẕa,BOL-ADM3-33444609B81698958,2018,6188.9307,6193.7827,6195.9863,6195.644,58.89419937133789,58.87664,59.685299,59.834049,5889419776,5887664128,5968529920,5983405056,13.765905,13.764824,13.77811,13.780654
11,Paẕa,BOL-ADM3-33444609B81698958,2019,6241.3457,6241.1948,6245.0884,6245.708,67.49701690673828,65.995705,64.278938,64.040306,6749701632,6599570432,6427893760,6404030464,13.893813,13.871344,13.844362,13.840544
11,Paẕa,BOL-ADM3-33444609B81698958,2020,6290.1748,6289.1372,6294.5317,6296.1646,75.68199157714844,74.208755,69.287155,68.559135,7568199168,7420875776,6928715264,6855913472,14.000477,13.980984,13.911504,13.900681
12,Villa Rivero,BOL-ADM3-33444609B39428862,2012,7272.1484,7175.1631,7147.4351,7142.5225,75.32757568359375,72.245117,73.132561,73.375954,7532757504,7224511488,7313255936,7337595392,13.85072,13.822365,13.838446,13.842456
12,Villa Rivero,BOL-ADM3-33444609B39428862,2013,7447.4521,7425.2705,7374.8042,7363.7285,82.33297729492188,81.468956,82.749535,82.901985,8233297920,8146895360,8274953216,8290198528,13.915825,13.908258,13.930675,13.934018
12,Villa Rivero,BOL-ADM3-33444609B39428862,2014,7698.5122,7665.4756,7605.8516,7590.895,81.91298675537109,92.486847,93.658653,93.670799,8191298560,9248685056,9365865472,9367079936,13.877556,14.003265,14.023664,14.025763
