asdf_id,shapeName,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020,tr100_pop2001,tr100_pop2002,tr100_pop2003,tr100_pop2004,tr100_pop2005,tr100_pop2006,tr100_pop2007,tr100_pop2008,tr100_pop2009,tr100_pop2010,tr100_pop2011,tr100_pop2012,tr100_pop2013,tr100_pop2014,tr100_pop2015,tr100_pop2016,tr100_pop2017,tr100_pop2018,tr100_pop2019,tr100_pop2020,tr400_pop2001,tr400_pop2002,tr400_pop2003,tr400_pop2004,tr400_pop2005,tr400_pop2006,tr400_pop2007,tr400_pop2008,tr400_pop2009,tr400_pop2010,tr400_pop2011,tr400_pop2012,tr400_pop2013,tr400_pop2014,tr400_pop2015,tr400_pop2016,tr400_pop2017,tr400_pop2018,tr400_pop2019,tr400_pop2020,tr6_pop2001,tr6_pop2002,tr6_pop2003,tr6_pop2004,tr6_pop2005,tr6_pop2006,tr6_pop2007,tr6_pop2008,tr6_pop2009,tr6_pop2010,tr6_pop2011,tr6_pop2012,tr6_pop2013,tr6_pop2014,tr6_pop2015,tr6_pop2016,tr6_pop2017,tr6_pop2018,tr6_pop2019,tr6_pop2020
74,San RamÃ³n,5419.4741,5325.3408,5258.5488,5162.354,5081.2349,5086.46,4973.665,4859.0483,4872.9478,4803.1987,4738.5078,4599.1294,4617.8057,4489.9546,4473.1802,4407.2295,4340.333,4303.2207,4244.0933,4205.4883,5402.5298,5327.9194,5254.5054,5182.3989,5111.7549,5042.5117,4974.3198,4907.2754,4841.4526,4776.4585,4712.2241,4648.938,4587.0356,4526.4453,4467.3965,4409.7441,4353.4092,4298.29,4244.1636,4190.8633,5398.6875,5325.3896,5253.1372,5181.9639,5111.916,5042.9878,4975.0981,4908.2676,4842.5288,4777.7749,4713.9863,4651.2041,4589.5254,4528.915,4469.4077,4410.9346,4353.4507,4296.8965,4241.1777,4186.2295,5410.4648,5329.9321,5251.9951,5177.2417,5107.2427,5041.165,4974.1538,4908.6328,4846.8252,4783.0679,4716.0503,4647.666,4583.1919,4520.0308,4461.0781,4404.3857,4349.9814,4298.3433,4248.4199,4199.9575
75,Tiahuanacu,11024.096,11115.487,11200.442,11298.037,11335.142,11470.879,11635.834,11678.172,11783.231,11860.892,11971.926,12055.2,12144.881,12193.233,12284.662,12399.833,12457.558,12553.657,12645.5,12721.25,11022.789,11114.043,11206.073,11298.897,11392.512,11486.87,11581.369,11675.197,11768.08,11859.778,11950.175,12039.182,12126.931,12213.7,12299.989,12386.071,12472.114,12558.384,12645.045,12732.182,11034.938,11123.649,11213.054,11303.09,11393.696,11484.778,11576.091,11667.339,11758.376,11849.095,11939.421,12029.322,12118.861,12208.123,12297.326,12386.603,12476.088,12565.943,12656.289,12747.223,11022.643,11109.974,11198.231,11288.558,11382.51,11483.201,11586.152,11684.721,11780.105,11872.453,11962.478,12049.002,12132.356,12213.922,12297.104,12382.092,12467.001,12552.827,12639.028,12725.178
76,Colquechaca,32714.287,32963.176,33298.523,33713.832,34195.375,34442.898,34718.813,35195.781,35698.805,35926.539,36421.73,36891.777,37238.645,37585.434,37966.715,38439.07,38943.188,39367.758,39787.645,40195.609,32645.838,32998.984,33356.648,33719.25,34086.574,34458.426,34835.629,35218.941,35607.902,36001.875,36401.008,36804.777,37212.809,37625.582,38043.879,38468.105,38897.883,39332.57,39771.852,40215.813,32635.379,32992.344,33353.402,33718.734,34088.426,34462.469,34841.176,35224.789,35613.336,36006.613,36404.793,36807.762,37215.402,37627.914,38045.438,38468.105,38895.84,39328.445,39765.824,40208.063,32666.299,33004.301,33353.594,33715.711,34083.16,34447.844,34819.621,35207.93,35606.168,36005.414,36411.461,36817.484,37217.957,37619.375,38031.797,38460.184,38899.105,39339.398,39778.645,40219.07
77,Pocoata,19838.637,20421.609,20739.002,21202.166,21802.197,22284.199,22900.047,23471.547,23812.273,24639.453,25219.209,25780.117,26443.465,27018.682,27712.18,28353.334,28890.604,29655.799,30384.551,31113.852,19835.951,20309.078,20793.51,21290.734,21801.783,22326.803,22865.99,23419.004,23985.896,24567.189,25161.588,25768.449,26387.633,27019.092,27663.313,28320.842,28992.783,29680.639,30384.93,31106.051,19832.527,20308.594,20796.107,21295.629,21807.668,22332.467,22870.266,23421.172,23985.348,24563.137,25154.391,25759.088,26377.443,27009.662,27656.111,28317.223,28993.611,29685.961,30394.813,31120.561,19863.172,20321.574,20786.451,21270.258,21778.676,22306.414,22851.604,23408.398,23978.486,24574.244,25181.248,25794.586,26415.152,27041.543,27676.93,28321.004,28979.348,29663.434,30370.879,31097.746
78,Llica,2788.9839,2877.5942,2976.8281,3071.645,3177.4229,3279.1912,3390.2109,3500.8218,3617.5925,3733.7598,3858.79,3992.3447,4118.4492,4251.1611,4406.9443,4553.9727,4701.8545,4875.5928,5043.8838,5212.8076,2787.5452,2879.6143,2974.7385,3073.0154,3174.5662,3279.5042,3387.9724,3500.1282,3616.1487,3736.2429,3860.6384,3989.5598,4123.2271,4261.8926,4405.7886,4555.0342,4709.7666,4870.1035,5036.0718,5207.7505,2785.8882,2878.2456,2973.675,3072.283,3174.1909,3279.5261,3388.4312,3501.0464,3617.5352,3738.0605,3862.8003,3991.927,4125.6104,4264.0352,4407.3604,4555.7339,4709.2949,4868.1812,5032.4995,5202.3945,2787.8376,2879.8821,2975.1599,3073.6045,3175.408,3280.449,3388.9192,3500.8093,3616.3245,3735.6836,3859.3389,3987.4602,4120.1372,4258.2891,4402.6431,4552.7891,4708.9854,4871.6782,5040.1509,5214.2261
79,Quillacollo,105155.3,107771.03,110609.33,113275.62,116120.91,119035.7,121809.03,125161.77,128623.17,131617.78,135291.58,138671.09,142354.23,145995.78,150178.5,153543.88,157636.03,161668.89,165825.08,170086.36,105081.79,107741.6,110469.47,113268.35,116142.58,119097.23,122137.3,125267.28,128488.86,131802.34,135209.41,138709.81,142303.58,145990.58,149770.81,153644.11,157614.58,161685.17,165859.47,170141.05,105015.57,107695.78,110444.82,113265,116159.19,119130.52,122181.92,125316.63,128536.78,131844.33,135241.25,138729,142309.55,145983.89,149753.97,153621.11,157588.13,161657.27,165831.31,170113.14,105164.4,107803.27,110506.77,113269.54,116102.59,119019.12,122036.47,125176.4,128424.42,131761.75,135200.77,138730.59,142354.47,146065.64,149856.69,153707.14,157648.39,161687.94,165831.31,170081.67
80,Sacaba,127187.58,131579.38,136304.38,141242.19,145657.05,150979.22,156516.11,161071.73,166371.28,171059.14,177819.64,181924.3,188567.31,195571.09,202006.19,208800.44,216067.34,223084.78,230830.84,239126.89,127519.96,131853.52,136330.69,140949.69,145707.52,150603.27,155635.31,160805.11,166123.83,171606.03,177270.83,183133.28,189215.97,195530.5,202082.75,208878.28,215922.48,223218.95,230772.98,238588.11,127619.96,131906.34,136335.5,140910.17,145632.64,150506.34,155534.11,160720.64,166072.98,171599.48,177310.22,183214.34,189322.81,195644.47,202186.27,208954.98,215957.3,223199.38,230688.27,238430.03,127214.84,131685.88,136309.38,141067.22,145937.41,150924.61,155985.69,161081.23,166257.44,171564.95,177080.41,182804.02,188860.63,195240.75,201881.84,208767.95,215901.28,223288.8,230966.08,238937.41
81,Tiquipaya,43713.953,44622.543,46035.781,47171.262,48426.297,49963.094,51620.219,52794.699,54412.457,55827.395,57688.449,59861.094,61441.789,63427.293,65382.633,66624.148,68963.883,71166.133,73266.789,75635.367,43462.434,44689.07,45952.957,47257.367,48606.637,50004.586,51453.535,52955.379,54513.945,56131.555,57809.621,59546.258,61337.93,63183.754,65083.82,67040.445,69059.523,71142.727,73291.148,75505.68,43376.594,44630.848,45922.246,47252.816,48625.043,50041.27,51503.66,53014.195,54575.172,56188.594,57856.063,59578.297,61355.426,63188.152,65077.551,67025.039,69033.047,71102.914,73235.883,75433.344,43596.352,44754.539,45963.301,47223.129,48546.598,49938.914,51385.078,52872.566,54426.625,56062.488,57794.352,59598.07,61427.965,63277.16,65140.266,67036.805,69029.891,71119.594,73294.648,75549.836
82,Colcapirhua,44680.816,46046.676,47138.617,48293.578,48604.25,50229.125,51101.293,51907.078,53366.164,54121.172,54897.457,54299.598,55055.699,56183.848,56705.43,58802.434,60015.086,61440.988,62657.332,63847.648,45235.992,46151.031,47078.785,48012.23,48944.48,49870.953,50783.324,51676.449,52548.086,53398.457,54236.309,55078.43,55949.309,56867.141,57841.883,58877.055,59964.543,61094.895,62258.367,63447.988,45419.453,46261.723,47117.684,47984.992,48861.188,49744.363,50631.914,51522.23,52414.801,53310.176,54211.281,55123.465,56054.094,57008.973,57991.621,59003.586,60043.285,61108.238,62195.934,63304.32,44872.836,45949.363,47019.422,48064.688,49085.227,50119.453,51128.547,52088.906,52970.934,53713.387,54317.523,54852.191,55484.004,56296.406,57307.691,58520.301,59836.922,61198.633,62571.039,63956.719
83,Sipesipe,31204.984,32079.309,32864.43,34016.539,34835.289,35761.293,36639.289,37517.867,38504.086,39611.496,40652.367,41411.129,42425.195,43289.664,44266.16,45756.75,46990.73,48138.988,49412.422,50703.293,31303.473,32137.506,32992.723,33867.949,34760.496,35668.91,36592.371,37530.863,38484.984,39455.16,40442.035,41448.023,42477.859,43536.48,44628.594,45756.781,46919.98,48116.969,49346.895,50609.273,31358.33,32173.322,33009.086,33865.465,34741.938,35638.137,36554.039,37489.762,38445.699,39422.359,40420.328,41440.828,42485.719,43556.871,44656.309,45785.285,46944.328,48133.676,49353.766,50605.074,31210.736,32081.59,32975.766,33892.473,34811.918,35733.086,36658.84,37597.176,38553.57,39520.91,40482.824,41436.68,42408.117,43420.879,44503.895,45666.805,46880.082,48126.012,49403.402,50713.148
84,Vinto,31380.285,32725.143,34509.461,36048.051,37634.227,39526.031,41382.148,43292.477,44987.926,47235.52,49048.629,51029.805,53281.477,55991.031,58352.566,61198.891,63904.66,66934.813,69928.008,73152.25,31450.215,32906.527,34429.484,36019.355,37676.785,39402.629,41196.875,43060.59,44996.641,47010.59,49108.637,51299.98,53594.52,56000.238,58522.59,61167.125,63937.75,66838.781,69873.977,73047.969,31500.375,32938.617,34442.227,36013.176,37653.652,39365.934,41152.191,43014.988,44957.648,46984.281,49099.461,51308.688,53617.934,56032.715,58558.262,61199.742,63962.145,66850.508,69870.172,73026.445,31354.293,32844.824,34410.773,36039.902,37734.355,39497.852,41316.762,43179.68,45084.438,47048.086,49073.945,51198.418,53459.449,55871.676,58420.266,61107.363,63922.629,66868.813,69945.18,73161.609
85,Tarata,8722.1816,8732.2471,8572.5605,8646.7646,8631.9902,8565.6465,8518.3906,8491.1719,8528.5088,8584.6445,8469.1787,8508.7881,8489.4658,8410.0664,8382.1934,8356.1201,8372.1357,8334.3223,8315.3242,8277.5225,8703.6436,8678.6445,8653.9082,8630.1309,8607.2236,8585.2363,8564.4736,8545.04,8526.5938,8508.2363,8489.1084,8469.1191,8447.9688,8425.7617,8403.0117,8380.0762,8357.0986,8333.9707,8310.7549,8287.5098,8699.5938,8677.0723,8654.6592,8632.5596,8610.7461,8589.2412,8568.125,8547.4121,8526.9844,8506.5977,8486.001,8465.1543,8443.9658,8422.4512,8400.7441,8378.9492,8357.123,8335.25,8313.3633,8291.5098,8722.5967,8686.7432,8650.9795,8622.4395,8595.6328,8569.041,8546.8984,8532.8818,8526.0898,8518.9619,8504.375,8485.6611,8460.5381,8430.4316,8401.3291,8375.9053,8353.7686,8331.3799,8308.1318,8283.9297
86,Totora,13119.35,13254.521,13379.299,13460.354,13612.141,13725.918,13848.655,13989.111,14117.988,14264.191,14389.18,14542.318,14652.488,14837.648,14986.684,15173.743,15335.417,15528.196,15690.788,15867.779,13117.142,13236.635,13357.229,13479.168,13602.867,13728.619,13856.788,13987.741,14121.763,14259.19,14400.304,14545.435,14694.873,14848.82,15007.085,15169.365,15335.111,15503.808,15674.912,15848.086,13098.815,13222.593,13347.577,13473.937,13601.895,13731.656,13863.477,13997.576,14134.146,14273.408,14415.487,14560.549,14708.642,14859.827,15013.956,15170.885,15330.345,15492.087,15655.849,15821.463,13126.652,13245.247,13363.741,13482.395,13604.048,13728.043,13855.018,13985.273,14118.101,14253.372,14390.954,14532.443,14679.241,14834.411,14996.77,15165.59,15338.505,15514.353,15691.379,15870.077
87,Buena Vista,13587.847,13584.859,13592.572,13667.694,13550.053,13566.303,13529.834,13564.349,13471.332,13309.502,13299.17,13392.649,13420.099,13519.105,13496.774,13411.702,13371.951,13349.01,13332.274,13305.391,13623.821,13607.681,13591.21,13573.801,13554.889,13534.866,13514.023,13493.007,13472.588,13454.266,13439.492,13428.282,13419.257,13410.646,13400.738,13388.871,13375.356,13360.733,13345.503,13330.035,13620.366,13603.309,13586.182,13568.883,13551.282,13533.511,13515.712,13498.104,13480.929,13464.586,13449.48,13435.584,13422.533,13409.828,13396.995,13383.79,13370.242,13356.479,13342.589,13328.65,13598.198,13601.726,13603.594,13599.456,13583.189,13559.595,13528.169,13489.507,13444.453,13405.711,13390.148,13399.167,13419.679,13437.519,13438.519,13421.548,13394.823,13364.964,13334.905,13304.965
88,San Carlos,16201.808,16525.559,16773.424,17106.572,17442.541,17700.4,18019.828,18344.432,18706.719,19047.258,19440.668,19799.84,20117.744,20424.137,20779.467,21223.816,21630.094,22012.922,22404.109,22816.141,16206.593,16499.201,16797.043,17100.441,17409.469,17724.285,18045.395,18373.076,18707.369,19047.998,19394.643,19746.977,20105.096,20469.672,20841.533,21221.063,21608.08,22002.344,22403.887,22812.779,16203.996,16497.453,16796.209,17100.441,17410.25,17725.771,18047.219,18374.76,18708.475,19048.396,19394.533,19746.863,20105.498,20470.727,20842.807,21221.934,21608.162,22001.482,22402.006,22809.842,16210.581,16502.693,16798.598,17100.637,17407.111,17717.203,18035.881,18365.684,18706.654,19055.32,19407.928,19759.127,20108.547,20462.605,20829.672,21212.361,21605.092,22003.77,22408.139,22819.416
89,Magdalena,10252.775,10371.607,10491.792,10610.631,10799.29,10894.736,11042.644,11205.73,11299.377,11428.996,11565.805,11841.283,11981.658,12121.741,12283.444,12421.957,12581.529,12730.224,12904.07,13047.186,10238.131,10367.402,10498.457,10631.514,10766.738,10904.089,11043.845,11186.224,11331.399,11479.807,11631.532,11786.151,11942.553,12100.129,12258.604,12417.958,12578.389,12740.174,12903.61,13068.919,10232.42,10363.726,10496.756,10631.625,10768.412,10907.167,11047.995,11190.982,11336.231,11483.836,11633.851,11786.151,11940.457,12096.599,12254.501,12414.146,12575.605,12738.972,12904.336,13071.773,10246.316,10371.883,10500.05,10631.909,10767.231,10902.29,11038.433,11175.816,11315.288,11462.675,11621.465,11789.805,11956.559,12118.398,12275.954,12430.435,12584.376,12739.044,12895.307,13052.602
90,Portachuelo,17662.943,17715.813,17794.625,18003.023,18356.141,18239.381,18494.594,18580.379,18709.584,18498.906,19160.895,19531.098,19613.781,19540.535,19566.383,20075.824,20215.582,20435.648,20611.701,20785.836,17598.854,17735.225,17873.318,18013.586,18155.752,18299.371,18446.025,18596.764,18753.133,18916.57,19088.148,19264.627,19443.424,19624.57,19809.787,20000.012,20193.74,20390.16,20588.648,20789.049,17568.971,17713.217,17858.869,18006.234,18155.371,18306.404,18459.945,18616.461,18776.504,18940.58,19109.004,19281.023,19455.943,19633.67,19814.549,19998.639,20185.441,20374.551,20565.688,20758.678,17617.51,17745.309,17881.416,18028.623,18175.691,18306.842,18435.016,18562.549,18701.482,18867.15,19076.83,19287.846,19469.346,19628.82,19797.473,19993.242,20196.783,20401.52,20603.635,20804.717
91,San Antonio de Esmoruco,1660.4336,1707.0665,1756.2284,1804.3018,1857.8654,1913.7034,1972.436,2026.7666,2080.9043,2140.4387,2203.46,2271.7642,2339.1157,2404.894,2475.207,2547.21,2619.1255,2697.1279,2775.4204,2856.1389,1659.0945,1706.9426,1756.1849,1806.8789,1859.0831,1912.8358,1968.1604,2025.0881,2083.6953,2144.0823,2206.3257,2270.468,2336.5208,2404.5066,2474.4729,2546.4714,2620.5625,2696.8184,2775.2957,2856.0566,1658.6942,1706.665,1756.0283,1806.8298,1859.1177,1912.937,1968.3293,2025.3402,2084.0261,2144.4495,2206.6707,2270.7375,2336.6934,2404.5845,2474.4612,2546.3779,2620.3926,2696.5664,2774.957,2855.6292,1659.7053,1707.1226,1756.0175,1806.5566,1858.9581,1913.0775,1968.5641,2025.1268,2083.0942,2143.1062,2205.5063,2270.2158,2336.7971,2405.0134,2474.9863,2546.8335,2620.7151,2696.8711,2775.2971,2856.0227
92,Uriondo,12690.664,12834.695,13026.762,13231.446,13580.979,13732.939,13924.673,14156.966,14367.915,14604.237,14894.154,15295.272,15489.991,15712.787,15989.395,16266.553,16601.979,16891.576,17165.639,17452.098,12640.197,12847.066,13057.831,13272.99,13492.724,13716.814,13945.891,14180.834,14422.349,14670.9,14926.469,15188.3,15455.254,15727.185,16004.328,16286.759,16574.41,16866.967,17164.424,17466.961,12624.055,12835.812,13051.295,13270.736,13494.332,13722.179,13954.604,14191.969,14434.581,14682.686,14936.352,15195.457,15459.75,15729.195,16003.87,16283.762,16568.863,16859.055,17154.359,17454.82,12659.077,12855.045,13059.263,13273.939,13496.057,13715.362,13934.909,14160.833,14397.997,14650.977,14919.638,15196.08,15467.61,15736.938,16010.755,16292.149,16580.973,16872.742,17166.143,17462.93
93,Mojinete,688.95746,720.94568,755.1319,791.73779,825.70251,867.48035,906.36694,948.01508,989.2655,1035.2341,1081.637,1129.2734,1180.1324,1235.7477,1291.4883,1351.1188,1414.5302,1481.0295,1549.4597,1619.2642,690.02667,721.99133,755.42517,790.37067,826.86768,864.96674,904.70642,946.15106,989.38287,1034.5126,1081.6576,1130.9526,1182.5468,1236.5818,1293.1864,1352.4866,1414.5972,1479.6199,1547.6581,1618.8296,690.51019,722.29059,755.52893,790.28436,826.61615,864.5882,904.26434,945.71802,989.03143,1034.2965,1081.6117,1131.0837,1182.827,1236.9574,1293.5903,1352.8452,1414.84,1479.6932,1547.5282,1618.4745,688.98181,721.36536,755.26703,790.67902,827.55994,866.03601,905.92206,947.24438,990.10352,1034.7479,1081.3177,1130.053,1181.2798,1235.2363,1291.9851,1351.6698,1414.3542,1479.9967,1548.558,1620.1532
94,Yacuiba,89407.219,90465.445,91396.359,92455.484,93928.742,96237.75,97539.414,99026.281,99454.828,99955.18,100569.92,104920.75,106569.73,106432.7,106942.58,107672.48,108257.15,109930.08,111188.16,111996.43,89240.375,90493.945,91766.789,93060.734,94373.82,95697.68,97018.914,98328.945,99624.164,100907.67,102181.39,103437.26,104650.66,105810.45,106924.87,108009.08,109078.91,110147.56,111220.43,112300.54,89506.047,90708.227,91926.297,93159.563,94405.961,95661.547,96920.703,98179.305,99434.328,100685.04,101930.48,103168.01,104391.19,105598.05,106791.67,107977.77,109162.68,110352.06,111549.73,112758.45,89225.227,90385.531,91590.703,92885.711,94285.75,95736.203,97119.914,98395.453,99588.07,100828.02,102230.33,103772.3,105154.27,106248.09,107151.69,107998.06,108890.88,109884.01,110930.29,111987.82
95,YuncharÃ¡,5721.9253,5719.5469,5780.6963,5753.54,5857.1904,5807.6782,5836.3311,5851.291,5885.5215,5876.415,5971.5083,6068.8296,6070.3457,6077.8779,6060.0762,6118.5693,6201.082,6229.5156,6271.6885,6321.4736,5709.0771,5731.4658,5754.0684,5776.8975,5800.2324,5824.1279,5849.1982,5875.9116,5904.6108,5935.4028,5968.1934,6002.3042,6037.0649,6072.4609,6108.8164,6146.5146,6185.4482,6225.2397,6265.646,6306.4648,5696.6719,5722.3286,5748.1558,5774.2261,5800.6748,5827.5889,5855.2148,5883.7285,5913.2837,5943.9448,5975.7114,6008.4038,6041.8394,6075.9771,6110.8496,6146.4912,6182.812,6219.6436,6256.8682,6294.3813,5716.6069,5738.3076,5760.9482,5782.3706,5803.5576,5820.8516,5839.1436,5861.2764,5889.668,5925.1943,5968.0908,6010.6846,6045.6265,6074.7778,6104.041,6139.9292,6181.9922,6226.2905,6271.8813,6318.312
96,CaraparÃ­,8950.792,9419.627,9824.9707,10274.744,10735.151,11230.686,11732.981,12336.594,12921.736,13709.123,14452.009,15131.035,15921.338,16670.711,17497.012,18337.703,19216.043,20162.707,21147.242,22192.934,8932.6836,9357.2666,9802.2168,10269.433,10761.246,11280.357,11829.506,12411.21,13027.17,13678.317,14364.34,15084.87,15840.184,16630.811,17458.102,18323.801,19230.211,20179.994,21175.859,22220.615,8908.8711,9341.2979,9794.8447,10270.853,10770.908,11296.742,11850.124,12432.806,13046.366,13692.191,14371.342,15084.899,15834.112,16620.361,17445.252,18310.631,19218.477,20171.027,21170.609,22219.66,8971.2979,9385.9561,9816.1748,10264.478,10735.303,11235.586,11773.39,12357.248,12989.965,13670.832,14386.371,15126.575,15890.688,16678.539,17495.234,18345.535,19235.236,20169.758,21151.861,22183.328
97,San Lorenzo,23169.402,23175.961,23562.313,23777.102,24238.268,24694.297,25033.182,25100.082,25144.369,25650.844,25635.188,25880.156,25994.238,26230.387,26564.164,26965.785,27334.719,27720,28041.094,28355.57,23110.654,23376.854,23646.707,23918.83,24190.902,24459,24719.551,24971.279,25215.949,25456.824,25696.521,25939.736,26190.748,26453.346,26729.482,27018.91,27319.73,27629.301,27945.15,28265.5,23152.148,23402.17,23654.939,23909.959,24166.438,24423.244,24679.391,24934.514,25189.15,25444.252,25700.736,25960.055,26223.564,26492.477,26767.467,27048.533,27335.186,27626.666,27922.215,28221.273,23041.484,23307.156,23596.764,23910.734,24243.836,24568.502,24854.861,25092.215,25298.736,25494.678,25675.871,25863.236,26071.803,26319.773,26613.545,26945.24,27298.635,27660.068,28020.994,28382.381
98,El Puente,10777.464,10832.535,10862.162,10922.672,11052.263,11084.604,11096.066,11177.858,11230.649,11310.098,11382.051,11516.301,11569.247,11621.15,11655.662,11730.238,11823.222,11883.571,11957.555,12030.088,10763.135,10822.7,10882.729,10943.488,11005.018,11067.146,11130.197,11194.654,11260.688,11328.277,11397.12,11466.698,11536.371,11605.926,11675.521,11745.454,11815.841,11886.626,11957.847,12029.495,10757.029,10818.645,10880.675,10943.186,11006.245,11069.837,11134.072,11199.097,11264.973,11331.713,11399.218,11467.354,11535.942,11604.918,11674.284,11744.099,11814.376,11885.096,11956.251,12027.843,10771.298,10827.077,10884.142,10944.387,11006.203,11064.423,11121.179,11181.936,11248.205,11320.89,11398.044,11475.964,11548.216,11614.761,11678.928,11745.196,11814.364,11884.823,11956.376,12028.589
99,Toro Toro,10818.33,10846.971,10894.658,10936.307,10950.561,11000.649,11037.56,11080.479,11130.279,11143.803,11183.674,11242.543,11244.869,11292.341,11301.92,11309.797,11361.648,11399.097,11427.214,11453.612,10818.676,10855.665,10892.771,10929.909,10967.007,11004.052,11040.875,11077.261,11112.962,11147.768,11181.615,11214.423,11246.135,11276.958,11307.09,11336.901,11366.716,11396.555,11426.438,11456.357,10825.756,10861.111,10896.563,10932.046,10967.529,11002.929,11038.18,11073.163,11107.791,11141.964,11175.667,11208.862,11241.545,11273.808,11305.72,11337.42,11369.058,11400.664,11432.303,11463.997,10816.416,10853.046,10890.101,10926.928,10963.587,11001.648,11040.611,11079.786,11118.019,11154.212,11189.254,11222.35,11251.842,11279.238,11304.987,11331.648,11361.265,11392.447,11423.802,11455.025
100,San AgustÃ­n,2276.2979,2271.8145,2182.7576,2184.1243,2273.4172,2249.3237,2157.8669,2206.4043,2211.9685,2118.0679,2266.3147,2432.9031,2324.3223,2199.3159,2126.7141,2297.0696,2455.9766,2448.5063,2469.4182,2481.834,2239.4421,2232.5896,2226.1221,2220.7849,2216.8818,2214.3484,2213.6792,2215.7214,2220.7659,2229.0229,2240.6299,2254.5894,2270.1497,2288.2788,2310.5298,2337.6016,2368.2861,2400.9055,2434.5747,2468.8452,2211.4382,2212.2874,2213.2971,2214.7739,2216.9495,2219.9802,2224.1614,2229.8682,2237.3108,2246.6479,2257.9795,2271.0786,2285.739,2302.1453,2320.5896,2341.1089,2363.23,2386.3508,2410.0784,2434.1589,2265.4922,2246.6597,2229.6809,2220.1538,2216.0767,2209.7212,2202.448,2201.8516,2208.3245,2223.0598,2247.9626,2267.5198,2268.6941,2264.0957,2275.2139,2313.4226,2365.9214,2416.4189,2461.9597,2504.6824
101,Tarija,150523.25,154990,159087.88,163457.67,167385.06,171906.67,176612.63,181576.5,186770.28,191555.56,196900.55,201887.13,207650.75,213368.8,219105.09,224930.45,230727.58,236854.83,243233.19,249771.23,150700.11,154769.88,158947.59,163236.67,167641.81,172170.58,176827.94,181616.83,186537.91,191590.67,196777.3,202099.14,207559.16,213157.55,218895.45,224776.45,230805.56,236990.72,243339.09,249856.33,150701.25,154773.27,158954.72,163248.66,167658.75,172188.97,176843.13,181623.94,186533.98,191575.5,196751.41,202064.64,207518.19,213115.27,218858.92,224753.09,230802.27,237012.2,243387.83,249934.73,150712.61,154810.17,158987.31,163241.66,167587.94,172078.83,176737.75,181561.59,186525.27,191603.28,196807.7,202144.25,207634.59,213258.81,218997.36,224847,230821.84,236952.08,243254.17,249730.55
102,Tahua,1898.2484,1871.946,1836.465,1806.0698,1760.3734,1726.7712,1700.2793,1667.5516,1635.4004,1611.0057,1579.8962,1542.113,1524.5393,1505.3555,1455.009,1465.099,1436.1196,1411.4514,1389.599,1364.2521,1902.4858,1866.8721,1831.8839,1797.5197,1763.822,1730.912,1698.8656,1667.7146,1637.501,1608.2588,1580.0013,1552.7645,1526.5815,1501.3777,1477.0638,1453.5935,1430.7084,1408.2754,1386.2227,1364.5126,1898.1418,1863.5012,1829.4946,1796.1283,1763.4285,1731.4403,1700.1979,1669.723,1640.0313,1611.1356,1583.0314,1555.7178,1529.1818,1503.38,1478.2582,1453.7717,1429.819,1406.3347,1383.2705,1360.5935,1902.9431,1868.7032,1834.355,1799.7135,1764.9368,1731.1498,1698.6882,1667.1851,1636.5455,1606.7373,1577.5509,1549.4502,1523.2273,1498.4839,1475.0502,1453.8313,1432.5453,1410.785,1388.7228,1366.6256
103,San Pablo,2530.3479,2607.2639,2662.3599,2711.8997,2805.3123,2866.0347,2941.0786,3016.6543,3090.1382,3166.2529,3264.3679,3371.353,3449.2473,3547.2283,3652.8167,3740.0039,3845.4724,3958.6331,4063.8823,4166.7773,2529.1125,2593.3081,2659.1472,2726.8296,2796.6106,2868.6052,2943.033,3020.1003,3100.0073,3182.9363,3268.978,3358.0439,3449.9871,3544.7656,3642.325,3742.6265,3845.7266,3951.6482,4060.4172,4172.1284,2523.6987,2589.385,2656.7976,2726.0496,2797.272,2870.5715,2946.0813,3023.9333,3104.2556,3187.1643,3272.74,3361.0203,3452.0078,3545.7358,3642.2173,3741.4702,3843.5339,3948.4424,4056.2334,4166.9673,2534.3965,2597.3389,2661.1628,2726.823,2795.5706,2866.2617,2939.2617,3014.9348,3093.9822,3177.4619,3265.8931,3357.9414,3451.8467,3547.9109,3646.0193,3745.9365,3848.5332,3953.7817,4061.1143,4170.7285
