asdf_id,shapeName,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020,tr100_pop2001,tr100_pop2002,tr100_pop2003,tr100_pop2004,tr100_pop2005,tr100_pop2006,tr100_pop2007,tr100_pop2008,tr100_pop2009,tr100_pop2010,tr100_pop2011,tr100_pop2012,tr100_pop2013,tr100_pop2014,tr100_pop2015,tr100_pop2016,tr100_pop2017,tr100_pop2018,tr100_pop2019,tr100_pop2020,tr400_pop2001,tr400_pop2002,tr400_pop2003,tr400_pop2004,tr400_pop2005,tr400_pop2006,tr400_pop2007,tr400_pop2008,tr400_pop2009,tr400_pop2010,tr400_pop2011,tr400_pop2012,tr400_pop2013,tr400_pop2014,tr400_pop2015,tr400_pop2016,tr400_pop2017,tr400_pop2018,tr400_pop2019,tr400_pop2020,tr6_pop2001,tr6_pop2002,tr6_pop2003,tr6_pop2004,tr6_pop2005,tr6_pop2006,tr6_pop2007,tr6_pop2008,tr6_pop2009,tr6_pop2010,tr6_pop2011,tr6_pop2012,tr6_pop2013,tr6_pop2014,tr6_pop2015,tr6_pop2016,tr6_pop2017,tr6_pop2018,tr6_pop2019,tr6_pop2020
152,Viacha,47219.449,49889.688,52122.488,54847.141,57699.203,60601.738,63429.438,66582.266,70133.211,73862.383,77809.414,80348.414,84739.906,88995.359,92802.391,97945.578,102958.55,107902.41,113433.05,119022.75,47366.648,49748.633,52248.809,54872.805,57625.008,60509.707,63531.668,66696.914,70010.375,73475.836,77098.055,80886.117,84857.461,89025.992,93405.813,98011.844,102853.84,107941.12,113284.02,118892.63,47418.488,49785.367,52269.891,54877.516,57613.633,60483.629,63493.266,66648.906,69956.781,73423.445,77055.719,80862.281,84854.141,89041.961,93436.727,98050.086,102892.89,107976.13,113311.24,118910.31,47306.742,49713.488,52227.238,54866.684,57635.23,60532.332,63567.848,66764.945,70125.914,73619.977,77210.344,80894.984,84776.25,88879.828,93228.531,97867.82,102775.4,107935.25,113358.05,119049.09
153,Villa Libertad Licoma,2908.877,3089.5452,3279.0547,3482.499,3677.7744,3908.1333,4162.4771,4396.9395,4673.667,4981.9556,5252.9878,5581.125,5936.77,6365.7358,6830.6016,7235.9668,7664.1543,8177.7886,8685.6162,9228.1719,2907.1885,3084.5957,3272.8494,3472.6846,3684.9783,3910.7832,4151.2046,4407.415,4680.8403,4972.9443,5285.2627,5619.5854,5977.5181,6360.3535,6768.9341,7204.0498,7667.062,8159.7007,8683.7617,9241.3477,2899.2546,3078.2659,3268.3547,3470.2744,3684.8552,3913.0403,4155.8354,4414.3223,4689.6919,4983.1987,5296.1611,5629.9922,5986.1094,6365.8696,6770.5674,7201.522,7660.2358,8148.3784,8667.71,9220.168,2910.8547,3088.6313,3276.9094,3476.071,3686.873,3911.2905,4150.0093,4403.1719,4673.0127,4961.0361,5269.0376,5602.7988,5966.4067,6360.7051,6780.8804,7221.2803,7683.4512,8171.8569,8688.4082,9236.3076
154,Quime,8976.1543,9068.7305,9076.9844,9189.5283,9445.4736,9476.6611,9518.3555,9671.4258,9817.2773,9974.083,10307.605,10569.262,10643.201,10515.543,10525.09,10695.918,11081.9,11136.674,11299.188,11454.402,8913.8428,9024.1045,9136.3662,9251.7705,9370.9033,9493.7422,9621.0166,9753.3369,9890.2676,10030.498,10171.912,10311.651,10448.127,10582.261,10717.023,10854.847,10996.31,11140.381,11286.835,11435.411,8902.8926,9019.1318,9137.0811,9257.0752,9379.3252,9503.8701,9630.9316,9760.6406,9892.8809,10027.285,10163.254,10300.024,10437.183,10574.947,10714.069,10855.22,10998.596,11143.983,11291.378,11440.756,8957.5166,9043.2822,9132.916,9233.7188,9344.1758,9455.4404,9574.7568,9713.2275,9873.3232,10050.809,10231.903,10389.028,10505.479,10593.328,10687.689,10812.26,10965.093,11125.008,11288.772,11454.872
155,Huatajata,1568.6279,1691.3195,1681.2649,1757.2715,1814.5087,1943.7625,1993.2168,2015.2314,2075.0684,2035.4403,2161.439,2144.0073,2169.5891,2412.1174,2584.2231,2559.2708,2573.186,2709.48,2782.6799,2880.0864,1604.8452,1657.0823,1710.6288,1765.4612,1821.2336,1877.4668,1933.5554,1989.5154,2045.999,2104.01,2164.9714,2229.731,2299.1965,2373.4468,2451.1362,2531.1321,2613.522,2698.6978,2786.6587,2877.5115,1608.1469,1658.0781,1709.4539,1762.2894,1816.5233,1872.0699,1928.8259,1986.8552,2046.401,2107.8059,2171.5242,2237.8687,2307.1509,2379.4629,2454.5176,2532.0676,2612.1614,2694.917,2780.3569,2868.5327,1586.9131,1648.2867,1708.8622,1772.3988,1838.4434,1903.8472,1960.8977,2007.7438,2047.9443,2086.7417,2134.3164,2193.0928,2270.4397,2366.4177,2463.3008,2548.2,2626.729,2707.3152,2790.2954,2876.4072
156,Laja,18454.461,19535.283,20138.422,20997.301,21569.813,22425.109,22793.955,23926.57,24578.684,25789.73,26605.088,27136.203,28096.863,29199.113,30305.264,31752.504,32953.465,33807.863,35039.152,36405.102,18721.396,19392.627,20085.051,20797.734,21530.182,22283.813,23060.676,23864.58,24696.859,25559.629,26453.926,27383.246,28353.109,29366.982,30425.93,31529.107,32674.119,33860.328,35089.867,36364.473,18726.021,19388.652,20073.982,20782.428,21514.479,22271.277,23054.08,23864.762,24704.586,25575.063,26477.5,27413.791,28386.387,29397.16,30447.322,31537.557,32668.139,33839.734,35053.746,36311.59,18629.674,19378.762,20127.541,20868.961,21597.16,22327.697,23073.898,23867.561,24696.625,25557.191,26424.449,27309.676,28256.498,29284.842,30389.768,31550.432,32727.822,33911.453,35128.105,36390.699
157,Mecapaca,10008.396,9924.4512,9731.8555,10028.494,11345.475,11397.782,11843.005,11318.287,11964.813,12754.004,13051.733,14333.214,14676.313,14815.479,15303.676,15896.592,16560.814,16971.504,17376.945,17993.492,9594.3809,9880.1055,10178.638,10495.524,10832.106,11184.762,11554.638,11945.264,12363.59,12810.607,13282.955,13776.03,14281.919,14797.293,15322.539,15858.261,16404.967,16963.691,17537.197,18128.744,9532.0635,9843.6514,10166.666,10503.064,10853.812,11218.68,11598.634,11995.185,12410.642,12845.706,13299.853,13772.168,14260.877,14765.322,15285.774,15822.654,16376.424,16947.781,17537.9,18148.186,9755.0293,9921.793,10132.884,10434.177,10808.363,11165.461,11492.579,11814.691,12218.478,12715.897,13276.939,13872.801,14429.517,14939.442,15437.091,15941.082,16449.883,16954.15,17462.297,17986.738
158,Palca,13548.242,14568.262,13653.186,13735.037,14637.926,14329.754,14634.563,14403.36,14658.911,15181.471,15823.54,16278.566,16216.793,16352.932,16120.357,16723.57,17261.633,17282.561,17529.824,17817.613,13666.608,13811.574,13956.867,14108.76,14270.673,14442.278,14627.02,14827.297,15045.776,15280.892,15526.904,15776.713,16025.756,16274.291,16524.553,16779.719,17038.955,17300.795,17565.971,17835.023,13585.754,13757.807,13931.933,14110.092,14293.596,14482.87,14679.214,14883.612,15096.974,15319.033,15548.331,15782.974,16021.646,16264.206,16510.99,16762.605,17018.656,17278.617,17542.551,17810.531,13790.529,13905.053,13980.806,14082.063,14221.098,14353.454,14500.021,14678.668,14930.327,15253.155,15600.078,15907.838,16145.165,16339.95,16533.854,16772.791,17036.373,17294.939,17553.846,17816.766
159,Achocalla,17459.584,19085.59,19445.004,20803.951,22090.055,22353.648,22896.227,24336.178,26051.838,25981.998,28137.15,28645.262,28830.787,29930.781,30931.221,33098.816,33827.906,34451.441,36029.078,36703.941,18006.682,18835.672,19696.721,20587.156,21500.84,22432.834,23383.654,24353.166,25335.92,26325.498,27322.258,28323.111,29333.338,30362.682,31416.82,32497.67,33602.047,34732.762,35895.254,37092.77,18204.418,18977.174,19780.658,20614.17,21475.736,22363.541,23276.945,24215.092,25175.941,26157.424,27159.424,28181.361,29225.193,30294.422,31391.992,32520.27,33680.617,34876.082,36110.434,37386.793,17746.764,18714.898,19684.42,20661.07,21610.16,22516.211,23444.904,24445.451,25478.83,26479.898,27471.158,28393.047,29291.127,30260.639,31330.441,32476.416,33601.473,34700.18,35805.543,36912.586
160,El Alto,631115.88,644734,661228.06,677149.75,693002.25,710670.5,727998.13,745757.75,762600.81,781288.31,799085.69,820031.13,841866.44,861902.63,884419.75,903502.75,925362.25,948770.38,971660.06,995431.81,630269.5,645499.06,661105.38,677098.75,693492.25,710298.88,727526.75,745188.75,763303.56,781895.31,800984.19,820582.88,840686,861280.81,882363.25,903937.69,926025.44,948647.5,971818.5,995554.56,630077.81,645366.69,661028.5,677074.88,693516.06,710364.63,727630.81,745326.63,763465.94,782063.13,801132.38,820685.38,840727.69,861265.19,882306.06,903856.63,925933.63,948549.81,971717.5,995452,630510,645579.69,661111.06,677082.63,693488.25,710332.75,727538.5,745077.19,762991.38,781444.31,800548.88,820399,840854.38,861693.19,882843.06,904259.25,926154.38,948638.5,971695.25,995328.63
161,Yanacachi,4383.3882,4766.9517,4629.3711,4841.5488,5035.1504,5236.7266,5354.2451,5619.1489,5838.7773,6047.1055,6430.5493,6605.4287,6783.9863,7005.0161,7269.7856,7515.1963,7845.5273,8099.4922,8394.6602,8716.8066,4412.6177,4565.8159,4724.022,4889.1646,5062.4116,5244.5479,5436.1494,5637.7397,5848.9917,6069.2827,6297.7378,6533.0542,6775.1274,7024.5957,7282.25,7548.793,7824.8306,8110.6992,8406.9316,8714.0244,4400.2627,4558.4937,4722.3691,4892.5884,5069.6777,5254.0791,5446.1646,5646.3003,5854.6113,6071.1235,6295.8042,6528.5073,6769.3921,7018.8037,7277.168,7544.8774,7822.3462,8109.9336,8408.0537,8717.125,4446.251,4587.9019,4723.2969,4870.3267,5032.999,5210.9351,5404.019,5616.5156,5844.6538,6084.4082,6329.958,6568.0313,6800.5615,7036.3628,7282.7432,7542.626,7817.1182,8102.6743,8400.0557,8709.5137
162,TapacarÃ­,25276.004,25057.049,24841.619,24705.297,24744.785,24558.398,24458.889,24368.02,24280.262,24189.199,24118.859,24411.316,24256.813,24025.939,23916.268,23863.539,23810.631,23762.246,23663.285,23568.855,25124.133,25012.512,24902.859,24797.139,24696.602,24601.607,24512.941,24430.979,24355.605,24286,24220.658,24157.127,24091.949,24024.242,23954.715,23884.137,23812.881,23741.092,23668.906,23596.674,25076.977,24983.475,24890.797,24799.645,24710.5,24623.719,24539.629,24458.439,24380.168,24304.605,24231.262,24159.385,24087.951,24016.613,23945.373,23874.322,23803.414,23732.625,23661.955,23591.43,25217.32,25055.533,24904.023,24772.084,24658.922,24553.184,24457.344,24374.611,24308.498,24261.414,24231.262,24204.494,24149.596,24068.203,23979.012,23893.752,23813.971,23736.404,23657.375,23577.238
163,Desaguadero,4949.4189,5151.1729,5277.4619,5460.8257,5627.7451,5820.4414,6040.1758,6289.4971,6538.1797,6683.2393,7165.0088,8007.6455,8278.6953,8898.6123,8818.8486,9554.5938,9962.8125,10325.887,10696.442,11516.606,4879.313,5058.8306,5245.7031,5442.0161,5650.4751,5874.3652,6117.1938,6382.3857,6673.0093,6991.5664,7339.3584,7714.2368,8111.4111,8527.9844,8962.1055,9415.4336,9888.2305,10382.234,10900.221,11444.771,4806.8237,5007.1558,5216.2202,5435.1904,5665.5674,5909.1064,6167.6943,6443.2246,6737.4727,7052.002,7387.9399,7745.4707,8123.9756,8523.2607,8943.3301,9385.043,9848.9102,10335.852,10847.127,11384.02,4961.126,5119.605,5281.1465,5449.0322,5626.3101,5818.4316,6031.8276,6274.2144,6556.0034,6892.2368,7298.0112,7753.8149,8210.2666,8650.3359,9066.1309,9492.2754,9926.6484,10377.611,10861.423,11388.211
164,JesÃºs de Machaka,13145.722,13311.681,13459.73,13612.473,13792.35,13946.371,14110.061,14307.234,14459.064,14591.355,14774.565,14993.035,15121.975,15322.25,15499.184,15685.291,15918.507,16076.215,16276.895,16473.16,13149.242,13305.079,13462.736,13622.263,13783.665,13946.874,14111.895,14278.745,14447.376,14618.095,14791.269,14967.079,15145.485,15326.748,15510.876,15697.83,15887.477,16079.491,16273.919,16470.729,13147.963,13303.86,13461.594,13621.224,13782.745,13946.196,14111.599,14279.004,14448.423,14619.977,14793.794,14969.948,15148.461,15329.424,15512.844,15698.698,15886.991,16077.604,16270.566,16465.861,13147.938,13304.355,13462.274,13622.535,13785.611,13950.307,14116.539,14283.498,14449.359,14616.018,14787.094,14962.341,15139.392,15320.859,15506.558,15696.572,15889.749,16083.049,16277.954,16474.939
165,Puerto Mayor de Guaqui,7345.7061,7328.2148,7293.0767,7282.0659,7280.5132,7249.3672,7192.8291,7189.2822,7187.9893,7147.3418,7120.4634,7068.4824,7072.4736,7031.873,7000.6538,6968.8149,6944.0791,6939.5415,6919.1055,6900.6299,7351.7788,7329.1255,7306.479,7283.7778,7260.8149,7237.3721,7213.4404,7189.1084,7164.2847,7138.8652,7112.9868,7086.8643,7060.7837,7034.853,7009.2847,6984.269,6959.9004,6936.1123,6912.6895,6889.4639,7356.1973,7332.0127,7307.873,7283.7573,7259.5825,7235.2881,7210.834,7186.2432,7161.4907,7136.5376,7111.4404,7086.2563,7061.0801,7035.96,7010.9629,6986.1543,6961.5664,6937.1909,6912.9727,6888.8657,7345.5835,7324.9536,7304.396,7284.4658,7263.8833,7241.0103,7216.8813,7193.8271,7170.3408,7144.1982,7116.0063,7086.8779,7058.6025,7030.0244,7002.2026,6976.4673,6953.9023,6934.353,6916.0918,6898.2603
166,Tito Yupanqui,1923.3064,2149.2297,2351.5051,2602.8003,2830.6377,3129.8652,3398.6733,3669.9651,3990.0273,4318.415,4847.0825,5329.1084,5772.3877,6311.0498,7016.8213,7732.2744,8412.8877,9230.501,10096.747,11123.95,1955.1875,2142.5952,2347.5813,2571.4121,2815.4175,3081.3115,3371.1323,3687.7063,4034.6555,4416.04,4836.1089,5298.5557,5807.5054,6367.8003,6984.3823,7661.9019,8405.585,9221.75,10117.396,11100.251,1954.9115,2141.0286,2344.7698,2567.7144,2811.5874,3078.3567,3370.2388,3689.8276,4040.123,4424.4414,4846.377,5309.6289,5818.2485,6376.7397,6989.9199,7662.8369,8401.041,9210.7197,10098.666,11072.339,1939.579,2138.4595,2354.5566,2587.5891,2836.1763,3101.0156,3381.8293,3683.5413,4015.8647,4389.0391,4811.332,5279.1924,5792.8579,6360.7778,6989.4663,7676.6543,8422.5645,9236.6162,10128.575,11109.063
167,Pucarani,34252.828,33991.414,33510.68,34497.914,35542.813,35886.527,36358.559,36744.254,37538.375,38557.453,38996.129,39129.578,38573.281,38901.438,39491.809,39663.813,40726.684,41081.684,41456.488,41987.492,33589.555,34019.836,34462.367,34924.012,35402.098,35889.402,36379.734,36866.465,37342.5,37799.113,38229.145,38632.957,39018.777,39400.148,39786.723,40183.379,40592.113,41009.816,41434.43,41864.711,33678.305,34103.84,34536.168,34976.676,35424.02,35875.645,36329.082,36781.793,37231.27,37674.668,38109.895,38536.953,38958.172,39377.422,39797.805,40221.41,40649.484,41082,41519.117,41960.922,33790.328,33984.816,34254.824,34678.578,35215.652,35794.344,36392.227,37000.59,37604.633,38146,38552.465,38816.543,39003.527,39231.348,39550.547,39959.82,40448.746,40957.953,41470.68,41989.504
168,Combaya,2520.1035,2567.7751,2644.8049,2742.1948,2808.686,2867.2175,2910.7852,3042.771,3107.0752,3235.1982,3320.752,3430.4326,3522.5811,3549.8752,3633.4558,3353.5413,3576.3464,3597.1199,3700.2222,3792.2183,2515.6741,2586.4529,2659.269,2734.0334,2810.4883,2888.4268,2967.5996,3047.5022,3126.9771,3204.6958,3279.01,3348.4663,3411.9634,3469.2156,3521.1067,3569.4309,3617.2559,3665.5327,3714.8398,3765.0798,2542.0132,2607.9932,2675.6287,2744.7917,2815.2605,2886.7771,2959.0422,3031.6748,3104.1284,3175.8411,3246.2124,3314.762,3381.165,3445.3938,3507.7874,3568.9988,3630.0457,3691.4539,3753.6465,3816.8215,2513.0698,2580.2815,2650.4771,2722.9004,2795.7478,2870.2595,2949.9893,3038.3726,3132.5615,3230.0676,3323.7361,3406.4556,3470.0659,3510.0627,3530.7068,3543.1567,3575.2432,3624.0132,3686.7852,3756.3503
169,Coroico,14692.7,15113.957,15417.727,16203.115,17201.861,17719.383,18191.492,19022.465,19725.568,20190.77,21078.055,22247.121,22882.793,23935.172,24636.555,25643.715,26841.832,27711.42,28750.752,29980.529,14564.632,15120.965,15699.926,16303.838,16932.191,17583.201,18257.586,18957.531,19684.74,20441.795,21231.973,22056.168,22913.623,23805.344,24731.955,25695.492,26697.027,27737.174,28817.902,29941.139,14556.855,15116.25,15697.501,16301.863,16929.881,17581.875,18258.77,18961.941,19692.664,20452.461,21243.072,22065.594,22920.791,23809.838,24733.818,25694.219,26692.316,27729.24,28806.555,29925.867,14586.455,15110.831,15672.222,16292.817,16953.762,17617.207,18281.701,18963.262,19664.926,20400.234,21195.234,22043.445,22916.727,23817.15,24741.227,25705.1,26709.301,27743.656,28818.947,29942.082
170,Coripata,14140.297,14459.971,14845.745,15487.236,15957.445,16389.811,16938.773,17244.424,17841.107,18379.15,18813.746,19338.447,20021.699,20548.004,21613.715,22027.889,22829.107,23521.902,24248.799,25002.15,14101.455,14522.759,14957.077,15404.561,15864.176,16335.604,16819.469,17316.973,17830.721,18362.848,18915.723,19492.215,20094.324,20722.619,21376.836,22054.801,22756.371,23481.064,24229.09,25000.922,14086.684,14509.164,14944.444,15392.944,15854.828,16330.494,16820.592,17326.023,17848.023,18387.748,18946.396,19525.275,20125.412,20747.416,21391.582,22057.703,22746,23456.623,24189.887,24946.191,14086.093,14510.299,14956.464,15426.73,15904.501,16381.345,16856.738,17331.693,17821.184,18327.191,18855.189,19420.074,20031.412,20686.031,21378.508,22078.854,22792.924,23518.625,24259.748,25021.197
171,Quiabaya,2176.0522,2181.45,2175.5059,2162.8071,2198.9307,2212.2502,2221.72,2225.9014,2244.6411,2277.0518,2251.3994,2269.0747,2286.0122,2298.6646,2310.1831,2361.4688,2348.3037,2384.7048,2396.377,2409.4771,2162.9036,2171.2395,2179.7395,2188.6414,2198.1421,2208.1833,2218.7092,2229.7097,2241.2007,2253.1611,2265.6067,2278.7915,2292.8323,2307.7507,2323.4995,2339.9414,2356.7964,2373.9958,2391.3823,2408.9019,2157.0237,2167.1631,2177.3992,2187.8159,2198.4934,2209.4546,2220.7173,2232.313,2244.2729,2256.6147,2269.3542,2282.563,2296.2666,2310.4583,2325.103,2340.1377,2355.4595,2371.0137,2386.7288,2402.5662,2171.6465,2174.5986,2178.261,2184.4436,2194.5405,2206.4678,2218.8171,2231.085,2243.2234,2254.3464,2263.7773,2274.4783,2287.4639,2302.8953,2320.7136,2340.1746,2358.792,2377.4509,2395.3494,2412.845
172,Aucapata,3983.1196,4084.832,4215.3574,4322.292,4427.8457,4537.5918,4647.1689,4763.0288,4887.4932,5019.7354,5148.9092,5304.8359,5420.6201,5573.6777,5666.9165,5772.3916,5973.3428,6120.8223,6275.2783,6431.0723,3992.0757,4096.0352,4202.606,4311.6367,4423.0918,4537.0293,4653.5781,4772.8613,4894.9546,5019.8311,5147.3828,5277.4658,5409.9595,5544.9966,5682.8457,5824.0835,5969.1841,6118.1152,6270.8765,6427.4888,3996.0142,4098.79,4204.1733,4312.1592,4422.7666,4536.0342,4652.0205,4770.7769,4892.3501,5016.7729,5144.0508,5274.1953,5407.2412,5543.2778,5682.4556,5825.0054,5971.1367,6120.9282,6274.4775,6431.8726,3986.0154,4093.8523,4204.1133,4314.8208,4425.6655,4537.5747,4651.9541,4770.3403,4893.6289,5021.5596,5152.8052,5285.5752,5417.2388,5548.1333,5679.2266,5815.8521,5961.7993,6113.9043,6270.5835,6431.2471
173,Ayo Ayo,8249.1152,8318.5645,8482.6074,8562.0195,8564.2148,8495.7988,8865.2363,8845.4668,8908.0684,9241.5391,9113.6309,9412.6641,9561.5801,9642.2686,9636.9805,9714.2871,9784.0771,9933.7832,10077.498,10232.791,8237.4424,8325.5098,8414.6396,8504.8857,8597.0186,8692.4033,8792.1406,8895.3389,9001.8164,9110.8633,9220.7744,9331.0938,9440.2217,9547.3379,9652.8066,9757.9883,9864.1377,9972.1162,10082.009,10193.51,8228.4912,8320.6289,8413.8457,8508.2119,8603.957,8701.4854,8801.0752,8902.5186,9005.749,9110.5596,9216.458,9323.2842,9430.5938,9538.1465,9646.0518,9754.6387,9864.2783,9975.2363,10087.558,10201.231,8259.917,8343.4814,8426.123,8501.959,8574.043,8655.3115,8757.6045,8866.9824,8986.3945,9115.4092,9240.6514,9368.5801,9484.9727,9582.1738,9664.7266,9747.1904,9840.1221,9949.1289,10070.899,10199.48
174,Azurduy,11718.431,11621.795,11556.641,11482.748,11421.702,11347.314,11271.7,11218.071,11136.529,11078.656,11009.387,10927.535,10841.824,10781.227,10729.294,10678.863,10616.3,10559.768,10491.79,10436.736,11705.556,11632.464,11559.95,11488.031,11416.701,11345.879,11275.561,11205.72,11136.334,11067.483,10999.236,10931.796,10865.442,10800.408,10736.685,10674.091,10612.357,10551.283,10490.69,10430.506,11702.542,11630.157,11558.264,11486.87,11415.993,11345.619,11275.775,11206.479,11137.726,11069.563,11002.016,10935.143,10869.008,10803.663,10739.102,10675.221,10611.953,10549.201,10486.88,10424.967,11708.157,11632.265,11558.484,11486.738,11416.668,11347.274,11278.399,11209.889,11140.52,11070.418,10999.047,10927.22,10857.321,10791.76,10730.4,10671.485,10613.097,10554.524,10495.595,10436.964
175,Tipuani,8391.707,8327.3076,8507.3496,8773.5352,8602.1387,8856.2129,8889.2393,8569.6182,8809.5205,8882.3477,9013.918,8962.623,9152.8633,9048.9395,9253.9551,9288.0566,9296.2871,9382.7031,9463.167,9525.6445,8400.416,8462.1201,8524.1797,8585.1387,8643.3262,8698.8887,8751.6016,8802.7881,8855.2021,8909.2627,8964.9346,9021.9277,9080.4082,9139.9824,9200.9395,9262.6738,9325.0898,9388.3457,9452.3115,9516.8037,8409.5781,8465.9297,8522.6191,8579.2451,8635.3506,8690.9775,8746.0615,8800.958,8856.4014,8912.543,8969.416,9026.9795,9085.3105,9144.3164,9204.0723,9264.4229,9325.3291,9386.7969,9448.7783,9511.2051,8353.7207,8440.2617,8533.8916,8622.4883,8689.1045,8740.6504,8770.1914,8789.3076,8828.7578,8883.9443,8947.1006,9010.0361,9075.1191,9137.0723,9203.0371,9265.9697,9326.8857,9390.3965,9456.2783,9523.0313
176,Nuestra SeÃ±ora de La Paz,805227.25,802930.19,803288.44,800709.81,795213.5,794168.44,792870.5,792065.75,790001.19,786509.38,784115.5,782052.94,780308.5,779299,777317.44,775059.81,772462.31,771649.63,769960.06,768630.31,805673.56,803554.94,801438.06,799310.75,797182.25,795073.81,792986.81,790915.13,788849.63,786793.25,784762.44,782766.75,780812.56,778897.5,777014.5,775160.5,773335.94,771540,769762.88,767996.44,805527.56,803428.5,801334.13,799242.13,797155.63,795081.38,793020.88,790973.25,788937.63,786915.56,784911.38,782928.75,780968.25,779029,777108.63,775204.81,773317.5,771443.56,769579.38,767722.56,805567.5,803631.56,801645.19,799444.13,797126,794988.88,793021.63,791083.38,789012.13,786802.25,784604.56,782524.19,780584.75,778736.31,776884.81,775026.69,773226.06,771554.69,769959.63,768403.75
177,Sorata,18356.117,18711.496,19064.873,19456.395,19902.33,20332,20665.684,21074.254,21508.82,21893.785,22221.359,22760.795,23129.715,23626.398,24209.205,25040.221,25302.188,25948.02,26439.664,26975.643,18354.67,18718.666,19089.896,19468.453,19854.139,20246.635,20646.102,21053.549,21470.289,21897.949,22338.666,22794.686,23267.18,23757.104,24263.982,24785.885,25320.17,25866.541,26424.5,26994.314,18335.881,18702.213,19075.92,19457.225,19846.34,20243.467,20648.977,21063.49,21487.699,21922.396,22368.404,22826.619,23297.578,23781.607,24278.705,24788.391,25309.934,25843.166,26387.934,26944.264,18344.557,18714.078,19092.955,19483.016,19881.518,20280.994,20676.918,21072.834,21470.738,21873.07,22288.678,22730.625,23201.748,23710.139,24252.578,24811.402,25360.094,25907.746,26454.682,27007.961
178,La Asunta,18100.766,19445.229,20911.488,22500.473,24133.531,25951.604,27888.266,30006.115,32233.887,34656.98,37194.887,40118.836,43199.293,46574.828,50129.551,53808.047,57813.875,62161.953,66853.672,71884.586,18089.109,19443.684,20899.852,22465.355,24148.789,25959.781,27908.742,30006.887,32266.271,34699.883,37321.527,40145.648,43186.227,46457.672,49975.172,53755.766,57819.27,62187.809,66885.141,71936.727,18074.83,19432.82,20892.896,22462.891,24151.23,25967.211,27920.775,30022.688,32284.463,34718.586,37338.262,40157.633,43191.5,46455.5,49966.355,53742.285,57803.172,62170.613,66867.789,71919.789,18100.014,19453.996,20909.402,22472.361,24149.549,25953.023,27893.604,29982.973,32232.994,34660.789,37285.953,40130.223,43201.426,46503.418,50036.738,53811.418,57853.965,62194.809,66861.609,71879.398
179,Chuma,13144.736,13021.035,12945.346,12833.502,12681.969,12548.212,12437.205,12359.368,12281.494,12143.688,12054.252,11920.606,11764.031,11613.861,11593.838,11407.681,11347.133,11196.125,11096.303,10997.508,13156.556,13039.961,12924.276,12809.202,12694.657,12580.775,12467.596,12354.809,12241.828,12128.122,12013.604,11898.308,11782.668,11667.351,11552.775,11438.857,11325.89,11213.855,11102.951,10993.186,13168.354,13048.631,12929.935,12812.135,12695.141,12578.916,12463.387,12348.436,12233.845,12119.45,12005.21,11891.149,11777.41,11664.19,11551.663,11439.861,11328.914,11218.894,11109.878,11001.922,13149.229,13036.019,12923.08,12807.357,12689.416,12573.915,12464.147,12359.263,12254.186,12144.07,12028.474,11906.957,11783.173,11662.711,11547.973,11433.59,11321.57,11209.75,11100.103,10992.347
180,Guanay,12748.305,13183.058,13343.26,13293.727,13967.256,14008.35,14318.17,14835.379,14898.135,15270.321,15634.731,16210.59,16402.436,16935.727,16765.367,17261.416,17872.785,18072.707,18457.996,18837.428,12769.246,13025.12,13285.895,13553.079,13828.893,14112.972,14406.389,14709.16,15020.4,15340.392,15668.216,16002.069,16339.67,16680.686,17025.393,17376.775,17735.275,18100.223,18472.238,18851.756,12754.482,13016.701,13284.285,13557.759,13837.851,14124.632,14418.498,14719.559,15027.68,15343.011,15665.333,15994.242,16329.201,16670.143,17017.244,17371.324,17732.619,18101.102,18477.082,18860.801,12809.251,13051.668,13288.53,13530.724,13799.041,14076.102,14370.958,14682.111,14999.029,15335.77,15690.646,16050.841,16392.971,16718.16,17029.42,17365.975,17725.891,18089.557,18460.121,18838.15
181,Teoponte,6732.7402,6977.6904,7092.9473,7290.001,7472.8154,7611.1885,7832.1523,8048.6616,8231.2168,8533.9424,8816.9404,9190.9863,9486.707,9688.7598,10001.68,10243.869,10462.794,10739.178,11023.577,11291.706,6728.5088,6905.6191,7087.439,7274.8921,7469.0552,7671.2603,7883.0059,8105.3096,8338.7402,8583.2803,8837.7637,9100.2871,9368.4902,9640.6816,9916.1836,10194.764,10477.083,10764.377,11057.903,11358.751,6708.1665,6892.5786,7082.1216,7277.2373,7478.4136,7686.2432,7901.3179,8124.0996,8354.9072,8593.8545,8840.7227,9095.0986,9356.4102,9624.2842,9898.5996,10179.395,10466.967,10761.811,11064.454,11375.402,6760.6309,6931.9663,7102.9341,7276.1548,7452.811,7636.5303,7834.6646,8051.0435,8289.502,8553.9277,8838.7324,9134.0752,9425.001,9704.3115,9974.4941,10235.885,10493.583,10754.599,11021.528,11294.62
