,poly_id,asdf_id,mun,mun_id,dep,dep_id,dep_mun,shapeID,imds,rank_imds,population_2020,urbano_2012,sdg1_1_eepr,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_4_rem,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_5_eutf,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_iec,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc,index_sdg1,index_sdg2,index_sdg3,index_sdg4,index_sdg5,index_sdg6,index_sdg7,index_sdg8,index_sdg9,index_sdg10,index_sdg11,index_sdg13,index_sdg15,index_sdg16,index_sdg17,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020,ln_NTLpc2012,ln_NTLpc2013,ln_NTLpc2014,ln_NTLpc2015,ln_NTLpc2016,ln_NTLpc2017,ln_NTLpc2018,ln_NTLpc2019,ln_NTLpc2020,ln_t400NTLpc2012,ln_t400NTLpc2013,ln_t400NTLpc2014,ln_t400NTLpc2015,ln_t400NTLpc2016,ln_t400NTLpc2017,ln_t400NTLpc2018,ln_t400NTLpc2019,ln_t400NTLpc2020,co2015,co2016,co2017,co2018,co2019,co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,airTemp2012.mean,airTemp2013.mean,airTemp2014.mean,airTemp2015.mean,airTemp2016.mean,airTemp2017.mean,airTemp2012.min,airTemp2013.min,airTemp2014.min,airTemp2015.min,airTemp2016.min,airTemp2017.min,airTemp2012.max,airTemp2013.max,airTemp2014.max,airTemp2015.max,airTemp2016.max,airTemp2017.max,distancedistanceCoast2017mean,distancedistanceCoast2017max,distancedistanceCoast2017min,distanceDia2017min,distanceDia2017mean,distanceDia2017max,drugCult_count2017,drugCult_none2017,drugCult_coca_bush2017,distanceDrug2017mean,distanceDrug2017max,distanceDrug2017min,esaLandCover2012_grassland,esaLandCover2012_count,esaLandCover2012_sparse_vegetation,esaLandCover2012_bare_areas,esaLandCover2012_shrubland,esaLandCover2012_no_data,esaLandCover2012_rainfed_cropland,esaLandCover2012_water_bodies,esaLandCover2012_forest,esaLandCover2012_wetland,esaLandCover2012_mosaic_cropland,esaLandCover2012_irrigated_cropland,esaLandCover2012_snow_ice,esaLandCover2012_urban,esaLandCover2013_grassland,esaLandCover2013_count,esaLandCover2013_sparse_vegetation,esaLandCover2013_bare_areas,esaLandCover2013_shrubland,esaLandCover2013_no_data,esaLandCover2013_rainfed_cropland,esaLandCover2013_water_bodies,esaLandCover2013_forest,esaLandCover2013_wetland,esaLandCover2013_mosaic_cropland,esaLandCover2013_irrigated_cropland,esaLandCover2013_snow_ice,esaLandCover2013_urban,esaLandCover2014_grassland,esaLandCover2014_count,esaLandCover2014_sparse_vegetation,esaLandCover2014_bare_areas,esaLandCover2014_shrubland,esaLandCover2014_no_data,esaLandCover2014_rainfed_cropland,esaLandCover2014_water_bodies,esaLandCover2014_forest,esaLandCover2014_wetland,esaLandCover2014_mosaic_cropland,esaLandCover2014_irrigated_cropland,esaLandCover2014_snow_ice,esaLandCover2014_urban,esaLandCover2015_grassland,esaLandCover2015_count,esaLandCover2015_sparse_vegetation,esaLandCover2015_bare_areas,esaLandCover2015_shrubland,esaLandCover2015_no_data,esaLandCover2015_rainfed_cropland,esaLandCover2015_water_bodies,esaLandCover2015_forest,esaLandCover2015_wetland,esaLandCover2015_mosaic_cropland,esaLandCover2015_irrigated_cropland,esaLandCover2015_snow_ice,esaLandCover2015_urban,esaLandCover2016_grassland,esaLandCover2016_count,esaLandCover2016_sparse_vegetation,esaLandCover2016_bare_areas,esaLandCover2016_shrubland,esaLandCover2016_no_data,esaLandCover2016_rainfed_cropland,esaLandCover2016_water_bodies,esaLandCover2016_forest,esaLandCover2016_wetland,esaLandCover2016_mosaic_cropland,esaLandCover2016_irrigated_cropland,esaLandCover2016_snow_ice,esaLandCover2016_urban,modis_agriculture_2012,modis_total_area_2012,modis_urban_2012,modis_agriculture_2013,modis_total_area_2013,modis_urban_2013,modis_agriculture_2014,modis_total_area_2014,modis_urban_2014,modis_agriculture_2015,modis_total_area_2015,modis_urban_2015,modis_agriculture_2016,modis_total_area_2016,modis_urban_2016,ghsl2015
104,26,104,Las Carreras,10903,Chuquisaca,2,Chuquisaca-Las Carreras,BOL-ADM3-33444609B6650687,50.799999,168,4412,0.0,71.599998,71.800003,0.176,36.0,24.299999,27.1,2.7,33.799999,58.599998,19.5,23.1,12.6,0.0,0.0,68.900002,0.0,100.6,1.5,2.8,11.0,89.300003,50.0,58.299999,1.0,1.0,1.0,0.69999999,74.699997,55.200001,0.0,64.5,45,26.299999,0.1,17.9,78.199997,52.799999,8.1999998,24.0,22.799999,0.1,2,1.9,0.0,34.400002,1.6,0.41999999,39.0,1.2,25.299999,48.200001,0.0,2.0,0.1,0.0,0.0,0.0,0.0,54.799999,91.199997,0.5,466,35.279999,23.280001,69.739998,58.5,84.5,39.060001,44.849998,52.919998,34.040001,76.379997,39.41,77.480003,50.0,71.029999,5.3499999,3496.6917,3530.7959,3601.6243,3636.5132,3659.1523,3704.3403,3765.8652,3787.0649,3835.9248,3903.2356,3957.6509,3974.2771,4062.7651,4117.2446,4159.9629,4204.416,4236.4629,4302.855,4354.0293,4409.3193,13.30659,13.955654,14.09173,14.265445,14.255386,14.536832,14.337319,14.836815,14.938443,13.615571,13.783829,13.95131,14.117683,14.282959,14.447525,14.611693,14.776006,14.940314,396.63666,400.28635,402.41721,404.83832,407.08459,409.84827,397.1922,399.70316,402.22845,404.76837,407.32355,409.89462,18.6396315113,18.3178127454,18.7688731568,18.8548575185,18.4535668166,18.8137210575,11.7416666667,11.4666666667,11.9333333333,12.0583333333,11.8833333333,12.025,19.1083333333,18.7833333333,19.2333333333,19.3166666667,18.9,19.275,491731.448983,506518.858737,479154.762325,759768.187209,781234.273335,804588.672085,789,789,0,398668.151794,423630.557856,372173.390982,582,10228,5075,94,4308,0,39,0,125,0,5,0,0,0,582,10228,5075,94,4308,0,39,0,125,0,5,0,0,0,574,10228,5083,94,4308,0,39,0,125,0,5,0,0,0,574,10228,5083,94,4308,0,39,0,125,0,5,0,0,0,545,10228,5112,94,4308,0,39,0,125,0,5,0,0,0,274.9496045986519,906.6579789419918,7.4927635,283.4053152533699,906.6579789419918,7.4927635,283.66808482242635,906.6579789419918,7.4927635,272.7316938571691,906.6579789419918,7.4927635,242.3224781621324,906.6579789419918,7.4927635,729296.7176470588
105,24,105,Villa Abecia,10901,Chuquisaca,2,Chuquisaca-Villa Abecia,BOL-ADM3-33444609B72563416,50.099998,184,4022,0.0,74.0,75.599998,0.21799999,26.700001,24.299999,27.1,1.7,7.9000001,55.299999,18.700001,21.5,0.80000001,0.0,0.0,0.0,132.10001,96.599998,5.6999998,2.9000001,13.3,90.0,100.0,57.900002,1.5,0.89999998,0.89999998,0.60000002,63.900002,35.299999,0.0,47.400002,47,28.0,0.1,19.4,81.0,45.5,6.0999999,27.700001,51.099998,0.0,1,2.8,0.0,36.900002,5.5,0.43000001,38.0,0.89999998,26.5,67.199997,0.0,2.0,0.1,0.0,0.0,0.0,0.0,76.699997,94.300003,1.5,841,28.66,21.440001,81.309998,60.959999,69.330002,26.98,39.630001,56.990002,34.110001,76.239998,31.43,77.470001,50.0,84.309998,12.04,3116.825,3132.1753,3157.2734,3184.877,3209.3311,3241.0842,3256.9648,3306.7002,3328.8113,3348.6528,3380.8862,3425.593,3449.6787,3473.4199,3525.0049,3546.4541,3582.0134,3613.1079,3643.5046,3678.4058,12.41528,12.427837,12.624887,12.882914,13.070933,13.531357,13.451705,13.463385,13.498438,12.388669,12.552833,12.717039,12.88105,13.044404,13.206636,13.367353,13.526974,13.686124,396.69336,400.62167,401.55734,404.40619,406.66428,410.35681,397.03445,399.55225,402.08502,404.63501,407.20236,409.78754,18.5963831941,18.1653034355,18.5276723306,18.777043547,18.2773579388,18.5186051997,18.1833333333,17.6666666667,17.9583333333,18.3416666667,17.775,17.9083333333,19.1083333333,18.7833333333,19.2333333333,19.3166666667,18.9,19.275,497692.222697,519911.134748,482602.702122,733956.549192,749756.777614,764673.135906,573,573,0,364050.965015,382371.443994,346749.572828,706,7441,3738,114,2689,0,23,0,168,0,2,0,0,1,706,7441,3738,114,2689,0,23,0,168,0,2,0,0,1,683,7441,3760,115,2689,0,23,0,168,0,2,0,0,1,683,7441,3760,115,2689,0,23,0,168,0,2,0,0,1,586,7441,3857,115,2689,0,23,0,168,0,2,0,0,1,133.6556781871936,657.6226468409769,4.49536025,140.29170199185043,657.6226468409769,4.49536025,145.44020635502443,657.6226468409769,4.49536025,138.34160234669113,657.6226468409769,4.49536025,127.45861200931368,657.6226468409769,4.49536025,825372.1372549022
106,122,106,Morochata,30302,Cochabamba,3,Cochabamba-Morochata,BOL-ADM3-33444609B32136747,46.200001,272,13009,0.0,89.699997,92.5,0.30899999,16.4,30.200001,14.7,3.3,1.2,29.0,45.099998,58.799999,0.0,0.0,0.0,45.900002,19.0,70.800003,4.5999999,5.0999999,2.0999999,84.5,66.699997,72.699997,1.1,0.69999999,1.0,0.69999999,52.0,36.700001,0.0,46.700001,20,16.9,0.0,17.700001,78.0,53.299999,6.5999999,28.4,0.0,0.40000001,1,1.6,8.8999996,27.700001,1.1,0.49000001,23.0,44.700001,21.200001,69.800003,34.5,2.0,0.1,0.0,93.800003,0.0,0.0,73.5,79.5,0.40000001,461,11.76,34.25,67.410004,47.52,70.610001,21.98,35.209999,45.990002,22.860001,44.040001,35.689999,77.489998,99.980003,72.75,5.0900002,18761.016,18233.865,17640.785,17249.691,17141.463,16599.73,16093.447,15836.248,15436.895,15091.132,14877.574,14953.627,14489.521,13886.947,13540.836,13316.51,13273.747,12889.27,12664.969,12398.262,13.324412,13.759028,13.76825,14.346536,14.460284,14.763294,14.706511,14.660737,14.625532,13.586551,13.761135,13.935079,14.107777,14.278209,14.445948,14.611027,14.774262,14.936722,400.15091,401.10727,403.52213,407.05069,408.52921,410.82941,399.565,401.80002,404.04907,406.31171,408.58679,410.87463,16.6357144401,16.8940477705,16.9142858667,17.0666668189,17.7166668182,17.1642858637,7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,20.1166666667,20.3083333333,20.35,20.5,21.1333333333,20.5333333333,419838.658743,437398.28323,402717.484923,285435.55658,308256.349583,328861.437829,628,628,0,67247.1959708,84540.5953476,49667.280395,4224,8133,10,0,1191,0,176,5,2034,34,453,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,692.7684323021446,734.7358728855398,0.2600928917892157,688.7453759204045,734.7358728855398,0.2600928917892157,690.4535809886029,734.7358728855398,0.2600928917892157,685.5671794313114,734.7358728855398,0.2600928917892157,697.7143624117646,734.7358728855398,0.2600928917892157,1137607.2666666666
107,197,107,Carangas,41503,Oruro,5,Oruro-Carangas,BOL-ADM3-33444609B11014199,46.5,265,891,0.0,94.900002,97.599998,0.26300001,1.2,52.599998,12.2,6.3000002,0.0,34.5,31.299999,38.599998,0.0,0.0,0.0,0.0,0.0,76.900002,0.0,0.0,11.4,98.300003,83.300003,62.0,1.0,1.0,0.80000001,0.69999999,33.099998,4.5999999,0.0,51.099998,11,12.2,0.0,36.400002,65.599998,47.299999,17.299999,26.4,0.0,0.0,0,0.0,,25.700001,8.0,0.28999999,13.0,4.0,49.599998,95.5,63.799999,2.0,0.0,0.0,0.0,0.0,0.0,56.799999,80.199997,1.5,3941,8.5,28.889999,78.699997,77.580002,78.169998,2.21,35.049999,25.42,22.01,90.360001,6.5300002,77.550003,50.0,64.669998,51.869999,308.28711,333.57843,357.65942,388.84558,418.21765,453.3374,490.228,532.03931,574.45947,618.27234,671.22046,726.92212,787.16089,849.26398,918.42822,987.27039,1066.386,1148.5674,1240.8989,1339.4404,13.257607,13.346404,12.869287,12.951998,13.611403,13.779317,13.730584,13.656613,14.015462,13.044991,13.148575,13.252813,13.358751,13.466473,13.575046,13.683904,13.792985,13.902349,398.94153,402.49973,403.22464,406.1412,409.04416,410.19101,399.39584,401.62457,403.86456,406.11685,408.3811,410.65683,4.83333333333,4.35,4.55833333333,5.33333333333,5.475,5.1,4.83333333333,4.35,4.55833333333,5.33333333333,5.475,5.1,4.83333333333,4.35,4.55833333333,5.33333333333,5.475,5.1,172406.34919,182601.750082,155151.48444,483810.163108,491702.618108,498983.344664,199,199,0,265619.309719,272246.233238,257198.597215,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,4.814562041666666,223.3188862635137,0.0,4.814561651041666,223.3188862635137,0.0,4.814561651041666,223.3188862635137,0.0,5.082269262438726,223.3188862635137,0.0,5.296267731188726,223.3188862635137,0.0,51488.0
108,177,108,Yunguyo de Litoral,40504,Oruro,5,Oruro-Yunguyo de Litoral,BOL-ADM3-33444609B29831186,50.5,170,546,0.0,96.599998,92.400002,0.16500001,1.2,31.5,19.5,,,30.799999,27.700001,29.200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,100.0,100.0,48.700001,1.0,0.89999998,1.3,0.69999999,76.300003,1.5,0.0,49.900002,7,7.0999999,0.0,,72.900002,50.299999,15.1,33.299999,0.0,0.0,1,0.0,,27.200001,11.3,0.25999999,10.0,5.0999999,43.5,98.800003,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.099998,88.5,0.0,1974,15.83,50.880001,86.389999,75.599998,79.18,22.280001,33.139999,32.73,42.360001,93.0,8.5500002,77.540001,50.0,63.77,26.77,219.59393,237.51501,261.98865,280.73389,304.89081,325.34357,354.98495,379.63318,412.54306,440.72656,476.77164,518.91559,559.28235,606.97534,657.8866,707.08508,759.95251,823.14453,890.15485,962.09937,12.967779,12.899415,13.298889,13.232337,12.96523,14.204261,14.178755,13.752165,13.31653,12.974282,13.088493,13.202685,13.316383,13.429348,13.541134,13.650134,13.756402,13.861305,400.02264,402.60229,404.6076,406.59763,408.88065,411.54184,400.12878,402.34433,404.57193,406.81186,409.06479,411.33078,8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,205537.928071,215000.594092,194645.133599,474538.781109,482091.836802,490995.277377,153,153,0,253628.600771,261932.902418,245813.401926,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,0,2002,136,1797,69,0,0,0,0,0,0,0,0,0,9.30428884644608,183.12204509255048,0.0,8.437388180882353,183.12204509255048,0.0,10.084753046507352,183.12204509255048,0.0,13.255290167340684,183.12204509255048,0.0,14.574533192769604,183.12204509255048,0.0,86318.0
109,176,109,Cruz de Machacamarca,40503,Oruro,5,Oruro-Cruz de Machacamarca,BOL-ADM3-33444609B64125054,45.200001,283,3280,0.0,,89.300003,0.207,4.8000002,31.5,19.5,11.6,0.0,35.599998,43.099998,54.700001,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,10.5,97.199997,0.0,47.099998,1.0,1.0,1.1,0.60000002,83.800003,5.8000002,0.0,48.0,10,25.0,0.0,,69.800003,39.200001,19.5,42.900002,0.0,0.0,1,0.0,,25.5,3.5999999,0.28,,4.8000002,53.5,94.0,62.900002,2.0,0.0,0.0,0.0,0.0,0.0,54.099998,80.0,3.9000001,1003,19.790001,34.849998,76.470001,60.080002,78.800003,25.860001,37.450001,20.5,24.49,87.360001,3.8800001,77.510002,50.0,63.189999,17.370001,984.78467,1047.9492,1113.8416,1126.7135,1261.9705,1320.2886,1440.157,1490.7491,1610.2161,1739.9976,1842.2345,1995.8105,2131.5366,2291.6904,2462.1616,2657.4983,2865.1448,3092.0078,3331.4368,3589.8823,,,10.58339,,11.301407,12.593824,12.449558,12.940996,12.299175,9.894412,10.290723,10.686399,11.081215,11.474689,11.865995,12.253881,12.638906,13.022123,399.75049,402.8439,404.5752,406.76617,408.53165,411.72281,400.06793,402.30383,404.5513,406.81128,409.08411,411.37061,8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,205657.358558,223230.912047,192928.53491,451303.253467,465120.239644,477628.75548,452,452,0,237100.909713,250067.38015,223732.518606,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,64.76378189981617,533.9988573404582,0.0,57.15731292849264,533.9988573404582,0.0,62.57594057175245,533.9988573404582,0.0,71.71304436960786,533.9988573404582,0.0,75.49104805441176,533.9988573404582,0.0,145089.0
110,181,110,Antequera,40603,Oruro,5,Oruro-Antequera,BOL-ADM3-33444609B44425060,51.5,150,3070,0.0,,50.099998,0.077,29.700001,19.200001,20.6,5.9000001,4.1999998,58.099998,35.5,45.299999,0.0,0.0,0.0,0.0,0.0,93.800003,2.9000001,1.5,16.700001,95.0,0.0,35.700001,2.5,1.0,0.69999999,0.60000002,88.099998,31.6,0.0,86.599998,0,58.200001,4.6999998,,70.300003,45.200001,9.0,26.200001,31.799999,0.1,0,1.0,12.5,60.799999,3.4000001,0.34,,11.6,21.799999,68.400002,0.0,2.0,4.6999998,0.0,0.0,0.0,0.0,76.5,92.400002,0.0,2100,52.700001,34.860001,78.290001,52.279999,65.470001,36.959999,45.09,44.700001,23.25,72.059998,34.459999,70.989998,50.0,82.879997,28.610001,3267.8896,3263.3643,3295.2764,3306.1321,3243.7236,3286.7109,3275.1958,3285.894,3264.1421,3260.2188,3229.4678,3147.5977,3191.9707,3236.7334,3223.1306,3219.6064,3173.625,3192.7571,3178.9736,3177.5574,15.349242,15.448937,15.680639,15.63573,15.540495,15.587828,15.620701,15.768291,15.620924,15.44694,15.481741,15.51619,15.549908,15.582929,15.615503,15.647771,15.679807,15.711617,398.90109,402.30197,404.75461,406.8335,410.09818,411.26877,399.47452,401.94354,404.42651,406.92264,409.43265,411.95636,9.42637214056,9.29678244561,9.52935082978,9.77999523208,10.2214602445,9.65885941731,7.80833333333,7.83333333333,8.09166666667,8.20833333333,8.825,8.35,10.425,10.2,10.4166666667,10.75,11.0833333333,10.4666666667,373388.424162,381979.625871,360708.000396,430358.45188,444139.311478,459561.565809,241,241,0,170556.814143,182999.450199,159630.773722,1922,3097,1021,9,139,0,0,0,6,0,0,0,0,0,1850,3097,1093,9,139,0,0,0,6,0,0,0,0,0,1839,3097,1103,9,139,0,0,0,6,0,0,0,0,1,1839,3097,1103,9,139,0,0,0,6,0,0,0,0,1,1836,3097,1106,9,139,0,0,0,6,0,0,0,0,1,211.44229783118865,281.5877336806697,0.0,223.9156793734067,281.5877336806697,0.0,222.9724717775734,281.5877336806697,0.0,211.64539163725485,281.5877336806697,0.0,197.2661333825368,281.5877336806697,0.0,432334.4627450981
111,47,111,Nazacara de Pacajes,20307,La Paz,4,La Paz-Nazacara de Pacajes,BOL-ADM3-33444609B30420791,53.099998,109,699,0.0,95.599998,82.800003,0.153,17.6,23.1,21.700001,22.6,0.0,29.799999,34.700001,35.200001,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,6.4000001,97.599998,75.0,71.400002,1.0,0.89999998,0.80000001,0.69999999,87.5,79.599998,0.0,39.5,24,38.099998,0.1,25.4,74.599998,55.0,3.8,25.4,0.0,0.0,1,2.2,100.0,15.9,1.5,0.28999999,22.0,19.799999,16.299999,55.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,33.599998,96.900002,0.0,1904,23.190001,45.740002,83.43,58.209999,70.720001,53.66,38.639999,42.41,40.57,78.860001,43.540001,77.43,50.0,64.580002,25.74,241.70737,260.0965,282.44766,302.785,323.27881,349.77148,379.22018,404.28723,436.49048,475.47308,510.77301,554.17584,619.39728,663.64368,714.25757,768.04401,816.53418,891.19904,959.88977,1034.4972,10.972892,12.727139,12.817969,12.61923,12.861637,13.67106,13.561839,13.525519,13.524973,11.909201,12.169498,12.427486,12.682307,12.934079,13.182765,13.428144,13.671217,13.913318,399.65375,403.32443,404.93265,407.2919,409.37515,411.05042,400.4147,402.6105,404.81622,407.03192,409.25797,411.495,6.39166666667,6.50833333333,6.7,6.775,7.16666666667,6.81666666667,6.39166666667,6.50833333333,6.7,6.775,7.16666666667,6.81666666667,6.39166666667,6.50833333333,6.7,6.775,7.16666666667,6.81666666667,234413.814269,237035.579077,231654.24139,284749.407706,287505.730142,289679.523822,16,16,0,94466.0315817,97491.5918333,91738.6139304,63,200,5,109,0,0,2,8,0,0,13,0,0,0,63,200,5,109,0,0,2,8,0,0,13,0,0,0,63,200,5,109,0,0,2,8,0,0,13,0,0,0,63,200,5,109,0,0,2,8,0,0,13,0,0,0,62,200,5,105,0,0,7,8,0,0,13,0,0,0,14.537983220649515,14.783584382946168,0.0,14.564830906924026,14.783584382946168,0.0,14.564830906924026,14.783584382946168,0.0,14.573220804595596,14.783584382946168,0.0,14.28293082169118,14.783584382946168,0.0,54136.282352941176
112,42,112,Caquiaviri,20302,La Paz,4,La Paz-Caquiaviri,BOL-ADM3-33444609B25496031,48.599998,211,15427,0.0,90.699997,91.199997,0.28,10.3,38.5,13.6,25.4,3.0999999,20.1,34.599998,44.299999,0.0,0.0,0.0,0.0,0.0,51.299999,3.2,3.5,8.8999996,94.800003,42.900002,58.299999,1.2,0.80000001,1.0,0.89999998,42.0,38.200001,0.0,44.0,23,17.5,0.0,30.0,75.5,66.5,11.4,18.4,6.5,0.30000001,2,2.5999999,15.2,20.5,0.89999998,0.33000001,19.0,14.1,27.0,63.799999,0.0,2.0,0.0,0.0,0.0,0.0,0.0,52.900002,95.400002,0.2,335,12.2,50.299999,76.699997,55.490002,82.230003,17.799999,34.639999,48.549999,35.509998,79.699997,32.299999,77.410004,50.0,72.849998,3.03,11691.988,11918.979,12141.434,12372.088,12605.24,12857.081,13098.939,13324.742,13597.953,13857.019,14124.065,14385.322,14686.531,14974.039,15279.814,15556.195,15829.685,16168.92,16468.502,16798.781,12.445291,12.539536,12.909972,13.04202,13.06955,13.507483,13.507841,13.580702,13.525756,12.514099,12.668499,12.82271,12.97624,13.128814,13.280324,13.430513,13.579693,13.728366,399.61224,403.02631,404.66666,406.97931,409.39081,411.52951,400.10056,402.39114,404.69348,407.00803,409.33542,411.67575,7.66870361058,7.59593684247,7.76381188086,8.06997747848,8.39304889205,8.029368593,4.19166666667,4.29166666667,4.44166666667,4.53333333333,5.03333333333,4.55833333333,9.46666666667,9.38333333333,9.55,9.86666666667,10.2,9.81666666667,217912.196671,256518.068893,173265.700153,269210.296642,306365.202459,345528.437803,1317,1317,0,108751.283426,153661.726032,70018.5971369,8430,17040,3778,4133,447,0,76,33,0,0,142,0,0,1,8430,17040,3778,4133,447,0,76,33,0,0,142,0,0,1,8462,17040,3755,4124,447,0,76,33,0,0,142,0,0,1,8462,17040,3755,4124,447,0,76,33,0,0,142,0,0,1,8468,17040,3766,4107,447,0,76,33,0,0,142,0,0,1,1113.6639613033703,1555.5858928251955,0.0,1198.4309419605388,1555.5858928251955,0.0,1247.515509376777,1555.5858928251955,0.0,1297.2798729761646,1555.5858928251955,0.0,1188.4532161778193,1555.5858928251955,0.0,2302715.8274509804
113,192,113,Belén de Andamarca,41202,Oruro,5,Oruro-Belén de Andamarca,BOL-ADM3-33444609B78062899,48.400002,213,2127,0.0,94.099998,89.900002,0.17299999,2.3,31.5,19.5,39.900002,2.3,31.5,27.9,30.200001,0.0,0.0,0.0,0.0,0.0,72.699997,6.0,4.5,11.1,94.5,90.5,65.099998,2.0,0.89999998,1.0,0.80000001,72.5,32.400002,0.0,68.300003,24,13.3,0.0,39.099998,71.0,60.0,9.6000004,20.0,0.0,0.0,0,2.5999999,40.0,24.5,8.1000004,0.31999999,22.0,14.4,28.799999,97.400002,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.599998,91.599998,0.1,783,16.450001,50.52,81.089996,58.799999,86.540001,29.99,41.650002,38.380001,35.610001,79.650002,19.379999,66.629997,50.0,62.450001,9.5299997,1528.835,1565.2443,1604.5728,1642.292,1687.5247,1726.3398,1768.783,1811.9419,1856.2637,1897.1099,1944.2469,1993.3029,2025.8563,2076.8293,2120.457,2186.1421,2252.5918,2325.5496,2381.7332,2441.0122,,11.588088,11.508401,13.284425,13.902349,14.191922,14.067074,13.949429,13.931067,11.617049,11.997863,12.378629,12.758404,13.134065,13.503804,13.86774,14.227707,14.586034,402.44406,402.26035,405.46246,406.52005,409.0191,410.86215,401.58243,403.37396,405.17563,406.98709,408.8082,410.63782,8.46759723061,8.26550128627,8.47560356129,8.87551137508,9.30279169184,8.80986745857,8.4,8.075,8.26666666667,8.78333333333,9.1,8.53333333333,8.49166666667,8.33333333333,8.55,8.90833333333,9.375,8.90833333333,267413.65939,287940.297215,248589.542335,452664.861169,477158.175722,500598.774682,914,914,0,242407.575418,265488.414103,217411.464778,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,275,11885,473,11111,26,0,0,0,0,0,0,0,0,0,16.269552968321076,1065.22814602694,0.0,21.430659445220595,1065.22814602694,0.0,22.905971609129903,1065.22814602694,0.0,18.20140675196079,1065.22814602694,0.0,15.41272466642157,1065.22814602694,0.0,183645.0
