asdf_id,population_2020,urbano_2012,sdg1_1_eepr,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_4_rem,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_5_eutf,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_iec,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc
0,2854,0.0,,78.300003,0.1,10.8,19.200001,20.6,47.099998,0.0,43.200001,28.700001,34.700001,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.8,97.800003,40.0,53.599998,1.0,1.0,0.60000002,0.60000002,95.5,15.0,0.0,82.400002,2,37.0,0.1,,68.5,43.900002,14.7,26.200001,0.0,0.0,1,0.0,,52.0,0.40000001,0.28,,8.1000004,44.099998,87.699997,552.5,2.0,0.1,0.0,0.0,0.0,0.0,82.900002,86.699997,10.7,1082
1,4474,0.0,88.300003,73.599998,0.15000001,19.299999,31.5,19.5,7.6999998,87.400002,41.0,48.599998,64.599998,0.0,0.0,0.0,23.0,0.0,55.599998,1.4,0.80000001,12.1,94.800003,33.299999,25.0,2.0,0.89999998,1.2,0.89999998,60.5,25.200001,0.0,64.599998,27,49.099998,0.2,18.1,78.699997,67.400002,6.8000002,14.7,0.0,0.1,2,3.0999999,18.200001,45.0,2.8,0.34999999,30.0,16.700001,22.4,77.199997,0.0,2.2,0.2,0.0,0.0,0.0,0.0,53.700001,90.099998,0.0,443
2,2852,0.0,96.699997,85.199997,0.19,12.3,31.5,19.5,33.599998,111.5,33.700001,40.299999,52.700001,0.0,0.0,0.0,34.099998,0.0,55.099998,1.9,1.2,9.3999996,92.599998,0.0,29.4,2.0,0.80000001,1.1,0.69999999,66.199997,19.5,0.0,64.5,9,34.799999,0.1,41.599998,70.900002,51.700001,7.3000002,22.200001,0.0,0.1,0,4.0999999,12.5,43.599998,3.4000001,0.38999999,11.0,13.5,27.200001,82.099998,0.0,2.3,0.1,0.0,0.0,0.0,0.0,56.5,87.199997,0.30000001,788
3,42861,85.300003,53.299999,37.5,0.067000002,54.0,18.0,18.9,2.8,3.7,68.0,43.099998,56.900002,0.0,0.0,0.0,68.199997,47.200001,54.400002,3.9000001,2.5,29.6,92.699997,45.5,69.0,1.8,0.89999998,0.80000001,0.69999999,96.800003,65.699997,0.0,88.5,108,83.900002,0.80000001,5.8000002,61.0,42.5,10.5,20.0,23.4,3.4000001,2,5.6999998,19.5,63.5,3.4000001,0.36000001,81.0,15.0,21.0,43.5,114.0,1.0,0.80000001,0.0,0.0,0.0,1.6,61.5,92.900002,3.0999999,706
4,8503,0.0,84.199997,88.800003,0.204,8.3000002,29.5,18.0,5.0,2.2,16.799999,70.300003,98.599998,0.0,0.0,0.0,11.5,0.0,85.900002,4.3000002,1.9,5.9000001,87.099998,40.0,57.099998,3.5999999,0.80000001,0.89999998,0.89999998,93.300003,15.5,0.0,51.0,22,14.0,0.0,30.5,75.599998,68.599998,7.8000002,18.6,0.0,0.40000001,0,3.0,14.6,20.5,0.69999999,0.46000001,26.0,56.5,16.799999,85.800003,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.200001,94.0,0.0,433
5,24676,33.799999,52.0,69.099998,0.18700001,41.700001,18.1,23.4,3.4000001,6.8000002,46.599998,31.700001,39.400002,2.0,0.0,0.0,32.900002,41.299999,85.5,3.5,2.5999999,9.5,87.900002,60.0,62.5,1.5,0.89999998,1.2,0.60000002,74.800003,47.5,0.0,62.299999,102,39.799999,1.4,7.8000002,67.599998,37.599998,10.5,30.0,12.3,4.5,3,3.5999999,6.8000002,41.799999,1.9,0.46000001,74.0,37.400002,24.1,54.799999,0.60000002,1.0,1.4,0.0,11.2,0.0,0.0,58.099998,86.599998,2.2,613
6,19118,12.3,76.800003,88.900002,0.249,13.9,49.200001,11.3,3.0,1.0,30.0,59.0,80.199997,0.0,0.0,0.0,5.0999999,0.0,59.900002,5.8000002,7.6999998,7.5999999,84.5,0.0,68.0,1.3,0.80000001,1.0,0.89999998,77.800003,17.799999,0.0,60.200001,30,20.6,0.1,23.1,76.099998,66.699997,7.9000001,22.299999,0.0,0.69999999,0,1.6,7.5,23.799999,0.89999998,0.52999997,34.0,56.0,22.5,84.400002,0.0,2.0,0.1,0.0,0.0,0.0,0.0,75.800003,89.800003,0.0,511
7,6435,0.0,84.5,82.699997,0.214,12.3,29.5,18.0,3.5,0.0,36.700001,61.599998,80.199997,0.2,0.0,0.0,31.200001,0.0,86.699997,6.6999998,10.3,8.3000002,87.900002,68.400002,60.0,1.0,0.80000001,1.1,0.69999999,72.699997,10.1,0.0,64.5,27,19.799999,0.0,23.0,67.599998,46.099998,6.4000001,25.799999,0.0,0.2,0,2.4000001,8.0,29.1,1.1,0.44,26.0,44.299999,23.299999,87.099998,0.0,2.0,0.0,0.0,0.0,0.0,0.0,81.5,90.800003,0.89999998,337
8,27975,82.400002,46.799999,24.0,0.041999999,45.200001,19.200001,20.6,1.3,1.8,74.699997,38.299999,49.799999,0.0,0.0,0.0,85.800003,181.0,55.599998,5.6999998,2.4000001,16.5,95.900002,40.0,48.299999,2.5999999,1.0,0.5,0.5,95.599998,50.900002,0.0,96.5,180,85.599998,0.80000001,8.3999996,69.400002,35.0,12.1,26.0,18.4,0.80000001,2,4.8000002,24.0,76.300003,0.40000001,0.31,117.0,10.3,17.799999,53.200001,75.099998,1.0,0.80000001,0.0,0.0,0.0,0.0,78.300003,96.199997,0.30000001,1309
9,1011,0.0,61.799999,22.299999,0.0099999998,69.300003,19.200001,20.6,0.2,0.0,57.900002,35.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0999999,0.0,21.700001,97.099998,33.299999,52.200001,1.0,1.0,0.40000001,,96.599998,77.0,0.0,95.099998,189,88.300003,0.30000001,24.0,36.5,51.5,71.099998,25.0,0.0,0.2,1,2.3,50.0,63.0,6.9000001,0.25,45.0,5.0,7.3000002,26.799999,0.0,2.0,0.30000001,0.0,0.0,0.0,0.0,89.699997,91.5,0.60000002,2526
10,16633,31.700001,82.599998,73.300003,0.183,19.799999,31.5,19.5,3.2,16.0,43.0,28.0,33.799999,0.0,0.0,0.0,6.4000001,0.0,53.900002,4.6999998,4.0,12.5,91.300003,79.199997,45.299999,1.4,1.0,1.2,0.80000001,76.300003,28.299999,0.0,64.199997,32,40.700001,0.60000002,16.9,73.5,56.299999,13.5,25.5,6.3000002,0.30000001,3,1.7,23.799999,37.900002,2.2,0.38,40.0,21.700001,22.4,78.900002,1.8,1.6,0.60000002,0.0,0.0,0.0,0.0,59.299999,90.900002,1.3,820
11,6054,0.0,79.099998,59.700001,0.097000003,13.1,19.200001,20.6,8.3999996,24.4,47.200001,32.599998,41.400002,0.0,0.0,0.0,32.900002,0.0,57.799999,2.2,1.5,13.4,92.599998,100.0,50.0,1.5,1.0,0.89999998,0.80000001,86.5,15.4,0.0,83.5,37,64.300003,1.4,20.200001,73.699997,55.900002,11.0,24.9,0.0,0.2,2,4.8000002,20.0,58.200001,2.5,0.34999999,39.0,9.8999996,17.700001,84.0,0.0,2.0,1.4,0.0,0.0,0.0,0.0,67.699997,91.599998,0.5,890
12,9034,0.0,54.700001,67.300003,0.061000001,32.299999,11.0,24.700001,1.3,22.200001,57.0,19.700001,25.700001,1.5,0.0,0.0,33.799999,0.0,66.699997,2.4000001,3.2,13.6,89.900002,50.0,35.299999,0.80000001,0.80000001,0.80000001,0.69999999,93.099998,52.400002,0.0,90.599998,118,67.900002,0.30000001,19.700001,66.199997,44.900002,12.9,22.700001,11.2,0.5,1,4.1999998,23.5,61.299999,0.2,0.44999999,47.0,23.4,18.0,62.299999,47.400002,1.0,0.30000001,0.0,0.0,0.0,0.0,67.800003,91.400002,1.2,388
13,5380,0.0,90.0,88.400002,0.236,4.8000002,52.599998,12.2,45.400002,6.5999999,26.299999,43.599998,55.299999,0.0,0.0,0.0,0.0,0.0,32.599998,2.5,2.0,14.1,93.800003,42.099998,52.5,1.3,0.89999998,0.89999998,0.80000001,53.0,21.5,0.0,48.099998,38,19.299999,0.2,35.599998,70.900002,55.900002,13.1,23.4,0.0,0.2,0,3.0999999,16.700001,24.799999,4.6999998,0.34,26.0,19.4,25.0,94.199997,8.0,2.4000001,0.2,0.0,0.0,0.0,0.0,63.900002,91.599998,0.1,470
14,2282,0.0,91.800003,96.800003,0.252,0.1,38.5,13.6,24.4,4.0,22.4,27.700001,34.099998,0.0,0.0,0.0,0.0,0.0,51.0,8.3000002,13.5,5.3000002,93.099998,85.699997,64.099998,0.89999998,0.69999999,0.89999998,0.89999998,12.7,10.5,0.0,62.700001,17,11.6,0.1,36.400002,76.199997,68.400002,14.2,18.700001,0.0,0.0,0,1.3,10.0,34.5,3.3,0.33000001,17.0,11.9,27.200001,95.400002,0.0,2.0999999,0.1,0.0,0.0,0.0,0.0,28.799999,91.0,0.0,290
15,23940,20.5,59.599998,58.5,0.138,42.700001,18.1,23.4,1.2,34.599998,61.700001,33.0,41.900002,1.7,0.0,0.0,23.299999,37.0,66.900002,4.8000002,3.0999999,10.2,93.599998,87.5,67.800003,1.6,0.89999998,1.0,0.60000002,70.699997,54.900002,0.0,82.0,125,64.400002,0.2,19.9,69.199997,41.700001,9.3000002,25.200001,4.5,0.89999998,2,1.0,18.200001,58.0,0.69999999,0.40000001,93.0,13.8,20.799999,50.400002,22.200001,1.0,0.2,0.0,0.0,0.0,8.1000004,67.400002,90.699997,4.1999998,283
16,7402,0.0,88.199997,94.0,0.2,21.9,23.1,21.700001,25.0,29.4,24.5,30.9,37.700001,0.0,0.0,0.0,13.7,0.0,57.400002,2.3,4.1999998,8.0,93.599998,94.699997,62.0,0.60000002,0.80000001,0.80000001,0.80000001,62.200001,52.599998,0.0,55.299999,24,18.799999,0.1,23.5,77.199997,65.5,14.8,21.200001,0.0,1.1,0,2.9000001,20.0,36.200001,1.4,0.34,23.0,13.0,27.9,55.0,0.0,2.3,0.1,0.0,8.3000002,0.0,0.0,85.800003,94.5,0.0,608
17,8103,0.0,82.5,85.800003,0.199,19.9,23.1,21.700001,15.0,58.200001,24.0,30.6,37.599998,0.0,0.0,0.0,11.8,0.0,36.700001,3.0,2.8,6.5,92.400002,61.099998,64.300003,1.2,0.80000001,0.89999998,0.89999998,52.400002,37.5,0.0,61.900002,44,37.700001,0.1,35.5,81.300003,74.800003,6.9000001,10.6,0.0,0.30000001,2,3.0,21.200001,37.400002,0.89999998,0.36000001,37.0,11.8,19.299999,64.300003,6.4000001,2.0,0.1,0.0,0.0,0.0,3.9000001,81.300003,90.5,0.0,660
18,302643,100.0,21.6,24.9,0.028999999,72.199997,19.200001,20.6,,,80.0,22.200001,27.9,0.0,0.0,0.0,46.299999,317.5,43.700001,3.7,1.9,36.599998,97.599998,0.0,40.599998,2.0,0.89999998,0.60000002,0.69999999,99.900002,69.400002,0.0,95.599998,304,97.599998,1.7,7.4000001,61.900002,45.099998,12.0,19.9,35.799999,10.8,4,5.0,25.5,80.300003,5.5,0.25,54.0,5.3000002,21.9,26.9,697.40002,1.0,1.7,0.0,0.0,0.0,4.9000001,86.800003,92.300003,21.9,780
19,5715,0.0,87.5,91.0,0.28,4.3000002,52.599998,12.2,15.9,4.8000002,33.099998,28.1,33.099998,0.0,0.0,0.0,17.6,0.0,71.800003,1.4,4.6999998,10.9,93.699997,100.0,50.0,0.30000001,0.89999998,1.0,0.80000001,50.599998,13.3,0.0,36.799999,28,16.9,0.1,25.700001,78.199997,62.900002,14.1,19.1,0.0,0.2,1,3.2,31.299999,19.0,2.5999999,0.34,22.0,10.2,22.0,92.900002,0.0,2.4000001,0.1,0.0,0.0,0.0,0.0,93.800003,88.300003,0.2,399
20,9016,0.0,86.599998,93.199997,0.255,6.8000002,38.5,13.6,15.2,23.6,21.0,23.200001,28.1,0.0,0.0,0.0,11.1,0.0,49.799999,2.8,2.5999999,6.3000002,95.199997,100.0,53.299999,1.3,0.89999998,0.89999998,0.89999998,42.299999,23.9,0.0,49.599998,26,20.4,0.1,22.700001,79.300003,69.5,13.6,17.700001,0.0,0.1,0,3.3,20.0,26.200001,0.89999998,0.28999999,26.0,12.9,29.5,84.300003,0.0,2.0,0.1,0.0,0.0,0.0,0.0,75.400002,94.699997,0.0,489
21,5789,0.0,76.699997,83.800003,0.221,22.799999,30.200001,14.7,1.4,14.8,33.599998,41.0,50.799999,5.4000001,0.0,0.0,0.0,0.0,47.599998,3.3,6.0,3.8,85.599998,74.5,70.900002,0.89999998,0.89999998,0.89999998,0.60000002,88.0,32.900002,0.0,58.900002,46,22.0,0.1,16.1,76.5,47.099998,6.5,27.700001,0.0,0.0,1,1.0,11.1,33.799999,2.0999999,0.47999999,48.0,39.799999,30.799999,71.800003,0.0,2.0,0.1,0.0,0.0,0.0,0.0,67.099998,93.800003,0.0,1937
22,20068,98.300003,26.200001,34.799999,0.035,88.400002,7.5999999,32.799999,,,86.199997,26.4,33.700001,0.0,0.0,0.0,88.300003,213.39999,80.300003,6.1999998,2.3,11.5,98.300003,48.0,51.900002,2.7,0.89999998,0.69999999,0.69999999,99.300003,3.4000001,0.0,94.199997,455,89.099998,1.4,3.3,72.5,50.900002,14.0,25.299999,30.700001,1.4,2,2.9000001,0.0,69.599998,3.3,0.27000001,229.0,5.0,35.5,7.5999999,27.799999,0.80000001,2.5,0.079999998,86.800003,0.028000001,3.5,95.099998,88.599998,24.700001,1669
23,21644,47.299999,43.0,56.299999,0.13,50.299999,18.1,23.4,3.5,20.299999,55.299999,26.4,32.5,0.69999999,0.0,0.0,57.099998,84.400002,68.400002,4.0,1.7,9.3999996,89.900002,86.199997,65.0,2.4000001,0.89999998,0.89999998,0.69999999,86.599998,48.599998,0.0,80.699997,175,57.700001,1.0,6.9000001,72.199997,51.400002,7.5999999,22.0,23.6,0.60000002,1,4.8000002,18.200001,56.799999,1.8,0.44,87.0,20.5,18.5,44.200001,32.299999,1.0,1.0,0.0,0.0,0.0,0.0,65.0,92.599998,4.3000002,555
24,10947,0.0,91.5,95.400002,0.32800001,5.4000001,30.200001,14.7,1.6,0.0,15.3,55.400002,71.699997,1.9,0.0,0.0,9.1000004,0.0,96.099998,5.0,5.1999998,2.5,76.099998,60.0,52.200001,1.4,0.60000002,1.0,0.80000001,56.200001,18.6,0.0,42.799999,16,11.0,0.0,17.4,75.900002,57.0,9.5,28.0,0.0,0.40000001,2,1.6,10.0,23.200001,1.2,0.63999999,22.0,54.599998,22.9,84.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,76.800003,87.5,0.0,888
25,9498,0.0,80.5,80.5,0.22,9.3999996,38.5,13.6,29.700001,9.5,31.299999,55.299999,70.400002,0.0,0.0,0.0,0.0,0.0,77.199997,3.0999999,5.0999999,8.1999998,94.0,100.0,44.900002,0.69999999,0.89999998,0.89999998,0.89999998,49.200001,31.299999,0.0,56.700001,66,31.6,0.40000001,34.700001,70.699997,64.300003,26.6,15.8,10.2,0.5,1,4.0999999,24.4,36.299999,1.5,0.37,48.0,14.2,16.6,82.400002,0.0,2.0999999,0.40000001,0.0,0.0,0.0,3.3,69.199997,93.400002,0.0,391
26,17085,62.700001,30.200001,44.0,0.050000001,67.0,11.0,24.700001,0.89999998,36.799999,71.5,30.1,37.799999,0.69999999,0.0,0.0,43.700001,32.5,53.900002,1.8,1.1,17.700001,92.0,20.0,45.099998,1.7,0.89999998,0.89999998,0.69999999,96.099998,35.5,0.0,93.400002,197,75.800003,0.80000001,11.5,66.599998,46.0,9.6999998,17.799999,6.0999999,0.40000001,2,3.9000001,14.8,71.5,1.9,0.38999999,49.0,15.0,16.0,29.0,84.099998,0.89999998,0.80000001,0.0,0.0,0.003,0.0,62.400002,92.300003,1.4,568
27,12917,0.0,73.300003,89.199997,0.20200001,6.9000001,23.1,21.700001,1.0,10.9,22.200001,37.299999,47.700001,1.3,0.0,0.0,31.200001,0.0,32.599998,2.4000001,2.8,3.8,90.699997,100.0,59.799999,1.0,0.80000001,0.89999998,0.89999998,51.299999,13.6,0.0,67.800003,66,18.299999,0.1,21.200001,78.800003,71.400002,7.4000001,10.8,7.8000002,0.60000002,0,3.2,17.6,27.4,1.0,0.38,45.0,16.0,14.8,86.400002,5.5,1.8,0.1,0.0,0.0,0.0,0.0,78.5,90.800003,0.60000002,479
28,10870,0.0,84.699997,76.400002,0.122,15.2,23.1,21.700001,2.3,2.0999999,27.1,35.299999,44.299999,2.9000001,0.0,0.0,18.0,0.0,70.199997,4.5,2.7,5.0,92.699997,75.0,67.599998,1.7,0.80000001,0.69999999,0.80000001,78.800003,18.4,0.0,84.0,46,41.299999,0.1,23.299999,80.699997,64.199997,5.9000001,18.700001,9.1000004,0.30000001,0,3.5,22.0,53.299999,1.7,0.36000001,40.0,13.3,30.6,81.900002,0.0,1.8,0.1,0.0,0.0,0.0,0.0,70.300003,86.5,0.0,493
29,20835,30.4,92.599998,74.099998,0.132,13.8,23.1,21.700001,2.0,0.0,34.599998,45.599998,58.700001,0.69999999,0.0,0.0,4.9000001,37.0,90.400002,4.3000002,4.0,6.5,91.5,76.5,76.599998,1.3,0.80000001,0.69999999,0.60000002,75.900002,15.1,0.0,82.599998,19,37.900002,0.60000002,29.200001,73.699997,43.900002,13.1,32.5,0.0,0.80000001,2,3.0,17.6,51.700001,1.5,0.41,26.0,17.299999,27.0,83.099998,0.0,1.8,0.60000002,0.0,0.0,0.0,0.0,67.599998,90.199997,0.0,1038
30,8368,0.0,88.5,91.599998,0.27500001,10.7,38.5,13.6,6.5999999,0.0,16.200001,21.4,26.200001,0.0,0.0,0.0,0.0,0.0,53.200001,6.3000002,10.0,4.1999998,93.099998,66.699997,60.5,0.80000001,0.80000001,0.80000001,0.80000001,60.099998,18.9,0.0,50.900002,16,15.7,0.0,42.299999,74.800003,58.900002,8.8000002,19.1,0.0,0.30000001,0,1.2,13.5,23.299999,1.7,0.34,27.0,11.4,42.200001,85.800003,0.0,2.0,0.0,0.0,0.0,0.001,0.0,27.5,85.900002,0.0,191
31,177735,88.599998,28.1,35.200001,0.029999999,88.0,7.5999999,32.799999,28.4,106.1,85.599998,18.1,21.9,19.6,0.60000002,0.0,69.0,81.099998,65.099998,5.3000002,3.4000001,15.0,97.099998,12.5,63.599998,1.6,1.0,0.89999998,0.60000002,98.5,13.1,14.0,96.5,314,92.599998,0.89999998,4.8000002,72.099998,46.299999,8.5,23.700001,9.8999996,3.3,3,2.4000001,20.299999,80.0,4.5999999,0.33000001,160.0,5.5,36.200001,8.3000002,136.2,1.0,3.2,5.6900001,13.2,1.614,1.6,81.5,86.099998,23.5,408
32,2541,0.0,43.299999,61.900002,0.138,37.200001,12.5,31.200001,13.0,18.5,54.799999,22.200001,26.1,21.1,0.0,0.0,0.0,0.0,126.1,5.6999998,1.1,7.4000001,91.599998,40.0,62.900002,7.0,1.0,1.2,0.69999999,64.699997,54.5,0.0,65.599998,69,38.5,0.1,7.3000002,83.599998,59.700001,5.8000002,22.200001,0.0,0.0,0,3.5,0.0,50.099998,3.5999999,0.38999999,32.0,1.8,22.6,44.799999,0.0,2.0,0.2,0.13,44.299999,0.011,12.1,92.900002,93.400002,0.89999998,1437
33,63298,64.0,29.299999,51.299999,0.086000003,74.0,7.5999999,32.799999,19.0,23.5,77.300003,18.6,22.700001,10.4,0.69999999,0.0,71.0,205.89999,73.900002,5.1999998,2.3,12.1,93.5,33.299999,43.5,2.4000001,1.0,1.1,0.60000002,88.699997,42.0,41.0,89.199997,228,72.300003,0.2,4.5,76.0,47.700001,7.9000001,23.0,26.4,2.2,1,0.0,0.0,67.099998,2.0999999,0.41,117.0,6.3000002,38.200001,20.9,47.5,1.0,7.4000001,2.1400001,23.200001,1.079,4.0,82.900002,87.800003,11.0,220
34,11731,42.0,32.599998,50.099998,0.097999997,58.0,7.5999999,32.799999,25.200001,29.200001,74.599998,17.1,18.9,0.80000001,0.0,0.0,121.3,0.0,83.0,4.1999998,1.9,12.8,93.699997,25.0,67.0,2.4000001,1.0,1.5,0.60000002,78.099998,52.200001,23.5,80.199997,239,68.699997,0.30000001,7.5,79.800003,51.700001,4.0999999,23.6,17.200001,0.69999999,1,0.0,0.0,53.700001,5.5,0.38999999,93.0,5.5999999,26.299999,31.700001,0.0,1.2,16.6,0.37,87.800003,0.273,0.0,72.099998,89.900002,4.0999999,746
35,33632,0.0,84.199997,84.900002,0.333,16.1,40.599998,16.9,3.9000001,2.0999999,33.799999,28.299999,36.400002,1.3,0.0,0.5,68.400002,22.299999,86.199997,7.0,4.0999999,6.1999998,83.900002,81.800003,60.0,2.0999999,0.80000001,1.2,0.69999999,45.200001,24.0,0.0,42.799999,26,27.299999,0.1,20.0,68.0,47.799999,13.0,31.5,5.9000001,1.4,1,2.5,0.0,26.9,1.6,0.49000001,33.0,33.200001,25.1,77.099998,1.7,2.0,0.1,0.0,0.0,0.0,0.0,73.099998,86.900002,0.5,453
36,18801,15.5,81.199997,84.0,0.28299999,28.700001,40.599998,16.9,24.1,8.0,44.200001,24.1,29.9,4.1999998,0.0,0.1,43.099998,27.1,86.599998,6.5,5.6999998,6.9000001,84.199997,33.299999,72.400002,1.2,1.0,1.1,0.60000002,60.200001,36.700001,0.0,56.700001,29,33.099998,0.69999999,10.7,75.300003,48.5,15.2,35.5,32.200001,0.2,0,1.3,0.0,32.799999,2.3,0.44999999,28.0,4.0999999,31.1,62.0,0.0,2.0,12.6,0.25999999,0.0,0.18000001,0.0,80.400002,85.699997,0.60000002,1045
37,14293,0.0,87.800003,88.0,0.39399999,13.8,40.599998,16.9,4.0999999,10.5,40.5,27.9,35.099998,0.60000002,0.0,0.30000001,35.599998,36.099998,81.900002,7.5999999,8.3999996,6.9000001,85.0,50.0,75.5,1.0,0.89999998,1.1,0.60000002,52.5,19.200001,0.0,31.6,14,21.799999,0.0,9.6999998,73.099998,43.099998,15.3,37.700001,7.0999999,0.30000001,0,1.6,0.0,20.799999,2.5999999,0.44999999,26.0,15.0,40.900002,83.099998,0.0,2.0,1.1,0.25,0.0,0.086000003,0.0,73.5,80.300003,0.40000001,266
38,10692,58.799999,43.799999,52.799999,0.138,64.099998,12.5,31.200001,71.400002,440.79999,79.0,16.1,18.9,0.0,1.9,0.0,116.5,0.0,107.9,1.5,1.2,9.6999998,95.900002,0.0,21.4,1.4,1.0,0.89999998,0.5,78.599998,40.200001,0.0,78.0,226,69.900002,0.5,5.0,76.800003,40.299999,6.6999998,32.200001,9.6000004,0.2,2,3.0999999,15.0,57.400002,3.7,0.37,217.0,7.6999998,43.099998,23.299999,26.799999,1.0,28.299999,1.53,0.0,0.486,3.3,92.800003,88.900002,8.3000002,457
39,31591,0.0,93.599998,95.5,0.368,6.0,49.200001,11.3,5.9000001,0.40000001,17.799999,60.0,81.800003,0.0,0.0,0.0,3.3,0.0,80.099998,9.0,9.1999998,2.8,73.199997,70.0,51.400002,2.0,0.69999999,1.0,0.69999999,68.300003,12.2,0.0,40.700001,12,9.3999996,0.0,30.1,75.800003,52.700001,14.2,35.099998,0.0,0.40000001,1,0.60000002,6.4000001,12.6,0.30000001,0.56999999,16.0,48.099998,32.099998,89.199997,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.400002,86.199997,0.0,354
40,31718,0.0,90.0,93.300003,0.403,5.0,49.200001,11.3,4.1999998,0.0,22.299999,53.799999,71.599998,1.4,0.0,0.0,9.5,32.0,100.5,10.9,14.6,4.9000001,82.0,88.900002,46.200001,1.2,0.80000001,1.0,0.80000001,59.599998,6.8000002,0.0,21.6,14,12.3,0.0,26.200001,70.800003,54.599998,11.4,26.6,3.2,1.1,0,2.0,10.5,7.8000002,0.60000002,0.52999997,24.0,59.900002,33.799999,92.400002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,74.599998,0.0,640
41,12864,0.0,79.400002,88.5,0.141,14.4,23.1,21.700001,1.1,6.8000002,13.9,47.200001,60.099998,0.0,0.0,0.0,0.0,19.0,30.4,0.69999999,2.9000001,5.0,84.199997,100.0,49.099998,0.30000001,0.69999999,0.69999999,0.89999998,54.200001,36.299999,0.0,74.599998,56,18.4,0.1,24.4,75.199997,69.5,7.9000001,12.9,7.6999998,0.30000001,1,4.5,20.799999,39.0,0.5,0.44999999,39.0,30.200001,14.7,66.199997,0.0,2.0,0.1,0.0,0.0,0.0,0.0,85.800003,92.699997,0.1,569
42,15977,0.0,67.099998,57.099998,0.125,27.700001,29.5,18.0,11.7,33.700001,39.599998,48.299999,64.900002,0.0,0.0,0.0,6.6999998,0.0,100.4,3.0,3.0,19.4,95.800003,62.799999,59.599998,1.1,0.89999998,1.0,0.69999999,83.300003,41.700001,0.0,77.199997,53,50.700001,0.5,23.700001,73.199997,48.200001,19.9,29.5,26.200001,1.3,2,2.2,20.799999,42.400002,3.8,0.30000001,76.0,8.5,18.700001,70.5,73.699997,2.9000001,0.5,0.0,0.0,0.0,0.0,68.699997,92.199997,0.60000002,1893
43,13869,0.0,83.699997,86.599998,0.191,15.9,23.1,21.700001,1.0,4.6999998,19.4,30.799999,37.299999,0.0,0.0,0.0,28.1,0.0,63.099998,3.0999999,4.0999999,5.8000002,86.5,33.299999,54.099998,0.89999998,0.80000001,0.80000001,0.89999998,74.5,23.6,0.0,58.299999,45,18.9,0.40000001,33.200001,75.400002,67.0,18.299999,15.1,0.0,0.40000001,1,4.5999999,18.6,32.299999,1.4,0.41999999,35.0,20.9,12.3,77.5,0.0,1.3,0.40000001,0.0,0.0,0.0,0.0,76.599998,93.400002,0.0,579
44,8461,0.0,89.099998,86.400002,0.12,9.8000002,31.5,19.5,86.0,0.69999999,33.200001,47.599998,61.400002,0.0,0.0,0.0,0.0,30.0,47.599998,6.8000002,6.3000002,13.0,98.0,96.800003,71.099998,1.4,0.89999998,1.0,0.60000002,84.199997,10.8,0.0,75.199997,38,32.400002,1.3,31.5,67.699997,43.599998,16.9,26.4,0.0,0.80000001,1,0.60000002,15.4,44.5,5.4000001,0.27000001,53.0,4.6999998,42.400002,89.0,74.599998,2.2,1.3,0.0,0.0,0.0,0.0,70.400002,87.699997,3.2,1726
45,4035,0.0,57.0,81.5,0.30599999,30.799999,25.200001,20.1,678.09998,103.0,49.099998,31.200001,40.5,0.0,0.0,0.0,24.9,0.0,200.0,21.200001,10.3,9.8000002,94.599998,0.0,24.0,2.2,0.89999998,1.2,0.5,62.799999,83.599998,0.0,56.5,40,16.9,0.0,10.1,75.5,41.200001,14.2,49.200001,0.0,0.1,0,1.1,0.0,23.4,3.2,0.37,138.0,3.5999999,46.0,16.700001,0.0,2.0,16.700001,0.15000001,15.5,0.052999999,8.3000002,75.599998,82.699997,1.6,1045
