asdf_id,population_2020,urbano_2012,sdg1_1_eepr,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_4_rem,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_5_eutf,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_iec,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc
292,24898,0.0,87.900002,86.400002,0.259,11.2,30.200001,14.7,3.7,10.9,30.700001,39.799999,50.700001,0.69999999,0.0,0.0,84.699997,0.0,83.099998,5.5999999,6.1999998,4.5,84.300003,100.0,51.400002,1.0,0.80000001,1.0,0.60000002,64.099998,22.299999,0.0,49.099998,24,26.700001,0.1,14.2,77.300003,50.099998,8.5,31.4,4.0,0.80000001,1,2.5,9.1000004,34.299999,1.7,0.52999997,29.0,42.799999,26.799999,84.699997,11.1,2.0,0.1,0.0099999998,10.0,0.001,0.0,71.0,84.800003,0.5,300
293,63186,44.200001,41.299999,67.5,0.171,65.5,12.5,31.200001,340.10001,104.9,67.699997,21.0,25.299999,0.0,0.0,0.0,34.700001,89.0,106.0,6.4000001,4.5999999,9.3000002,95.900002,33.299999,46.400002,1.5,1.0,1.5,0.60000002,87.599998,60.700001,14.2,73.599998,145,40.099998,0.5,2.3,69.900002,39.900002,12.2,33.900002,14.6,1.8,2,0.0,0.0,46.299999,3.0999999,0.34999999,145.0,6.0,47.599998,7.5,0.89999998,1.0,223.60001,1.11,33.900002,0.74599999,1.1,85.300003,78.900002,6.1999998,210
294,10233,89.400002,44.900002,84.800003,0.164,55.0,12.5,31.200001,398.29999,37.200001,56.700001,14.8,18.299999,0.0,0.0,0.0,22.200001,206.8,93.800003,9.6000004,4.3000002,8.3000002,97.699997,100.0,30.799999,2.4000001,0.89999998,1.0,0.60000002,79.400002,51.299999,0.0,80.0,82,37.799999,0.1,3.5,62.200001,38.5,9.1000004,30.799999,0.0,0.1,0,3.5,0.0,47.099998,3.0,0.34,106.0,28.200001,55.0,10.0,0.0,1.1,98.099998,0.17,43.299999,0.147,0.0,57.5,88.400002,0.69999999,152
295,6247,35.700001,,67.800003,0.205,24.6,15.1,32.099998,606.79999,46.400002,70.0,20.299999,23.9,0.0,0.0,1.7,32.200001,0.0,139.0,2.3,2.9000001,9.6000004,96.800003,0.0,20.0,0.89999998,1.0,1.2,0.5,55.700001,52.099998,0.0,83.900002,40,35.0,0.0,,75.300003,39.700001,25.9,31.1,32.099998,0.80000001,1,2.3,0.0,39.200001,2.0999999,0.30000001,,2.5,30.4,16.700001,0.0,1.1,207.3,0.23,17.299999,0.148,0.0,79.5,89.199997,1.8,386
296,130657,95.300003,22.0,38.299999,0.057999998,66.300003,9.1999998,33.799999,,,85.099998,13.9,17.700001,0.0,3.8,0.1,115.5,403.0,82.0,6.0999999,4.9000001,26.9,98.5,50.0,0.0,1.3,1.0,0.89999998,0.69999999,84.599998,37.599998,210.60001,94.300003,393,88.599998,1.1,3.4000001,68.199997,48.099998,13.3,24.0,28.799999,5.1999998,3,3.5,21.700001,71.400002,5.6999998,0.25999999,122.0,3.4000001,38.400002,9.1000004,41.700001,0.30000001,2.7,0.60000002,2.4000001,0.23199999,6.4000001,94.199997,88.5,13.1,386
297,6926,0.0,34.299999,82.800003,0.15700001,60.599998,12.5,31.200001,51.900002,5.5999999,50.400002,22.5,27.6,0.0,0.0,0.0,28.700001,35.900002,76.099998,4.0,3.5,12.1,94.400002,18.200001,46.700001,1.3,0.89999998,1.1,0.60000002,93.5,85.199997,0.0,82.300003,84,16.799999,7.8000002,3.0,68.5,42.799999,8.8999996,26.1,0.0,0.1,1,4.4000001,0.0,33.5,1.7,0.34,59.0,6.4000001,56.700001,16.1,0.0,1.1,23.6,0.36000001,0.0,0.25299999,0.0,75.599998,86.300003,0.0,650
298,10419,0.0,52.599998,89.400002,0.28600001,17.0,30.200001,14.7,10.7,83.400002,46.700001,25.799999,31.799999,4.6999998,0.0,0.0,66.900002,0.0,85.300003,7.8000002,4.3000002,2.5999999,90.800003,79.199997,73.300003,1.9,0.80000001,1.2,0.80000001,34.799999,27.9,0.0,53.799999,62,22.6,0.1,12.1,75.300003,57.5,8.1000004,20.299999,9.6000004,0.30000001,1,1.6,10.8,33.200001,1.5,0.44,41.0,37.599998,31.799999,73.300003,0.0,1.6,4.5999999,0.07,74.0,0.035,3.2,68.300003,90.0,0.40000001,488
299,36351,44.200001,57.799999,69.400002,0.222,35.599998,30.200001,14.7,13.6,8.0,69.900002,23.9,29.799999,0.0,1.1,0.0,171.60001,0.0,82.900002,5.8000002,3.5999999,7.4000001,94.599998,100.0,48.299999,1.8,0.80000001,1.2,0.69999999,68.900002,45.0,0.0,64.099998,213,45.599998,1.1,4.6999998,73.699997,49.400002,14.6,27.200001,16.9,3.2,1,3.4000001,29.0,38.099998,4.5999999,0.44,147.0,12.1,20.9,47.5,32.5,1.0,7.6999998,0.67000002,66.199997,0.37099999,0.0,73.400002,88.099998,2.7,1445
300,18947,0.0,96.099998,95.900002,0.454,4.1999998,40.599998,16.9,11.1,3.9000001,27.700001,37.200001,48.599998,2.8,0.0,0.0,37.799999,13.6,92.099998,6.9000001,6.5999999,3.3,78.400002,83.300003,75.0,1.4,0.80000001,1.0,0.60000002,43.700001,7.9000001,0.0,14.8,7,6.0,0.0,30.700001,70.599998,43.400002,14.0,37.0,0.0,0.40000001,0,1.4,1.7,7.5,0.60000002,0.52999997,12.0,49.700001,35.700001,94.0,0.0,2.0,0.0,0.0,0.0,0.0,1.8,78.800003,85.199997,0.0,475
301,22514,20.299999,49.299999,73.099998,0.186,45.599998,18.1,23.4,3.9000001,5.0999999,53.599998,30.5,40.099998,0.0,0.0,0.0,9.3000002,0.0,71.699997,5.0,2.7,4.9000001,88.900002,56.0,75.199997,2.0,0.80000001,1.2,0.80000001,77.900002,66.0,0.0,76.099998,117,42.0,0.80000001,10.5,74.699997,56.299999,12.4,17.4,18.299999,0.69999999,1,3.4000001,0.0,45.0,1.6,0.46000001,56.0,27.799999,23.9,39.599998,25.200001,1.1,9.3000002,2.25,18.799999,1.171,0.0,80.0,89.099998,3.5999999,1446
302,3457,0.0,92.199997,96.900002,0.38600001,5.1999998,30.200001,14.7,10.3,4.5999999,20.1,44.900002,61.5,0.0,0.0,0.0,0.0,0.0,78.0,10.0,4.8000002,3.4000001,82.099998,94.5,71.400002,2.7,0.69999999,0.89999998,0.69999999,66.0,18.5,0.0,14.7,15,4.9000001,0.0,13.8,73.800003,48.400002,7.4000001,25.299999,0.0,0.0,1,0.80000001,5.5999999,7.8000002,3.0999999,0.49000001,19.0,56.799999,27.1,88.300003,0.0,1.5,0.0,0.0,0.0,0.001,0.0,61.200001,81.199997,0.0,1354
303,6680,0.0,90.300003,91.800003,0.38600001,13.2,30.200001,14.7,13.0,0.89999998,25.4,42.700001,55.700001,2.4000001,0.0,0.0,0.0,0.0,60.299999,4.0999999,2.7,3.8,79.400002,59.299999,62.599998,2.0,0.89999998,1.0,0.69999999,58.5,26.5,0.0,25.6,18,10.3,0.0,15.4,73.300003,52.799999,15.2,29.299999,0.0,0.1,1,1.2,11.8,14.9,1.0,0.57999998,27.0,56.700001,30.0,78.800003,0.0,2.0,0.0,0.0,0.0,0.0,0.0,71.099998,73.300003,0.0,971
304,9916,43.0,56.400002,77.300003,0.26199999,37.799999,38.5,13.6,178.39999,92.699997,55.5,27.700001,34.5,0.0,0.0,2.3,10.3,129.0,121.1,5.1999998,5.5,8.1999998,97.0,0.0,45.5,1.2,0.89999998,1.3,0.60000002,56.799999,41.5,0.0,61.099998,66,33.0,0.30000001,3.9000001,75.800003,43.200001,13.4,35.599998,10.2,1.3,1,3.3,20.5,34.599998,2.5,0.33000001,102.0,8.0,36.599998,25.299999,0.0,2.0,112.4,0.1,65.300003,0.07,0.0,68.699997,82.900002,0.0,238
305,8693,0.0,82.800003,89.800003,0.236,24.9,38.5,13.6,5.4000001,0.80000001,17.799999,39.400002,49.900002,0.0,0.0,0.0,46.299999,0.0,61.5,3.0999999,7.5999999,5.3000002,79.400002,72.699997,53.599998,0.5,0.60000002,1.0,0.89999998,77.599998,38.599998,0.0,63.900002,38,8.1000004,1.3,17.0,77.199997,68.599998,6.1999998,14.5,0.0,0.1,1,2.9000001,17.9,21.299999,0.89999998,0.54000002,37.0,41.5,21.200001,65.199997,0.0,2.0,2.5,0.11,0.40000001,0.086000003,0.0,72.699997,84.800003,0.1,227
306,39494,61.099998,52.200001,50.299999,0.108,38.799999,18.0,18.9,15.2,158.89999,58.599998,40.0,51.900002,0.0,0.0,0.0,16.799999,110.6,68.099998,4.8000002,2.9000001,21.299999,95.599998,75.0,51.299999,1.8,0.89999998,1.4,0.80000001,80.699997,17.4,0.0,82.5,240,77.699997,2.7,11.0,66.099998,50.200001,13.5,24.4,27.1,2.0,4,4.5,21.9,60.799999,5.1999998,0.30000001,123.0,7.9000001,21.700001,59.599998,0.0,1.9,2.7,0.0,1.1,0.0,1.0,63.099998,91.0,4.5999999,606
307,5569,40.0,91.300003,91.699997,0.214,7.9000001,23.1,21.700001,15.7,31.299999,22.799999,43.200001,55.200001,0.0,0.0,0.0,0.0,0.0,38.700001,4.0,4.3000002,6.0,97.099998,100.0,50.0,1.0,0.89999998,0.80000001,0.80000001,58.400002,16.4,0.0,68.699997,11,31.700001,0.0,23.299999,65.199997,53.900002,12.6,22.4,0.0,0.2,0,1.3,16.700001,32.200001,0.0,0.27000001,21.0,9.6000004,37.799999,83.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.599998,94.0,0.0,697
308,3435,0.0,66.099998,72.900002,0.14399999,29.0,31.5,19.5,320.60001,4.4000001,29.0,50.099998,62.5,0.0,0.0,0.0,26.6,0.0,98.900002,1.1,1.9,9.8999996,93.599998,100.0,40.0,0.69999999,0.80000001,0.80000001,0.89999998,80.300003,38.5,0.0,70.300003,82,39.200001,0.2,17.299999,62.200001,55.200001,40.599998,26.799999,0.0,0.5,3,5.5,13.6,43.299999,4.9000001,0.38,20.0,8.6999998,17.9,63.700001,0.0,2.0,0.2,0.0,34.799999,0.0,0.0,61.200001,94.800003,0.1,1149
309,1946,0.0,91.699997,90.099998,0.26100001,6.4000001,52.599998,12.2,150.3,13.4,26.4,32.200001,38.700001,0.0,0.0,0.0,0.0,0.0,34.900002,0.0,2.0,18.9,95.300003,80.0,60.400002,0.0,0.89999998,1.1,0.89999998,45.200001,18.799999,0.0,47.900002,19,16.9,0.0,39.099998,69.599998,60.099998,6.4000001,13.2,0.0,0.0,1,0.0,0.0,25.799999,3.7,0.30000001,18.0,6.9000001,37.0,82.300003,0.0,2.0,0.0,0.0,0.0,0.0,17.4,83.0,93.5,0.0,2118
310,4463,0.0,,90.5,0.259,4.3000002,52.599998,12.2,32.799999,0.80000001,28.9,14.7,15.7,0.0,0.0,0.0,0.0,0.0,43.5,8.6999998,0.0,15.5,96.900002,0.0,42.900002,1.0,1.0,1.0,0.69999999,41.099998,5.3000002,0.0,52.900002,1,13.9,0.0,,71.0,53.099998,9.6999998,20.299999,0.0,0.1,1,0.30000001,100.0,28.700001,1.8,0.23,,8.1999998,55.0,94.699997,75.699997,2.0,0.0,0.0,0.0,0.0,0.0,92.300003,87.0,3.5999999,1219
311,951,0.0,70.300003,84.5,0.13699999,1.6,31.5,19.5,43.799999,5.1999998,40.599998,66.900002,86.0,0.0,0.0,0.0,0.0,0.0,75.5,0.0,0.0,13.8,99.5,71.400002,38.599998,1.0,0.89999998,1.0,0.69999999,14.0,2.5,0.0,78.099998,71,68.400002,0.2,17.1,66.800003,43.700001,21.4,24.700001,0.0,0.0,0,3.9000001,50.0,65.199997,3.2,0.2,76.0,1.5,43.099998,94.800003,130.8,2.0,0.2,0.0,0.0,0.0,0.0,36.0,88.5,0.5,1857
312,2090,0.0,79.199997,81.5,0.15899999,18.299999,31.5,19.5,0.30000001,0.0,30.799999,42.799999,49.5,0.0,0.0,0.0,0.0,0.0,93.5,9.6999998,7.8000002,7.3000002,97.0,100.0,53.400002,1.5,0.80000001,0.89999998,0.69999999,63.400002,53.400002,0.0,75.400002,36,51.0,0.1,22.299999,61.099998,42.099998,15.6,32.299999,0.0,0.0,0,2.5999999,33.299999,41.200001,3.9000001,0.34,18.0,9.6000004,34.299999,65.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,37.299999,83.400002,0.0,1256
313,17470,15.1,87.900002,76.099998,0.147,18.299999,29.5,18.0,6.6999998,3.4000001,34.299999,60.0,79.599998,0.0,0.0,0.0,29.200001,0.0,69.0,5.1999998,6.5999999,9.5,84.599998,85.699997,45.200001,0.89999998,0.80000001,0.89999998,0.80000001,94.0,20.200001,0.0,81.0,14,42.599998,0.1,27.299999,71.199997,53.5,8.8999996,22.799999,0.0,1.7,0,3.5,20.5,37.099998,1.4,0.49000001,20.0,33.5,21.0,79.400002,4.0999999,2.0,0.1,0.0,0.0,0.0,0.0,68.699997,91.5,0.30000001,329
314,14020,0.0,82.699997,81.699997,0.14,9.8999996,31.5,19.5,14.9,185.39999,38.200001,40.400002,50.299999,0.0,0.0,0.0,7.5,0.0,105.7,4.0,4.0999999,14.5,97.099998,100.0,44.400002,1.1,0.89999998,0.89999998,0.89999998,65.300003,17.299999,0.0,68.199997,62,40.599998,0.5,40.799999,76.0,66.300003,11.7,20.1,0.0,0.69999999,0,2.0999999,18.799999,37.5,2.4000001,0.33000001,42.0,9.3000002,30.1,84.699997,0.0,2.9000001,0.5,0.0,0.0,0.0,0.0,84.699997,88.800003,0.69999999,725
315,48591,61.299999,39.900002,39.400002,0.093999997,60.200001,18.0,18.9,58.799999,12.1,63.099998,29.5,37.0,0.80000001,0.0,0.0,69.400002,31.9,62.0,5.0,2.8,17.9,92.400002,100.0,14.3,1.8,0.89999998,0.89999998,0.69999999,88.099998,72.699997,0.0,88.900002,162,68.900002,0.89999998,15.3,66.5,47.700001,12.5,23.0,23.0,2.2,4,4.4000001,11.3,55.0,4.9000001,0.36000001,73.0,4.8000002,18.200001,36.099998,84.599998,1.9,0.89999998,0.0,0.0,0.0,1.4,73.099998,91.400002,7.5999999,377
316,12543,39.799999,40.599998,19.299999,0.048999999,20.5,18.0,18.9,1.1,2.0999999,78.800003,37.5,48.099998,0.0,0.0,0.0,41.299999,0.0,80.900002,1.2,0.5,17.9,96.199997,0.0,33.299999,2.7,1.0,0.60000002,0.60000002,89.099998,24.1,0.0,95.599998,154,90.400002,0.89999998,6.8000002,70.099998,40.299999,8.6000004,26.799999,24.5,0.60000002,2,5.1999998,26.9,76.800003,4.8000002,0.31,65.0,4.0,20.700001,77.400002,17.9,2.0,0.89999998,0.0,0.0,0.0,0.0,67.099998,95.800003,0.1,1404
317,1289,0.0,84.800003,66.5,0.139,21.0,29.5,18.0,16.5,58.0,46.799999,30.1,34.799999,0.0,0.0,0.0,0.0,0.0,76.900002,4.3000002,0.0,19.799999,97.199997,0.0,6.3000002,1.0,1.0,1.0,0.80000001,80.900002,30.4,0.0,68.5,34,37.900002,0.1,29.9,76.699997,64.099998,15.1,15.8,0.0,0.0,2,1.4,25.0,33.599998,6.8000002,0.20999999,38.0,3.0,19.9,73.099998,0.0,3.0,0.1,0.0,0.2,0.0,0.0,52.0,80.599998,0.0,3511
318,67701,40.900002,44.799999,71.5,0.117,56.200001,7.5999999,32.799999,71.0,385.70001,73.199997,17.799999,21.6,0.0,0.0,0.0,63.700001,53.200001,91.400002,6.0999999,2.7,10.2,93.800003,39.200001,43.799999,2.3,0.89999998,1.1,0.5,93.800003,43.599998,0.0,72.599998,149,55.200001,0.60000002,4.3000002,72.599998,37.799999,9.0,30.700001,19.299999,2.8,2,3.3,27.9,48.0,2.0999999,0.43000001,140.0,9.8000002,40.0,22.5,18.4,1.8,9.1000004,3.6800001,0.0,0.37400001,0.0,81.300003,83.5,6.5,484
319,11920,0.0,76.199997,60.0,0.102,57.299999,14.2,27.5,2.2,8.8000002,44.0,17.6,22.9,0.80000001,0.0,0.0,0.0,0.0,76.400002,7.5,5.5,6.8000002,86.5,60.0,59.299999,1.3,0.89999998,0.80000001,0.60000002,77.5,81.199997,0.0,87.199997,46,41.400002,0.1,6.5,77.699997,44.5,11.2,33.700001,16.799999,0.30000001,1,24.700001,34.0,47.099998,3.5999999,0.47999999,67.0,2.0,20.4,22.1,14.2,1.8,0.1,0.0,10.3,0.0,0.0,64.0,93.0,0.30000001,847
320,17511,33.400002,42.599998,61.099998,0.123,55.299999,12.5,31.200001,21.5,43.599998,73.5,23.5,28.799999,27.6,0.0,0.0,34.5,29.0,98.5,6.5,3.0,10.6,92.800003,58.799999,55.599998,2.0999999,0.89999998,1.1,0.69999999,72.0,75.800003,0.0,81.900002,131,63.0,0.2,5.6999998,77.5,54.0,5.6999998,21.0,28.700001,0.5,2,4.0,0.0,64.800003,2.0999999,0.44,73.0,6.0999999,33.5,32.599998,6.4000001,1.6,4.0,0.1,66.599998,0.068000004,0.0,67.300003,90.5,2.7,677
321,40404,85.699997,27.200001,29.6,0.033,85.300003,14.2,27.5,8.6000004,65.0,83.599998,17.700001,21.6,0.0,0.0,0.2,116.2,0.0,52.900002,4.8000002,2.7,17.299999,95.0,40.0,56.700001,1.7,1.0,1.1,0.69999999,96.699997,83.300003,94.900002,95.199997,253,87.400002,0.89999998,4.9000001,73.699997,53.5,10.6,20.5,30.5,1.6,1,34.099998,42.400002,74.900002,3.5999999,0.36000001,105.0,2.0999999,29.299999,10.3,78.400002,0.1,1.7,0.37,0.0,0.178,0.89999998,75.400002,93.699997,12.4,694
322,17879,17.6,85.0,88.099998,0.35100001,16.200001,40.599998,16.9,4.9000001,10.7,41.599998,25.9,32.599998,1.1,0.0,0.0,40.200001,0.0,79.099998,4.3000002,4.0,4.5,85.5,50.0,80.900002,1.1,0.89999998,1.1,0.60000002,62.299999,28.299999,0.0,39.400002,21,32.0,0.1,11.5,74.400002,42.099998,17.4,44.200001,17.1,0.2,0,0.69999999,0.0,25.299999,0.40000001,0.43000001,28.0,19.6,35.299999,78.800003,0.0,2.0,0.1,0.0,0.0,0.0,0.0,73.5,87.099998,0.40000001,626
323,11052,0.0,86.800003,85.900002,0.19599999,11.0,23.1,21.700001,1.1,1.0,15.9,38.700001,51.400002,0.0,0.0,0.0,9.0,22.200001,24.799999,1.8,5.5,6.1999998,83.5,0.0,50.0,0.40000001,0.69999999,0.80000001,0.89999998,70.699997,15.9,0.0,63.900002,10,23.799999,0.1,23.5,79.0,72.099998,11.0,15.1,9.0,0.2,1,4.8000002,32.099998,23.0,1.4,0.44,28.0,27.4,10.9,84.199997,25.0,1.3,0.1,0.0,0.0,0.0,0.0,63.200001,91.0,0.40000001,632
324,7168,0.0,81.0,83.5,0.141,9.6999998,23.1,21.700001,0.89999998,6.0999999,16.299999,52.599998,70.099998,0.0,0.0,0.0,13.9,0.0,26.200001,1.6,2.5,8.5,83.0,75.0,78.5,0.69999999,0.69999999,0.60000002,0.89999998,84.099998,16.6,0.0,71.800003,52,26.5,0.1,17.700001,75.199997,68.199997,9.3000002,15.0,27.799999,0.1,1,5.4000001,,37.900002,1.2,0.44,31.0,28.4,12.1,87.900002,0.0,1.2,0.1,0.0,0.0,0.0,4.5999999,47.900002,90.599998,0.0,296
325,3466,0.0,90.5,84.900002,0.23800001,9.8999996,38.5,13.6,350.89999,0.0,21.5,59.599998,80.800003,0.0,0.0,0.0,0.0,0.0,20.799999,0.0,5.3000002,5.5999999,96.699997,100.0,53.299999,0.0,0.89999998,1.1,0.80000001,57.700001,27.799999,0.0,43.0,25,25.6,0.1,23.299999,68.800003,53.599998,27.700001,34.200001,0.0,0.1,2,3.0,10.5,21.0,3.0,0.31999999,29.0,6.5,18.6,76.5,15.9,2.0,0.1,0.0,0.0,0.0,0.0,52.400002,96.400002,0.0,911
326,47186,20.200001,67.099998,70.5,0.117,39.099998,14.0,22.799999,1.9,10.5,22.9,35.599998,45.799999,0.0,0.0,0.0,34.0,47.799999,43.799999,2.5999999,2.4000001,11.9,88.0,58.799999,67.800003,1.1,0.80000001,0.80000001,0.89999998,80.400002,63.700001,0.0,81.300003,87,54.099998,0.5,15.9,69.800003,61.400002,14.6,18.799999,21.200001,1.3,2,5.4000001,37.099998,51.0,1.8,0.38999999,51.0,24.700001,13.6,50.400002,136.60001,1.0,0.5,0.0,0.0,0.0,1.4,69.300003,92.099998,0.30000001,641
327,6700,0.0,75.199997,85.300003,0.109,19.4,14.0,22.799999,5.4000001,22.6,25.1,28.4,35.299999,0.0,0.0,0.0,14.9,0.0,51.900002,1.6,1.5,4.0,88.699997,100.0,54.900002,1.3,0.80000001,0.80000001,0.89999998,72.900002,52.900002,0.0,84.300003,42,60.700001,0.1,21.799999,75.300003,67.900002,15.5,21.6,0.0,0.0,0,3.5999999,19.0,53.5,1.5,0.38,30.0,16.9,27.0,70.300003,10.1,1.0,0.1,0.0,0.0,0.0,0.0,83.900002,93.400002,0.30000001,823
328,6114,0.0,92.599998,90.800003,0.26800001,10.7,38.5,13.6,96.199997,0.60000002,18.299999,32.299999,42.900002,0.0,0.0,0.0,0.0,0.0,44.799999,1.1,3.9000001,8.3000002,91.300003,50.0,68.099998,0.30000001,0.80000001,0.80000001,0.89999998,45.299999,56.200001,0.0,33.700001,24,16.4,0.1,25.5,72.099998,64.400002,12.3,17.700001,0.0,0.1,1,4.0999999,24.299999,20.9,1.1,0.34999999,17.0,16.5,13.5,46.099998,0.0,2.0,0.1,0.0,0.0,0.0,0.0,74.699997,87.400002,2.5,593
329,11251,0.0,82.0,93.199997,0.391,1.6,49.200001,11.3,3.0,0.89999998,20.799999,52.799999,70.599998,0.0,0.0,0.0,8.6000004,0.0,46.400002,6.0999999,9.0,2.3,75.099998,54.5,39.400002,1.1,0.80000001,0.89999998,0.69999999,44.0,5.8000002,0.0,33.099998,17,10.4,0.0,7.3000002,74.599998,52.099998,10.3,24.6,0.0,0.2,0,0.80000001,12.3,5.1999998,0.69999999,0.56999999,27.0,46.0,17.6,97.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,69.300003,78.699997,0.0,976
330,31259,44.799999,72.599998,73.099998,0.148,25.0,31.5,19.5,6.0,24.4,39.099998,45.599998,58.400002,0.0,0.0,0.0,39.700001,75.699997,72.099998,3.9000001,2.0,10.1,90.400002,66.699997,58.299999,2.0999999,0.80000001,1.2,0.80000001,75.900002,31.700001,0.0,72.400002,68,50.099998,1.5,23.299999,68.0,56.599998,22.6,22.5,26.200001,2.5999999,3,4.6999998,12.5,40.299999,2.7,0.44999999,59.0,22.6,20.200001,72.0,123.4,1.5,1.5,0.0,0.0,0.0,1.1,75.599998,89.800003,4.0999999,705
331,24686,40.400002,69.099998,60.299999,0.14300001,33.200001,29.5,18.0,1.9,14.5,44.599998,47.400002,65.099998,0.0,0.0,0.0,46.200001,21.4,54.599998,4.0,2.3,15.1,85.300003,46.200001,34.599998,1.8,0.89999998,0.89999998,0.69999999,89.599998,44.700001,0.0,77.900002,71,60.700001,0.60000002,0.40000001,66.199997,49.0,12.8,21.799999,4.0999999,1.5,2,3.8,18.799999,42.400002,2.3,0.47,57.0,30.1,20.4,62.400002,131.60001,1.4,0.60000002,0.0,0.0,0.0,0.0,65.5,93.099998,1.2,319
332,20939,0.0,89.800003,91.599998,0.347,15.9,49.200001,11.3,3.8,3.5999999,30.5,42.400002,56.700001,1.6,0.0,0.0,23.6,0.0,77.800003,7.8000002,8.0,4.0,68.099998,0.0,33.299999,1.5,0.80000001,1.0,0.69999999,72.300003,26.799999,0.0,32.599998,20,12.2,0.0,23.700001,73.300003,52.299999,11.0,26.4,0.0,0.69999999,1,1.2,8.6000004,15.6,0.69999999,0.62,23.0,50.099998,24.0,72.300003,0.0,2.0,0.0,0.0,0.0,0.0,0.0,75.5,84.599998,0.30000001,476
333,29059,13.0,58.599998,84.5,0.27700001,16.0,30.200001,14.7,5.1999998,18.9,43.0,38.200001,49.5,3.2,0.0,0.0,38.400002,79.300003,79.400002,7.0999999,3.4000001,5.0999999,84.099998,77.800003,67.400002,2.4000001,0.89999998,0.89999998,0.69999999,61.099998,20.5,0.0,55.0,90,30.6,0.5,9.8999996,79.199997,53.099998,6.4000001,21.5,10.4,0.69999999,2,2.0,11.7,36.599998,1.3,0.51999998,70.0,47.400002,27.0,81.599998,9.6999998,2.0,0.5,0.0,0.0,0.0,0.0,74.199997,83.900002,0.69999999,471
334,7284,45.700001,68.400002,69.0,0.2,34.400002,18.1,23.4,109.1,13.4,47.900002,26.299999,31.799999,2.5999999,0.0,0.0,0.0,0.0,30.200001,3.8,1.9,13.2,92.900002,91.699997,68.400002,2.0,1.0,1.1,0.60000002,76.699997,57.400002,0.0,62.700001,33,29.4,0.1,9.1000004,72.400002,40.799999,8.3999996,21.4,0.0,0.1,1,2.4000001,10.5,39.799999,2.4000001,0.37,55.0,7.6999998,26.6,59.5,0.0,1.7,0.1,0.0099999998,75.099998,0.0,0.0,60.0,93.300003,0.1,577
335,34088,20.200001,76.400002,69.699997,0.193,21.200001,29.5,18.0,0.60000002,3.9000001,48.0,31.9,40.900002,1.1,0.0,0.0,44.700001,7.5,61.799999,6.1999998,4.9000001,9.3000002,89.699997,72.699997,39.400002,1.4,0.89999998,0.80000001,0.69999999,68.900002,31.4,0.0,75.199997,51,31.5,0.40000001,23.5,73.599998,48.0,9.6999998,26.700001,11.9,0.80000001,1,2.5999999,15.9,22.299999,2.0999999,0.40000001,52.0,12.8,20.700001,72.599998,4.9000001,2.0999999,0.40000001,0.0,0.0,0.0,0.0,72.099998,90.0,0.80000001,721
336,17662,33.599998,62.200001,62.5,0.14399999,44.200001,24.299999,27.1,7.0,10.3,60.099998,21.299999,25.700001,2.4000001,0.0,0.0,35.200001,89.699997,71.699997,5.0,3.0,13.8,88.599998,100.0,65.900002,1.8,1.0,1.1,0.60000002,83.300003,48.700001,0.0,71.800003,76,46.5,0.80000001,13.2,72.300003,43.400002,8.0,31.299999,52.200001,0.80000001,1,3.5999999,0.0,52.700001,2.5999999,0.41999999,54.0,7.9000001,22.9,53.099998,3.2,1.5,0.80000001,0.0,0.0,0.0,2.0,72.0,91.5,1.5,584
337,50004,78.699997,43.599998,44.599998,0.082000002,66.900002,18.0,18.9,31.0,25.200001,68.300003,27.6,35.5,0.2,0.0,0.0,24.799999,42.0,55.799999,3.9000001,3.4000001,13.8,93.199997,93.800003,58.0,1.2,0.89999998,0.89999998,0.80000001,88.5,81.400002,48.299999,89.400002,124,82.800003,0.89999998,5.4000001,66.699997,50.200001,10.3,20.6,16.299999,2.5,3,4.3000002,21.6,65.300003,4.3000002,0.37,82.0,5.0999999,22.9,25.9,63.200001,1.9,0.89999998,0.0,0.0,0.0,4.1999998,78.599998,87.199997,7.8000002,419
