asdf_id,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020
54,27097.523,27042.002,28900.496,28961.207,28069.414,29466.287,30916.23,31730.287,31229.324,33213.496,32673.838,30765.398,29649.523,30597.209,29612.043,32672.027,33634.98,34842.813,35901.391,37061.727
55,1100910.4,1127900.3,1155504.8,1183556.8,1208395.0,1240269.1,1267908.1,1296906.1,1330029.0,1362528.4,1387943.5,1429553.0,1468141.6,1500293.5,1538834.5,1570341.5,1604457.5,1643086.1,1681317.8,1721637.8
56,24178.793,24400.34,24338.572,24635.703,25127.988,25346.152,25605.182,25667.309,26072.658,26228.533,26205.92,26370.297,26306.412,27684.133,26892.436,27117.852,27131.502,27291.949,27368.223,27524.268
57,2950.7256,3121.5132,3255.1516,3478.73,3673.0042,3857.9897,4089.3804,4338.1343,4661.123,4926.1812,5216.7314,5551.8413,5833.0664,6322.1304,6583.106,6978.3447,7419.0059,7848.0566,8336.8076,8823.7969
58,14652.248,14993.789,15387.333,15757.301,16141.903,16521.223,16919.043,17363.652,17836.811,18242.441,18656.24,19144.561,19618.979,20060.346,20550.5,21067.297,21604.723,22128.762,22673.707,23237.309
59,5705.8545,5873.2163,6065.0098,6163.4072,6369.8193,6521.396,6752.3174,7038.209,7153.4956,7336.9287,7361.9663,7702.5752,8134.8428,8491.7891,8709.6152,9065.9482,9130.833,9531.126,9785.8887,10049.762
60,16784.875,16664.094,16591.396,16487.189,16343.301,16241.695,16121.935,16025.541,15925.7,15791.494,15723.289,15611.462,15466.165,15411.99,15307.376,15173.937,15124.741,14964.974,14902.421,14812.902
61,11774.39,12166.367,12561.172,13021.166,13552.447,14034.337,14575.208,15183.568,15727.679,16293.717,17030.363,17742.813,18351.76,19015.791,19613.795,20374.766,21189.494,21970.58,22810.852,23693.938
62,12983.938,13381.838,13777.136,14130.396,14500.033,14934.966,15341.461,15732.477,16199.869,16636.258,17066.375,17501.633,17989.617,18406.238,19001.801,19552.328,20126.516,20698.309,21268.691,21861.299
63,5627.6377,5589.4492,5494.5225,5776.3164,6107.9966,6111.834,6240.7881,6257.0742,6387.3545,6506.834,6620.3545,7123.0093,6997.5942,7115.9746,7096.6367,7263.9688,7635.5928,7687.1904,7852.5913,8010.2729
64,4806.8779,4855.0972,4903.9863,4950.458,5002.8096,5053.9092,5091.7139,5142.4985,5193.4453,5246.2148,5297.0508,5358.7734,5412.9419,5460.4932,5517.1689,5575.5186,5634.415,5690.9209,5752.7114,5811.2432
65,36899.492,36735.223,36294.445,36033.945,35830.391,35605.32,35429.043,35292.762,35368.875,35187.691,34837.195,34500.461,34148.086,33864.922,33551.969,33295.078,33113.922,32888.457,32655.02,32440.711
66,4040.3992,4132.332,4160.0815,4253.8672,4346.0063,4460.5601,4561.5669,4653.9463,4756.0527,4784.9214,4927.0278,4996.7153,5116.8784,5234.3706,5344.7954,5377.9673,5492.793,5585.8789,5695.0425,5812.1387
67,353.00635,372.97333,392.98013,416.96307,441.24506,468.73026,493.39069,527.05298,554.66022,585.64105,618.30511,655.12061,692.34778,734.83282,781.2124,824.92432,874.61475,925.74652,980.58594,1038.8447
68,13756.026,14071.518,14319.051,14520.876,14847.354,15265.88,15578.095,16234.03,16544.691,16892.373,17339.814,17773.041,18116.465,18567.684,18850.709,19310.533,19827.879,20260.0,20718.705,21222.736
69,14965.182,15316.16,15685.709,16019.577,16338.141,16762.027,17131.895,17486.174,17893.375,18419.227,18787.051,19078.891,19539.914,20119.268,20569.002,20964.488,21384.596,21903.361,22386.73,22881.219
70,3867.0352,3908.3594,3925.4065,3964.7783,4001.853,4004.7969,4037.3484,4095.7715,4019.3496,4039.4417,4099.5957,4162.0308,4135.791,4120.8721,4186.7793,4230.5005,4280.4604,4306.0591,4343.0054,4378.8887
71,416.8096,426.72665,437.42438,451.23395,463.35681,478.91544,488.88507,504.0744,517.17114,526.70514,544.20605,558.71259,576.77747,594.98926,611.17542,638.69385,661.82239,681.48914,699.3349,720.21509
72,20640.578,20804.604,21036.949,21508.416,21751.439,22051.299,22149.584,22531.121,22821.035,23381.734,23673.762,24351.43,24989.902,25633.105,26431.039,26256.369,26595.055,27086.578,27607.988,28003.527
73,5596.7461,5714.1802,5818.2632,5942.8755,6071.3584,6201.8784,6332.2944,6464.6875,6590.1455,6730.9102,6847.7363,6993.1499,7107.4971,7260.4727,7423.7974,7566.3584,7736.0845,7894.4795,8063.7646,8231.1738
74,5419.4741,5325.3408,5258.5488,5162.354,5081.2349,5086.46,4973.665,4859.0483,4872.9478,4803.1987,4738.5078,4599.1294,4617.8057,4489.9546,4473.1802,4407.2295,4340.333,4303.2207,4244.0933,4205.4883
75,11024.096,11115.487,11200.442,11298.037,11335.142,11470.879,11635.834,11678.172,11783.231,11860.892,11971.926,12055.2,12144.881,12193.233,12284.662,12399.833,12457.558,12553.657,12645.5,12721.25
76,32714.287,32963.176,33298.523,33713.832,34195.375,34442.898,34718.813,35195.781,35698.805,35926.539,36421.73,36891.777,37238.645,37585.434,37966.715,38439.07,38943.188,39367.758,39787.645,40195.609
77,19838.637,20421.609,20739.002,21202.166,21802.197,22284.199,22900.047,23471.547,23812.273,24639.453,25219.209,25780.117,26443.465,27018.682,27712.18,28353.334,28890.604,29655.799,30384.551,31113.852
78,2788.9839,2877.5942,2976.8281,3071.645,3177.4229,3279.1912,3390.2109,3500.8218,3617.5925,3733.7598,3858.79,3992.3447,4118.4492,4251.1611,4406.9443,4553.9727,4701.8545,4875.5928,5043.8838,5212.8076
79,105155.3,107771.03,110609.33,113275.62,116120.91,119035.7,121809.03,125161.77,128623.17,131617.78,135291.58,138671.09,142354.23,145995.78,150178.5,153543.88,157636.03,161668.89,165825.08,170086.36
80,127187.58,131579.38,136304.38,141242.19,145657.05,150979.22,156516.11,161071.73,166371.28,171059.14,177819.64,181924.3,188567.31,195571.09,202006.19,208800.44,216067.34,223084.78,230830.84,239126.89
81,43713.953,44622.543,46035.781,47171.262,48426.297,49963.094,51620.219,52794.699,54412.457,55827.395,57688.449,59861.094,61441.789,63427.293,65382.633,66624.148,68963.883,71166.133,73266.789,75635.367
82,44680.816,46046.676,47138.617,48293.578,48604.25,50229.125,51101.293,51907.078,53366.164,54121.172,54897.457,54299.598,55055.699,56183.848,56705.43,58802.434,60015.086,61440.988,62657.332,63847.648
83,31204.984,32079.309,32864.43,34016.539,34835.289,35761.293,36639.289,37517.867,38504.086,39611.496,40652.367,41411.129,42425.195,43289.664,44266.16,45756.75,46990.73,48138.988,49412.422,50703.293
84,31380.285,32725.143,34509.461,36048.051,37634.227,39526.031,41382.148,43292.477,44987.926,47235.52,49048.629,51029.805,53281.477,55991.031,58352.566,61198.891,63904.66,66934.813,69928.008,73152.25
85,8722.1816,8732.2471,8572.5605,8646.7646,8631.9902,8565.6465,8518.3906,8491.1719,8528.5088,8584.6445,8469.1787,8508.7881,8489.4658,8410.0664,8382.1934,8356.1201,8372.1357,8334.3223,8315.3242,8277.5225
86,13119.35,13254.521,13379.299,13460.354,13612.141,13725.918,13848.655,13989.111,14117.988,14264.191,14389.18,14542.318,14652.488,14837.648,14986.684,15173.743,15335.417,15528.196,15690.788,15867.779
87,13587.847,13584.859,13592.572,13667.694,13550.053,13566.303,13529.834,13564.349,13471.332,13309.502,13299.17,13392.649,13420.099,13519.105,13496.774,13411.702,13371.951,13349.01,13332.274,13305.391
88,16201.808,16525.559,16773.424,17106.572,17442.541,17700.4,18019.828,18344.432,18706.719,19047.258,19440.668,19799.84,20117.744,20424.137,20779.467,21223.816,21630.094,22012.922,22404.109,22816.141
89,10252.775,10371.607,10491.792,10610.631,10799.29,10894.736,11042.644,11205.73,11299.377,11428.996,11565.805,11841.283,11981.658,12121.741,12283.444,12421.957,12581.529,12730.224,12904.07,13047.186
90,17662.943,17715.813,17794.625,18003.023,18356.141,18239.381,18494.594,18580.379,18709.584,18498.906,19160.895,19531.098,19613.781,19540.535,19566.383,20075.824,20215.582,20435.648,20611.701,20785.836
91,1660.4336,1707.0665,1756.2284,1804.3018,1857.8654,1913.7034,1972.436,2026.7666,2080.9043,2140.4387,2203.46,2271.7642,2339.1157,2404.894,2475.207,2547.21,2619.1255,2697.1279,2775.4204,2856.1389
92,12690.664,12834.695,13026.762,13231.446,13580.979,13732.939,13924.673,14156.966,14367.915,14604.237,14894.154,15295.272,15489.991,15712.787,15989.395,16266.553,16601.979,16891.576,17165.639,17452.098
93,688.95746,720.94568,755.1319,791.73779,825.70251,867.48035,906.36694,948.01508,989.2655,1035.2341,1081.637,1129.2734,1180.1324,1235.7477,1291.4883,1351.1188,1414.5302,1481.0295,1549.4597,1619.2642
94,89407.219,90465.445,91396.359,92455.484,93928.742,96237.75,97539.414,99026.281,99454.828,99955.18,100569.92,104920.75,106569.73,106432.7,106942.58,107672.48,108257.15,109930.08,111188.16,111996.43
95,5721.9253,5719.5469,5780.6963,5753.54,5857.1904,5807.6782,5836.3311,5851.291,5885.5215,5876.415,5971.5083,6068.8296,6070.3457,6077.8779,6060.0762,6118.5693,6201.082,6229.5156,6271.6885,6321.4736
96,8950.792,9419.627,9824.9707,10274.744,10735.151,11230.686,11732.981,12336.594,12921.736,13709.123,14452.009,15131.035,15921.338,16670.711,17497.012,18337.703,19216.043,20162.707,21147.242,22192.934
97,23169.402,23175.961,23562.313,23777.102,24238.268,24694.297,25033.182,25100.082,25144.369,25650.844,25635.188,25880.156,25994.238,26230.387,26564.164,26965.785,27334.719,27720.0,28041.094,28355.57
98,10777.464,10832.535,10862.162,10922.672,11052.263,11084.604,11096.066,11177.858,11230.649,11310.098,11382.051,11516.301,11569.247,11621.15,11655.662,11730.238,11823.222,11883.571,11957.555,12030.088
99,10818.33,10846.971,10894.658,10936.307,10950.561,11000.649,11037.56,11080.479,11130.279,11143.803,11183.674,11242.543,11244.869,11292.341,11301.92,11309.797,11361.648,11399.097,11427.214,11453.612
100,2276.2979,2271.8145,2182.7576,2184.1243,2273.4172,2249.3237,2157.8669,2206.4043,2211.9685,2118.0679,2266.3147,2432.9031,2324.3223,2199.3159,2126.7141,2297.0696,2455.9766,2448.5063,2469.4182,2481.834
101,150523.25,154990.0,159087.88,163457.67,167385.06,171906.67,176612.63,181576.5,186770.28,191555.56,196900.55,201887.13,207650.75,213368.8,219105.09,224930.45,230727.58,236854.83,243233.19,249771.23
102,1898.2484,1871.946,1836.465,1806.0698,1760.3734,1726.7712,1700.2793,1667.5516,1635.4004,1611.0057,1579.8962,1542.113,1524.5393,1505.3555,1455.009,1465.099,1436.1196,1411.4514,1389.599,1364.2521
103,2530.3479,2607.2639,2662.3599,2711.8997,2805.3123,2866.0347,2941.0786,3016.6543,3090.1382,3166.2529,3264.3679,3371.353,3449.2473,3547.2283,3652.8167,3740.0039,3845.4724,3958.6331,4063.8823,4166.7773
104,3496.6917,3530.7959,3601.6243,3636.5132,3659.1523,3704.3403,3765.8652,3787.0649,3835.9248,3903.2356,3957.6509,3974.2771,4062.7651,4117.2446,4159.9629,4204.416,4236.4629,4302.855,4354.0293,4409.3193
105,3116.825,3132.1753,3157.2734,3184.877,3209.3311,3241.0842,3256.9648,3306.7002,3328.8113,3348.6528,3380.8862,3425.593,3449.6787,3473.4199,3525.0049,3546.4541,3582.0134,3613.1079,3643.5046,3678.4058
106,18761.016,18233.865,17640.785,17249.691,17141.463,16599.73,16093.447,15836.248,15436.895,15091.132,14877.574,14953.627,14489.521,13886.947,13540.836,13316.51,13273.747,12889.27,12664.969,12398.262
107,308.28711,333.57843,357.65942,388.84558,418.21765,453.3374,490.228,532.03931,574.45947,618.27234,671.22046,726.92212,787.16089,849.26398,918.42822,987.27039,1066.386,1148.5674,1240.8989,1339.4404
108,219.59393,237.51501,261.98865,280.73389,304.89081,325.34357,354.98495,379.63318,412.54306,440.72656,476.77164,518.91559,559.28235,606.97534,657.8866,707.08508,759.95251,823.14453,890.15485,962.09937
109,984.78467,1047.9492,1113.8416,1126.7135,1261.9705,1320.2886,1440.157,1490.7491,1610.2161,1739.9976,1842.2345,1995.8105,2131.5366,2291.6904,2462.1616,2657.4983,2865.1448,3092.0078,3331.4368,3589.8823
110,3267.8896,3263.3643,3295.2764,3306.1321,3243.7236,3286.7109,3275.1958,3285.894,3264.1421,3260.2188,3229.4678,3147.5977,3191.9707,3236.7334,3223.1306,3219.6064,3173.625,3192.7571,3178.9736,3177.5574
111,241.70737,260.0965,282.44766,302.785,323.27881,349.77148,379.22018,404.28723,436.49048,475.47308,510.77301,554.17584,619.39728,663.64368,714.25757,768.04401,816.53418,891.19904,959.88977,1034.4972
112,11691.988,11918.979,12141.434,12372.088,12605.24,12857.081,13098.939,13324.742,13597.953,13857.019,14124.065,14385.322,14686.531,14974.039,15279.814,15556.195,15829.685,16168.92,16468.502,16798.781
113,1528.835,1565.2443,1604.5728,1642.292,1687.5247,1726.3398,1768.783,1811.9419,1856.2637,1897.1099,1944.2469,1993.3029,2025.8563,2076.8293,2120.457,2186.1421,2252.5918,2325.5496,2381.7332,2441.0122
114,8385.0703,8461.6318,8526.1904,8580.0771,8655.3105,8700.2988,8776.6006,8815.584,8886.04,8933.7695,8988.3496,9086.9912,9175.1641,9229.9795,9296.7559,9356.5586,9405.1348,9475.125,9527.0879,9600.1592
115,10440.736,10406.939,10395.861,10344.898,10323.129,10262.74,10248.455,10170.594,10143.27,10147.449,10070.242,10019.335,10029.153,9973.1416,9916.9824,9861.7852,9767.4023,9727.4766,9689.4736,9652.4727
116,8808.2695,8938.6719,8989.8262,9106.377,9392.7324,9494.9482,9573.3564,9754.7959,9932.9863,10033.851,10305.027,10724.533,10798.707,10747.955,10769.977,11312.461,11673.558,11839.141,12056.988,12261.199
117,4561.6533,4622.2217,4588.0771,4653.4194,4789.312,4829.6494,4825.3574,4884.3115,5156.9185,5076.7681,5369.7207,5301.8921,5319.8159,5363.9102,5355.7339,5468.3057,5594.3848,5643.1885,5716.5137,5786.0361
118,4653.8184,4605.6934,4529.9336,4527.5483,4433.6646,4381.0166,4360.3462,4287.5059,4206.9038,4192.811,4131.2803,4029.811,4012.4258,3966.917,4002.1426,3986.0659,3885.2588,3869.9092,3813.1062,3774.1704
119,4596.1011,4554.2432,4514.8472,4486.2227,4448.8369,4428.7383,4403.5234,4378.6787,4398.2637,4374.0723,4363.9424,4283.0439,4290.6006,4255.2661,4229.9888,4214.9146,4137.6719,4143.3687,4114.2358,4097.2944
120,9373.8457,9092.4629,8953.9316,8720.5186,8617.5879,8440.2881,8227.9873,8087.103,7924.6094,7684.7759,7642.9268,7577.395,7417.8398,7187.8647,6966.915,6859.2461,6801.2305,6618.9805,6520.3086,6396.9297
121,5713.8193,5768.6382,5614.5039,5744.9258,5863.6768,5841.3359,5852.4116,5870.8809,5935.8438,5983.6875,6004.6675,6015.7197,6030.8843,6035.5776,6000.3618,6188.6968,6224.7227,6242.8618,6277.2739,6321.2983
122,2123.7104,2200.4971,2328.2874,2387.1436,2426.5901,2499.4917,2509.2944,2592.4111,2625.3789,2643.1465,2737.5464,2849.7471,2896.5786,3014.814,3048.5278,3248.0439,3345.6448,3447.6111,3548.9814,3640.1238
123,1430.8083,1474.0408,1510.4532,1505.2234,1588.6998,1564.9316,1703.9977,1663.7747,1682.1604,1831.9192,1796.4976,1725.8904,1781.1676,1748.5034,1856.1746,1786.9689,1859.7754,1847.5977,1900.3275,1931.0886
124,19158.43,19392.656,19741.559,20110.719,19742.936,20144.482,20373.15,20498.176,20775.879,20863.445,21047.188,21223.469,21580.533,21844.193,22291.039,21946.5,22108.914,22429.584,22653.66,22819.863
125,11638.726,11507.102,11415.26,11353.283,11098.85,11057.212,10933.704,10839.779,10697.153,10585.128,10410.422,10122.471,10007.655,9969.9766,9871.3496,9692.9336,9611.1934,9437.0723,9330.5254,9196.1084
126,5047.4297,5249.0146,5364.1396,5659.3013,5853.0088,5973.7969,6234.5117,6373.1846,6948.6187,7131.1201,7415.3232,7638.1455,7861.1855,8018.0337,8274.6504,8548.3486,8896.1211,9205.3105,9550.8398,9932.6582
127,8941.54,9298.5264,10092.328,11054.084,10345.635,11077.015,11329.195,11703.395,11993.136,12041.498,11704.232,11698.489,12260.566,12334.207,12359.576,12526.566,12801.909,13129.845,13480.3,13760.6
