asdf_id,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020
38,9769.9316,9700.582,9648.7275,9670.3945,9919.1055,9894.3486,9903.9746,9911.9307,9855.7256,9896.3975,9983.9775,10247.768,10408.273,10224.568,10178.242,10392.209,10532.104,10536.568,10620.282,10675.038
39,20874.648,21245.277,21699.049,22101.734,22498.291,22950.773,23415.914,23819.98,24309.484,24833.559,25289.629,25948.953,26419.465,26970.133,27567.664,28024.717,28534.002,29027.607,29639.953,30234.707
40,28597.75,28756.199,29127.797,29417.012,29564.91,29840.85,30068.334,30359.547,30741.975,30854.98,31128.902,31481.523,31772.994,32048.477,32234.727,32484.236,32869.309,33120.625,33374.648,33658.379
41,14899.811,14688.095,14495.215,14260.076,14074.879,13940.02,13784.365,13569.646,13421.337,13273.186,13089.949,12873.85,12762.889,12630.518,12499.172,12323.445,12116.221,11999.11,11850.197,11696.891
42,9522.4707,9807.4785,10215.602,10499.692,10740.893,11037.988,11477.785,11786.548,12101.596,12488.952,12764.172,12933.126,13408.037,13960.383,14384.795,14668.587,14977.024,15401.725,15850.199,16279.27
43,13503.342,13556.068,13528.764,13533.408,13510.221,13414.481,13434.699,13367.445,13238.189,13202.053,13191.245,13119.052,13084.857,13179.934,13116.779,13103.538,13089.625,13070.697,13063.754,13055.846
44,4708.6934,4936.2861,5184.1021,5444.5313,5727.7217,5993.8613,6312.0513,6611.2935,6945.1611,7310.8735,7688.376,8097.1699,8532.8223,8963.6279,9386.0635,9853.2188,10349.136,10854.056,11395.017,11974.556
45,5244.0059,5216.9727,5183.9541,5125.5845,5380.311,5340.5928,5325.4126,5448.5317,5544.519,5209.856,5339.0356,5659.7354,5346.292,5473.5234,5721.1699,5766.0615,5776.0317,5845.3838,5818.0229,5914.6934
46,12972.702,13157.285,13352.265,13544.944,13775.75,13937.566,14178.564,14398.582,14622.283,14839.538,15105.243,15363.92,15596.555,15821.504,16031.691,16227.729,16529.496,16746.484,16996.445,17238.094
47,5976.7515,6296.5654,6639.396,6992.0371,7407.23,7809.8184,8232.4775,8665.9365,9139.2402,9645.0996,10170.17,10740.017,11317.605,11904.68,12526.793,13282.505,14045.436,14831.371,15659.51,16540.246
48,23619.641,24550.932,25782.254,26864.947,28336.207,29512.301,30818.563,32333.412,33713.066,34987.223,36883.188,38533.902,39968.512,41557.285,43006.832,45702.484,48020.07,50237.512,52554.109,55077.449
49,9841.5879,9768.623,10027.524,9803.0996,10061.25,10237.013,10444.583,10169.486,10163.139,10520.213,10362.307,10979.984,10904.713,11086.724,11185.664,11300.141,11677.354,11604.502,11737.061,11932.691
50,1848.7551,1895.2971,1970.5999,2036.0829,2088.1519,2154.292,2222.137,2283.5273,2343.7144,2409.4272,2486.8586,2557.4587,2630.167,2716.5037,2795.0227,2882.0908,2960.1128,3042.5181,3127.9026,3215.1997
51,20066.012,19782.254,19548.988,19319.473,19315.457,19168.836,18893.709,18848.863,18710.898,18539.057,18521.547,18631.859,18419.973,18044.781,17840.363,17825.285,17823.969,17662.078,17518.082,17384.256
52,4996.4902,5139.5107,5251.3003,5457.7837,5663.3037,5841.9678,6018.2725,6177.8579,6382.229,6607.1787,6797.5586,6981.0342,7205.7856,7350.3989,7547.0522,7873.6006,8121.0117,8342.9688,8595.1309,8886.3242
53,6162.9746,6106.4917,6023.0557,5999.7437,6016.1709,5957.8008,5923.0303,5902.981,5844.2959,5813.3271,5772.1489,5841.8843,5797.0122,5751.6494,5653.5469,5720.3184,5698.959,5695.9785,5675.9839,5648.8135
