asdf_id,shapeName,shapeID,year,co,tr6_co,tr100_co,tr400_co
47,Porco,BOL-ADM3-33444609B50648219,2015,398.4425,398.82455,398.94855,398.95731
47,Porco,BOL-ADM3-33444609B50648219,2016,401.68201,401.27884,401.2645,401.26355
47,Porco,BOL-ADM3-33444609B50648219,2017,403.12857,403.68607,403.58887,403.58176
47,Porco,BOL-ADM3-33444609B50648219,2018,407.11215,406.04849,405.92053,405.9118
47,Porco,BOL-ADM3-33444609B50648219,2019,408.1514,408.27792,408.25397,408.25241
47,Porco,BOL-ADM3-33444609B50648219,2020,410.05814,410.45578,410.59534,410.60495
48,Villa Montes,BOL-ADM3-33444609B43551685,2015,397.414,398.03079,398.1312,398.13821
48,Villa Montes,BOL-ADM3-33444609B43551685,2016,401.64786,400.55792,400.52985,400.52814
48,Villa Montes,BOL-ADM3-33444609B43551685,2017,402.26532,403.00101,402.93549,402.93048
48,Villa Montes,BOL-ADM3-33444609B43551685,2018,405.45294,405.43402,405.35226,405.34647
48,Villa Montes,BOL-ADM3-33444609B43551685,2019,408.74152,407.81366,407.7775,407.77536
48,Villa Montes,BOL-ADM3-33444609B43551685,2020,409.41867,410.09836,410.20944,410.21686
49,Yocalla,BOL-ADM3-33444609B55738046,2015,397.26624,398.06021,398.24454,398.25726
49,Yocalla,BOL-ADM3-33444609B55738046,2016,401.40555,400.61313,400.57092,400.56845
49,Yocalla,BOL-ADM3-33444609B55738046,2017,403.06995,403.05347,402.90109,402.89032
49,Yocalla,BOL-ADM3-33444609B55738046,2018,405.75293,405.37796,405.23322,405.22296
49,Yocalla,BOL-ADM3-33444609B55738046,2019,407.629,407.58545,407.56735,407.56601
49,Yocalla,BOL-ADM3-33444609B55738046,2020,409.30515,409.73596,409.90891,409.9212
50,Urmiri,BOL-ADM3-33444609B4133228,2015,396.94879,397.86322,398.08829,398.10385
50,Urmiri,BOL-ADM3-33444609B4133228,2016,401.4614,400.59479,400.54706,400.54398
50,Urmiri,BOL-ADM3-33444609B4133228,2017,403.14255,403.19666,403.00925,402.99619
50,Urmiri,BOL-ADM3-33444609B4133228,2018,406.43002,405.65698,405.47269,405.45975
50,Urmiri,BOL-ADM3-33444609B4133228,2019,407.73373,407.95486,407.936,407.93445
50,Urmiri,BOL-ADM3-33444609B4133228,2020,409.74875,410.19437,410.40762,410.4227
51,Mocomoco,BOL-ADM3-33444609B8281684,2015,398.40009,398.60361,398.59753,398.59695
51,Mocomoco,BOL-ADM3-33444609B8281684,2016,401.74963,401.19791,401.18549,401.18491
51,Mocomoco,BOL-ADM3-33444609B8281684,2017,403.32922,403.77637,403.78848,403.78928
51,Mocomoco,BOL-ADM3-33444609B8281684,2018,406.66452,406.39404,406.40976,406.41092
51,Mocomoco,BOL-ADM3-33444609B8281684,2019,408.64752,409.03613,409.04901,409.04977
51,Mocomoco,BOL-ADM3-33444609B8281684,2020,411.94806,411.73013,411.70773,411.70618
52,Saipina,BOL-ADM3-33444609B21235771,2015,397.16089,397.07858,396.91028,396.89838
52,Saipina,BOL-ADM3-33444609B21235771,2016,400.2131,399.39166,399.39166,399.39206
52,Saipina,BOL-ADM3-33444609B21235771,2017,400.9252,401.73145,401.89084,401.90198
52,Saipina,BOL-ADM3-33444609B21235771,2018,403.52026,404.24487,404.41916,404.43112
52,Saipina,BOL-ADM3-33444609B21235771,2019,407.09711,406.95099,406.97815,406.9801
52,Saipina,BOL-ADM3-33444609B21235771,2020,410.23752,409.75296,409.56015,409.54669
53,Omereque,BOL-ADM3-33444609B25995685,2015,398.67438,398.38681,398.2081,398.19537
53,Omereque,BOL-ADM3-33444609B25995685,2016,400.96579,400.62573,400.63663,400.6376
53,Omereque,BOL-ADM3-33444609B25995685,2017,402.49454,402.92355,403.08459,403.09595
53,Omereque,BOL-ADM3-33444609B25995685,2018,404.51733,405.38336,405.56049,405.57266
53,Omereque,BOL-ADM3-33444609B25995685,2019,408.23309,408.04047,408.06656,408.06848
53,Omereque,BOL-ADM3-33444609B25995685,2020,411.26904,410.79138,410.59494,410.58124
54,Porongo,BOL-ADM3-33444609B55124296,2015,398.8049,399.37643,399.45071,399.45547
54,Porongo,BOL-ADM3-33444609B55124296,2016,402.62335,401.88492,401.84909,401.84695
54,Porongo,BOL-ADM3-33444609B55124296,2017,404.61163,404.31659,404.25528,404.25125
54,Porongo,BOL-ADM3-33444609B55124296,2018,406.10944,406.69608,406.67068,406.66837
54,Porongo,BOL-ADM3-33444609B55124296,2019,409.30713,409.09641,409.09991,409.09991
54,Porongo,BOL-ADM3-33444609B55124296,2020,411.41296,411.49734,411.5423,411.54562
55,Santa Cruz de la Sierra,BOL-ADM3-33444609B6878387,2015,398.13211,398.75171,398.87589,398.88425
55,Santa Cruz de la Sierra,BOL-ADM3-33444609B6878387,2016,401.83102,401.2157,401.17935,401.17725
55,Santa Cruz de la Sierra,BOL-ADM3-33444609B6878387,2017,403.8519,403.59467,403.48883,403.48169
55,Santa Cruz de la Sierra,BOL-ADM3-33444609B6878387,2018,405.88062,405.8851,405.80307,405.79706
55,Santa Cruz de la Sierra,BOL-ADM3-33444609B6878387,2019,408.02582,408.12589,408.12433,408.12415
55,Santa Cruz de la Sierra,BOL-ADM3-33444609B6878387,2020,410.20813,410.35538,410.45676,410.46399
56,San Ignacio,BOL-ADM3-33444609B3318455,2015,399.16882,399.45605,399.49509,399.49774
56,San Ignacio,BOL-ADM3-33444609B3318455,2016,401.88455,401.55811,401.53897,401.53802
56,San Ignacio,BOL-ADM3-33444609B3318455,2017,403.836,403.62466,403.59003,403.58771
56,San Ignacio,BOL-ADM3-33444609B3318455,2018,405.4942,405.66144,405.64828,405.64731
56,San Ignacio,BOL-ADM3-33444609B3318455,2019,407.54407,407.70789,407.71683,407.71722
56,San Ignacio,BOL-ADM3-33444609B3318455,2020,409.85822,409.77759,409.79633,409.7977
57,San Javier,BOL-ADM3-33444609B8905284,2015,398.43094,398.73193,398.70627,398.70419
57,San Javier,BOL-ADM3-33444609B8905284,2016,402.13358,401.2821,401.26181,401.26086
57,San Javier,BOL-ADM3-33444609B8905284,2017,403.24911,403.79987,403.83084,403.83316
57,San Javier,BOL-ADM3-33444609B8905284,2018,406.54404,406.37314,406.41965,406.42273
57,San Javier,BOL-ADM3-33444609B8905284,2019,408.40985,409.00238,409.02853,409.02988
57,San Javier,BOL-ADM3-33444609B8905284,2020,412.14072,411.71658,411.65887,411.65494
58,San Pedro,BOL-ADM3-33444609B2142879,2015,398.56201,398.63269,398.76996,398.78003
58,San Pedro,BOL-ADM3-33444609B2142879,2016,400.99219,401.2048,401.21686,401.21722
58,San Pedro,BOL-ADM3-33444609B2142879,2017,403.37631,403.78195,403.67664,403.66855
58,San Pedro,BOL-ADM3-33444609B2142879,2018,406.65768,406.31808,406.14511,406.1333
58,San Pedro,BOL-ADM3-33444609B2142879,2019,410.48264,408.70041,408.61447,408.60959
58,San Pedro,BOL-ADM3-33444609B2142879,2020,409.44312,410.86816,411.08255,411.09686
59,Cajuata,BOL-ADM3-33444609B87038976,2015,397.35535,398.4989,398.91299,398.94229
59,Cajuata,BOL-ADM3-33444609B87038976,2016,402.60959,401.67072,401.63071,401.62762
59,Cajuata,BOL-ADM3-33444609B87038976,2017,403.51199,404.68152,404.3511,404.327
59,Cajuata,BOL-ADM3-33444609B87038976,2018,409.86102,407.49234,407.06781,407.03891
59,Cajuata,BOL-ADM3-33444609B87038976,2019,410.74384,409.87332,409.76645,409.75958
59,Cajuata,BOL-ADM3-33444609B87038976,2020,410.12936,411.97266,412.45935,412.49277
60,Inquisivi,BOL-ADM3-33444609B59519836,2015,398.22684,399.13293,399.43719,399.45871
60,Inquisivi,BOL-ADM3-33444609B59519836,2016,402.80841,402.02808,401.99396,401.99149
60,Inquisivi,BOL-ADM3-33444609B59519836,2017,404.1185,404.79712,404.55457,404.53702
60,Inquisivi,BOL-ADM3-33444609B59519836,2018,408.69595,407.41541,407.11517,407.0946
60,Inquisivi,BOL-ADM3-33444609B59519836,2019,410.71744,409.74768,409.66681,409.66193
60,Inquisivi,BOL-ADM3-33444609B59519836,2020,410.42816,411.86325,412.21652,412.24069
61,Irupana,BOL-ADM3-33444609B26067698,2015,396.33337,397.94159,398.42615,398.45978
61,Irupana,BOL-ADM3-33444609B26067698,2016,402.11911,400.96075,400.88297,400.87781
61,Irupana,BOL-ADM3-33444609B26067698,2017,403.62381,403.74133,403.33377,403.30493
61,Irupana,BOL-ADM3-33444609B26067698,2018,408.33612,406.20206,405.7692,405.7392
61,Irupana,BOL-ADM3-33444609B26067698,2019,407.87457,408.24191,408.18292,408.17865
61,Irupana,BOL-ADM3-33444609B26067698,2020,408.92142,410.10266,410.59436,410.62863
62,Chulumani,BOL-ADM3-33444609B18902401,2015,394.2218,396.27243,396.88455,396.92712
62,Chulumani,BOL-ADM3-33444609B18902401,2016,400.95093,399.6521,399.54709,399.54025
62,Chulumani,BOL-ADM3-33444609B18902401,2017,403.13123,402.7261,402.20026,402.16345
62,Chulumani,BOL-ADM3-33444609B18902401,2018,407.86322,405.36096,404.83072,404.79364
62,Chulumani,BOL-ADM3-33444609B18902401,2019,406.52435,407.48672,407.43405,407.42999
62,Chulumani,BOL-ADM3-33444609B18902401,2020,408.27063,409.43674,410.03656,410.0788
63,PoopÃ³,BOL-ADM3-33444609B62162538,2015,399.17474,399.47165,399.54102,399.54596
63,PoopÃ³,BOL-ADM3-33444609B62162538,2016,402.23508,401.96829,401.95276,401.95178
63,PoopÃ³,BOL-ADM3-33444609B62162538,2017,404.60779,404.43246,404.37521,404.37115
63,PoopÃ³,BOL-ADM3-33444609B62162538,2018,406.56589,406.85825,406.80762,406.80392
63,PoopÃ³,BOL-ADM3-33444609B62162538,2019,409.7598,409.26752,409.25153,409.25055
63,PoopÃ³,BOL-ADM3-33444609B62162538,2020,411.29181,411.63589,411.70596,411.71088
64,Totora,BOL-ADM3-33444609B19359116,2015,400.12778,400.04428,400.13165,400.13834
64,Totora,BOL-ADM3-33444609B19359116,2016,402.42297,402.65295,402.67426,402.6752
64,Totora,BOL-ADM3-33444609B19359116,2017,404.69003,405.29214,405.233,405.228
64,Totora,BOL-ADM3-33444609B19359116,2018,408.09937,407.93854,407.8053,407.79636
64,Totora,BOL-ADM3-33444609B19359116,2019,412.49167,410.47064,410.38318,410.37827
64,Totora,BOL-ADM3-33444609B19359116,2020,411.36575,412.79028,412.96136,412.97241
65,Betanzos,BOL-ADM3-33444609B40503271,2015,398.26187,398.13501,398.02679,398.01941
65,Betanzos,BOL-ADM3-33444609B40503271,2016,400.9527,400.31506,400.32574,400.32651
65,Betanzos,BOL-ADM3-33444609B40503271,2017,401.20786,402.52759,402.64008,402.64755
65,Betanzos,BOL-ADM3-33444609B40503271,2018,405.24084,404.89655,404.97919,404.98517
65,Betanzos,BOL-ADM3-33444609B40503271,2019,407.41302,407.33539,407.33713,407.33752
65,Betanzos,BOL-ADM3-33444609B40503271,2020,409.94727,409.81079,409.71133,409.7041
66,Turco,BOL-ADM3-33444609B16444652,2015,399.40536,399.54196,399.53033,399.52957
66,Turco,BOL-ADM3-33444609B16444652,2016,402.418,401.93512,401.92917,401.92899
66,Turco,BOL-ADM3-33444609B16444652,2017,403.92566,404.32043,404.34106,404.34244
66,Turco,BOL-ADM3-33444609B16444652,2018,406.41904,406.75348,406.76978,406.77094
66,Turco,BOL-ADM3-33444609B16444652,2019,409.83475,409.22733,409.21503,409.21445
66,Turco,BOL-ADM3-33444609B16444652,2020,411.457,411.68027,411.673,411.67221
67,Todos Santos,BOL-ADM3-33444609B61346396,2015,397.67212,397.97327,397.93552,397.9325
67,Todos Santos,BOL-ADM3-33444609B61346396,2016,401.49146,400.55756,400.53751,400.53653
67,Todos Santos,BOL-ADM3-33444609B61346396,2017,402.52673,403.10959,403.15359,403.15686
67,Todos Santos,BOL-ADM3-33444609B61346396,2018,405.61755,405.7309,405.79126,405.79532
67,Todos Santos,BOL-ADM3-33444609B61346396,2019,408.1734,408.43039,408.45123,408.45239
67,Todos Santos,BOL-ADM3-33444609B61346396,2020,411.52234,411.19958,411.13235,411.12784
68,ConcepciÃ³n,BOL-ADM3-33444609B73204671,2015,398.88937,399.21136,399.14645,399.14151
68,ConcepciÃ³n,BOL-ADM3-33444609B73204671,2016,402.66791,401.62973,401.60522,401.60406
68,ConcepciÃ³n,BOL-ADM3-33444609B73204671,2017,403.58368,404.01074,404.07626,404.08105
68,ConcepciÃ³n,BOL-ADM3-33444609B73204671,2018,405.97864,406.46866,406.5683,406.57489
68,ConcepciÃ³n,BOL-ADM3-33444609B73204671,2019,408.76263,409.05173,409.08432,409.08624
68,ConcepciÃ³n,BOL-ADM3-33444609B73204671,2020,412.22299,411.73013,411.62177,411.6145
69,Santa Rosa,BOL-ADM3-33444609B19125904,2015,399.08615,399.155,399.19766,399.2009
69,Santa Rosa,BOL-ADM3-33444609B19125904,2016,401.91019,401.53015,401.54126,401.54184
69,Santa Rosa,BOL-ADM3-33444609B19125904,2017,403.07629,403.90848,403.89767,403.89615
69,Santa Rosa,BOL-ADM3-33444609B19125904,2018,405.64316,406.3396,406.26947,406.26462
69,Santa Rosa,BOL-ADM3-33444609B19125904,2019,411.48724,408.74054,408.65091,408.64603
69,Santa Rosa,BOL-ADM3-33444609B19125904,2020,409.39825,410.91284,411.02982,411.03708
70,Huacaraje,BOL-ADM3-33444609B59987600,2015,398.68091,399.19385,399.15292,399.14969
70,Huacaraje,BOL-ADM3-33444609B59987600,2016,403.13071,401.51312,401.48364,401.4823
70,Huacaraje,BOL-ADM3-33444609B59987600,2017,402.40747,403.76288,403.82315,403.82721
70,Huacaraje,BOL-ADM3-33444609B59987600,2018,406.33646,406.11957,406.18326,406.18771
70,Huacaraje,BOL-ADM3-33444609B59987600,2019,408.28391,408.54355,408.56204,408.56302
70,Huacaraje,BOL-ADM3-33444609B59987600,2020,411.32993,411.03021,410.95831,410.9534
71,La Rivera,BOL-ADM3-33444609B98058544,2015,398.57574,398.91925,398.94684,398.94873
71,La Rivera,BOL-ADM3-33444609B98058544,2016,402.16647,401.40802,401.39099,401.39005
71,La Rivera,BOL-ADM3-33444609B98058544,2017,403.34274,403.85666,403.84625,403.84549
71,La Rivera,BOL-ADM3-33444609B98058544,2018,406.21158,406.33087,406.31693,406.31598
71,La Rivera,BOL-ADM3-33444609B98058544,2019,409.29126,408.81482,408.80194,408.80118
71,La Rivera,BOL-ADM3-33444609B98058544,2020,411.0163,411.27295,411.29941,411.30118
72,Entre RÃ­os,BOL-ADM3-33444609B65603601,2015,398.19501,398.23428,398.26239,398.2645
72,Entre RÃ­os,BOL-ADM3-33444609B65603601,2016,400.61215,400.70084,400.69891,400.69873
72,Entre RÃ­os,BOL-ADM3-33444609B65603601,2017,403.29068,403.17648,403.14957,403.14783
72,Entre RÃ­os,BOL-ADM3-33444609B65603601,2018,405.83487,405.64017,405.61307,405.61115
72,Entre RÃ­os,BOL-ADM3-33444609B65603601,2019,407.91357,408.08911,408.08911,408.08893
72,Entre RÃ­os,BOL-ADM3-33444609B65603601,2020,410.54681,410.55206,410.57986,410.58185
73,San JoaquÃ­n,BOL-ADM3-33444609B85871655,2015,398.69781,399.49222,399.5191,399.52042
73,San JoaquÃ­n,BOL-ADM3-33444609B85871655,2016,403.52682,401.90543,401.85443,401.85175
73,San JoaquÃ­n,BOL-ADM3-33444609B85871655,2017,403.56122,404.20441,404.19495,404.19437
73,San JoaquÃ­n,BOL-ADM3-33444609B85871655,2018,406.69778,406.51984,406.54932,406.55084
73,San JoaquÃ­n,BOL-ADM3-33444609B85871655,2019,407.96024,408.88031,408.91949,408.92166
73,San JoaquÃ­n,BOL-ADM3-33444609B85871655,2020,411.90918,411.34473,411.3096,411.30765
74,San RamÃ³n,BOL-ADM3-33444609B31629000,2015,398.9342,399.30139,399.23038,399.22488
74,San RamÃ³n,BOL-ADM3-33444609B31629000,2016,402.94788,401.61194,401.58685,401.58569
74,San RamÃ³n,BOL-ADM3-33444609B31629000,2017,402.76834,403.87631,403.9541,403.95969
74,San RamÃ³n,BOL-ADM3-33444609B31629000,2018,406.62857,406.24991,406.34329,406.34967
74,San RamÃ³n,BOL-ADM3-33444609B31629000,2019,407.76901,408.7117,408.75302,408.75537
74,San RamÃ³n,BOL-ADM3-33444609B31629000,2020,412.01126,411.30197,411.18527,411.17743
75,Tiahuanacu,BOL-ADM3-33444609B70300813,2015,400.61057,400.39523,400.35858,400.35611
75,Tiahuanacu,BOL-ADM3-33444609B70300813,2016,402.4707,402.73514,402.74799,402.74857
75,Tiahuanacu,BOL-ADM3-33444609B70300813,2017,405.13742,405.12366,405.15417,405.15613
75,Tiahuanacu,BOL-ADM3-33444609B70300813,2018,407.41986,407.55356,407.57709,407.57864
75,Tiahuanacu,BOL-ADM3-33444609B70300813,2019,410.22156,410.02014,410.01642,410.01624
75,Tiahuanacu,BOL-ADM3-33444609B70300813,2020,412.46402,412.49631,412.47015,412.4682
76,Colquechaca,BOL-ADM3-33444609B2169284,2015,397.91635,398.23828,398.33154,398.33798
76,Colquechaca,BOL-ADM3-33444609B2169284,2016,400.83884,400.75186,400.73236,400.7312
76,Colquechaca,BOL-ADM3-33444609B2169284,2017,403.66833,403.22916,403.14343,403.13766
76,Colquechaca,BOL-ADM3-33444609B2169284,2018,405.73944,405.63089,405.56165,405.55661
76,Colquechaca,BOL-ADM3-33444609B2169284,2019,407.73343,407.98795,407.98892,407.98892
76,Colquechaca,BOL-ADM3-33444609B2169284,2020,410.2919,410.3493,410.42953,410.43521
77,Pocoata,BOL-ADM3-33444609B28265316,2015,398.34851,398.60931,398.71805,398.72546
77,Pocoata,BOL-ADM3-33444609B28265316,2016,401.03656,401.14453,401.13077,401.12964
77,Pocoata,BOL-ADM3-33444609B28265316,2017,404.18134,403.65375,403.55423,403.5473
77,Pocoata,BOL-ADM3-33444609B28265316,2018,406.1225,406.07581,405.98401,405.97745
77,Pocoata,BOL-ADM3-33444609B28265316,2019,408.51782,408.43427,408.42142,408.42044
77,Pocoata,BOL-ADM3-33444609B28265316,2020,410.47214,410.76022,410.86954,410.87717
78,Llica,BOL-ADM3-33444609B5007094,2015,398.56845,398.90558,398.94742,398.95026
78,Llica,BOL-ADM3-33444609B5007094,2016,401.83652,401.22928,401.21188,401.21094
78,Llica,BOL-ADM3-33444609B5007094,2017,403.2103,403.5119,403.48517,403.48325
78,Llica,BOL-ADM3-33444609B5007094,2018,405.72638,405.7959,405.76996,405.76804
78,Llica,BOL-ADM3-33444609B5007094,2019,408.38828,408.07568,408.06616,408.06558
78,Llica,BOL-ADM3-33444609B5007094,2020,410.12411,410.33463,410.37259,410.37534
79,Quillacollo,BOL-ADM3-33444609B2586032,2015,399.73145,398.95294,398.76254,398.74963
79,Quillacollo,BOL-ADM3-33444609B2586032,2016,400.54175,400.94357,400.99118,400.99405
79,Quillacollo,BOL-ADM3-33444609B2586032,2017,402.02582,403.06998,403.24203,403.25378
79,Quillacollo,BOL-ADM3-33444609B2586032,2018,405.84824,405.39536,405.52063,405.52994
79,Quillacollo,BOL-ADM3-33444609B2586032,2019,407.73944,407.81561,407.82047,407.82104
79,Quillacollo,BOL-ADM3-33444609B2586032,2020,410.59216,410.29745,410.13785,410.12631
80,Sacaba,BOL-ADM3-33444609B27378021,2015,397.5491,397.17896,397.0144,397.00284
80,Sacaba,BOL-ADM3-33444609B27378021,2016,399.92307,399.54251,399.5654,399.56711
80,Sacaba,BOL-ADM3-33444609B27378021,2017,400.66513,401.97998,402.13834,402.14908
80,Sacaba,BOL-ADM3-33444609B27378021,2018,404.96106,404.61478,404.74231,404.75137
80,Sacaba,BOL-ADM3-33444609B27378021,2019,407.21738,407.35928,407.37189,407.37286
80,Sacaba,BOL-ADM3-33444609B27378021,2020,410.54431,410.18069,410.02383,410.0127
81,Tiquipaya,BOL-ADM3-33444609B80439797,2015,398.92361,398.00574,397.71585,397.69592
81,Tiquipaya,BOL-ADM3-33444609B80439797,2016,399.99838,400.02045,400.07574,400.07938
81,Tiquipaya,BOL-ADM3-33444609B80439797,2017,400.41327,402.19376,402.46176,402.47998
81,Tiquipaya,BOL-ADM3-33444609B80439797,2018,405.15829,404.67361,404.88593,404.90118
81,Tiquipaya,BOL-ADM3-33444609B80439797,2019,407.16806,407.32257,407.33926,407.34082
81,Tiquipaya,BOL-ADM3-33444609B80439797,2020,410.6416,410.0788,409.81567,409.79712
82,Colcapirhua,BOL-ADM3-33444609B86021401,2015,398.86151,398.55801,398.37543,398.36267
82,Colcapirhua,BOL-ADM3-33444609B86021401,2016,401.32248,400.71228,400.73007,400.73141
82,Colcapirhua,BOL-ADM3-33444609B86021401,2017,401.59326,402.92722,403.10342,403.11554
82,Colcapirhua,BOL-ADM3-33444609B86021401,2018,405.31927,405.35147,405.50693,405.51773
82,Colcapirhua,BOL-ADM3-33444609B86021401,2019,408.00998,407.92181,407.93619,407.93738
82,Colcapirhua,BOL-ADM3-33444609B86021401,2020,410.93564,410.56714,410.38571,410.3728
83,Sipesipe,BOL-ADM3-33444609B57513939,2015,400.04028,399.42386,399.28522,399.27588
83,Sipesipe,BOL-ADM3-33444609B57513939,2016,401.22836,401.55353,401.5943,401.59662
83,Sipesipe,BOL-ADM3-33444609B57513939,2017,402.98697,403.79407,403.92426,403.93292
83,Sipesipe,BOL-ADM3-33444609B57513939,2018,406.08963,406.1951,406.27936,406.28555
83,Sipesipe,BOL-ADM3-33444609B57513939,2019,409.5152,408.67603,408.6546,408.65363
83,Sipesipe,BOL-ADM3-33444609B57513939,2020,410.92264,411.13763,411.04239,411.03531
84,Vinto,BOL-ADM3-33444609B63544582,2015,400.19684,399.41718,399.23325,399.22067
84,Vinto,BOL-ADM3-33444609B63544582,2016,400.96671,401.36765,401.41663,401.41949
84,Vinto,BOL-ADM3-33444609B63544582,2017,402.33862,403.45343,403.62158,403.63293
84,Vinto,BOL-ADM3-33444609B63544582,2018,406.2276,405.73825,405.85376,405.86227
84,Vinto,BOL-ADM3-33444609B63544582,2019,408.16284,408.10703,408.10565,408.10587
84,Vinto,BOL-ADM3-33444609B63544582,2020,410.71545,410.52075,410.37338,410.36282
85,Tarata,BOL-ADM3-33444609B91378627,2015,397.60919,397.80499,397.80594,397.80594
85,Tarata,BOL-ADM3-33444609B91378627,2016,401.06589,400.60587,400.59595,400.59537
85,Tarata,BOL-ADM3-33444609B91378627,2017,403.42114,403.39456,403.40341,403.40378
85,Tarata,BOL-ADM3-33444609B91378627,2018,405.02237,406.21329,406.23132,406.23227
85,Tarata,BOL-ADM3-33444609B91378627,2019,410.56195,409.10968,409.08273,409.08139
85,Tarata,BOL-ADM3-33444609B91378627,2020,411.39209,411.93927,411.94849,411.9491
86,Totora,BOL-ADM3-33444609B10790515,2015,397.27316,397.92206,397.95068,397.95239
86,Totora,BOL-ADM3-33444609B10790515,2016,401.68185,400.19958,400.16467,400.16293
86,Totora,BOL-ADM3-33444609B10790515,2017,401.57697,402.38519,402.38403,402.38385
86,Totora,BOL-ADM3-33444609B10790515,2018,404.03815,404.6105,404.61728,404.61746
86,Totora,BOL-ADM3-33444609B10790515,2019,407.79108,406.88016,406.86484,406.86386
86,Totora,BOL-ADM3-33444609B10790515,2020,408.74734,409.10498,409.12097,409.12195
87,Buena Vista,BOL-ADM3-33444609B62366677,2015,397.72537,398.71387,398.82532,398.83273
87,Buena Vista,BOL-ADM3-33444609B62366677,2016,402.69522,401.24918,401.18893,401.18549
87,Buena Vista,BOL-ADM3-33444609B62366677,2017,403.98196,403.64044,403.55521,403.54944
87,Buena Vista,BOL-ADM3-33444609B62366677,2018,404.51263,405.95691,405.92828,405.92557
87,Buena Vista,BOL-ADM3-33444609B62366677,2019,409.39407,408.32562,408.31647,408.31589
87,Buena Vista,BOL-ADM3-33444609B62366677,2020,410.22745,410.64175,410.71381,410.7189
88,San Carlos,BOL-ADM3-33444609B65201053,2015,398.39822,399.19232,399.21326,399.21439
88,San Carlos,BOL-ADM3-33444609B65201053,2016,403.23248,401.62399,401.57553,401.57306
88,San Carlos,BOL-ADM3-33444609B65201053,2017,403.94223,403.94141,403.94351,403.94351
88,San Carlos,BOL-ADM3-33444609B65201053,2018,404.05655,406.27335,406.32547,406.32819
88,San Carlos,BOL-ADM3-33444609B65201053,2019,410.76132,408.75089,408.73001,408.72903
88,San Carlos,BOL-ADM3-33444609B65201053,2020,410.55597,411.14862,411.14294,411.14255
89,Magdalena,BOL-ADM3-33444609B24515942,2015,399.61276,399.89191,399.86749,399.86578
89,Magdalena,BOL-ADM3-33444609B24515942,2016,403.04733,401.99973,401.9863,401.98572
89,Magdalena,BOL-ADM3-33444609B24515942,2017,402.76007,404.07355,404.11383,404.11633
89,Magdalena,BOL-ADM3-33444609B24515942,2018,407.10544,406.23636,406.25803,406.2598
89,Magdalena,BOL-ADM3-33444609B24515942,2019,407.81882,408.40155,408.41364,408.4144
89,Magdalena,BOL-ADM3-33444609B24515942,2020,410.88394,410.62039,410.5838,410.58124
90,Portachuelo,BOL-ADM3-33444609B38843317,2015,397.97885,399.14835,399.37949,399.39529
90,Portachuelo,BOL-ADM3-33444609B38843317,2016,403.06262,401.85385,401.78699,401.78296
90,Portachuelo,BOL-ADM3-33444609B38843317,2017,404.95547,404.38773,404.19476,404.18146
90,Portachuelo,BOL-ADM3-33444609B38843317,2018,406.04364,406.75116,406.60126,406.59021
90,Portachuelo,BOL-ADM3-33444609B38843317,2019,409.82785,409.03711,409.01251,409.01077
90,Portachuelo,BOL-ADM3-33444609B38843317,2020,410.54333,411.22647,411.42926,411.44357
91,San Antonio de Esmoruco,BOL-ADM3-33444609B37744367,2015,398.20853,398.23526,398.25043,398.25159
91,San Antonio de Esmoruco,BOL-ADM3-33444609B37744367,2016,400.63275,400.67886,400.67734,400.67734
91,San Antonio de Esmoruco,BOL-ADM3-33444609B37744367,2017,403.24683,403.13324,403.11862,403.11765
91,San Antonio de Esmoruco,BOL-ADM3-33444609B37744367,2018,405.55194,405.5864,405.57343,405.57248
91,San Antonio de Esmoruco,BOL-ADM3-33444609B37744367,2019,408.09326,408.04495,408.04242,408.04224
91,San Antonio de Esmoruco,BOL-ADM3-33444609B37744367,2020,410.45459,410.5094,410.52545,410.52664
92,Uriondo,BOL-ADM3-33444609B1106358,2015,396.30765,397.2316,397.55884,397.58179
92,Uriondo,BOL-ADM3-33444609B1106358,2016,400.25571,400.03702,399.99146,399.9884
92,Uriondo,BOL-ADM3-33444609B1106358,2017,403.50174,402.7121,402.42627,402.40631
92,Uriondo,BOL-ADM3-33444609B1106358,2018,405.63269,405.13834,404.85312,404.83304
92,Uriondo,BOL-ADM3-33444609B1106358,2019,407.78854,407.32275,407.27206,407.26877
92,Uriondo,BOL-ADM3-33444609B1106358,2020,408.31458,409.3526,409.69199,409.71564
93,Mojinete,BOL-ADM3-33444609B85745690,2015,398.06668,398.55707,398.64905,398.65512
93,Mojinete,BOL-ADM3-33444609B85745690,2016,401.42902,401.02942,400.9971,400.99518
93,Mojinete,BOL-ADM3-33444609B85745690,2017,403.89734,403.43765,403.353,403.34744
93,Mojinete,BOL-ADM3-33444609B85745690,2018,405.83008,405.76514,405.71521,405.71155
93,Mojinete,BOL-ADM3-33444609B85745690,2019,407.43201,408.06927,408.08777,408.08853
93,Mojinete,BOL-ADM3-33444609B85745690,2020,410.62433,410.41916,410.47574,410.47986
94,Yacuiba,BOL-ADM3-33444609B87243497,2015,397.44009,397.85944,397.86627,397.86664
94,Yacuiba,BOL-ADM3-33444609B87243497,2016,401.50864,400.44775,400.42596,400.42484
94,Yacuiba,BOL-ADM3-33444609B87243497,2017,402.34424,402.98505,402.99774,402.99832
94,Yacuiba,BOL-ADM3-33444609B87243497,2018,405.03766,405.57306,405.58813,405.5889
