asdf_id,viirs_ntl_annual_v20_avg_masked.2019.sum,viirs_ntl_annual_v20_avg_masked.2014.sum,viirs_ntl_annual_v20_avg_masked.2012.sum,viirs_ntl_annual_v20_avg_masked.2016.sum,viirs_ntl_annual_v20_avg_masked.2015.sum,viirs_ntl_annual_v20_avg_masked.2013.sum,viirs_ntl_annual_v20_avg_masked.2017.sum,viirs_ntl_annual_v20_avg_masked.2020.sum,viirs_ntl_annual_v20_avg_masked.2018.sum,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
35,84.6158065796,35.249977111816406,36.528663635253906,34.50342559814453,38.66165542602539,41.83254623413086,77.336730957,82.1636734008789,97.8443450928,ADM3,35,35,BOL,BOL-ADM3-33444609B75362770,San Lucas,ADM3
36,56.3541946411,31.277265548706055,24.102020263671875,42.26967239379883,31.4328670501709,22.871164321899414,56.8751220703,109.36933135986328,60.5427780151,ADM3,36,36,BOL,BOL-ADM3-33444609B89526883,Culpina,ADM3
37,29.474905014,15.573291778564453,7.61771297454834,18.928192138671875,22.42501449584961,11.954900741577148,26.5846176147,32.042083740234375,23.7797698975,ADM3,37,37,BOL,BOL-ADM3-33444609B77799107,Incahuasi,ADM3
38,267.007507324,148.86813354492188,140.9921875,217.2909698486328,207.18064880371094,167.08560180664062,279.516784668,335.2417907714844,289.95715332,ADM3,38,38,BOL,BOL-ADM3-33444609B36544235,San Juan,ADM3
39,18.0484237671,19.129501342773438,15.612367630004883,11.00561809539795,19.113861083984375,19.4713134765625,20.9065055847,23.064586639404297,27.029132843,ADM3,39,39,BOL,BOL-ADM3-33444609B69045844,Tinguipaya,ADM3
40,110.41607666,25.802242279052734,19.556533813476562,38.998619079589844,38.0858154296875,24.797863006591797,94.6200866699,144.45513916015625,109.133209229,ADM3,40,40,BOL,BOL-ADM3-33444609B29777572,San Pedro,ADM3
41,116.661613464,40.32537078857422,35.165199279785156,53.445289611816406,46.83601760864258,36.464332580566406,88.8954315186,125.52831268310547,99.256439209,ADM3,41,41,BOL,BOL-ADM3-33444609B4195370,Villa Ancoraimes,ADM3
42,2086.10512543,1562.7343788146973,1603.7527961730957,1716.2211303710938,1586.2074661254883,1614.5894813537598,2045.43878174,2270.2199783325195,2068.02757263,ADM3,42,42,BOL,BOL-ADM3-33444609B80268637,"Colcha ""K""",ADM3
43,160.010025024,75.5325927734375,42.278072357177734,103.59160614013672,78.86577606201172,63.85326385498047,144.496810913,156.04397583007812,150.290328979,ADM3,43,43,BOL,BOL-ADM3-33444609B33602201,Puerto Mayor de Carabuco,ADM3
44,123.483688354,76.5838394165039,90.0404052734375,79.92192840576172,84.8472900390625,101.79452514648438,134.616516113,159.38099670410156,144.478439331,ADM3,44,44,BOL,BOL-ADM3-33444609B55181457,Sabaya,ADM3
45,9.87012481689,4.4502668380737305,2.081223249435425,6.308434963226318,7.808361530303955,2.6862406730651855,8.62516880035,15.163902759552002,12.3753528595,ADM3,45,45,BOL,BOL-ADM3-33444609B74955412,Loreto,ADM3
46,252.198890686,164.22257661819458,175.0325412750244,202.69855785369873,190.4043788909912,182.19203186035156,302.917528152,291.19858264923096,283.909955978,ADM3,46,46,BOL,BOL-ADM3-33444609B79735413,Tomave,ADM3
47,389.836578369,190.59716796875,172.40451049804688,288.0630187988281,209.8132781982422,197.54640197753906,317.26550293,386.3174133300781,295.98626709,ADM3,47,47,BOL,BOL-ADM3-33444609B50648219,Porco,ADM3
48,5033.09404439,4740.294426903129,3925.411734715104,3709.0776971280575,3981.8583649992943,4178.161731764674,4615.07321471,5182.66037607193,4579.73009777,ADM3,48,48,BOL,BOL-ADM3-33444609B43551685,Villa Montes,ADM3
49,344.134216309,227.79103088378906,187.01577758789062,292.13116455078125,308.09283447265625,214.6633758544922,357.498443604,363.76214599609375,362.022399902,ADM3,49,49,BOL,BOL-ADM3-33444609B55738046,Yocalla,ADM3
50,23.1222057343,17.247453689575195,12.890722274780273,19.366945266723633,21.43916893005371,18.65300941467285,31.0100231171,32.077030181884766,27.8941764832,ADM3,50,50,BOL,BOL-ADM3-33444609B4133228,Urmiri,ADM3
51,54.1836738586,16.93600082397461,14.098381042480469,15.27523422241211,16.169584274291992,18.17812728881836,34.0731086731,41.029293060302734,44.5543365479,ADM3,51,51,BOL,BOL-ADM3-33444609B8281684,Mocomoco,ADM3
52,105.29800415,76.71453857421875,85.68064880371094,108.78604888916016,91.13256072998047,95.9515380859375,116.443878174,128.16864013671875,113.2315979,ADM3,52,52,BOL,BOL-ADM3-33444609B21235771,Saipina,ADM3
53,39.0811386108,29.6402645111084,20.07084846496582,56.6640510559082,35.713871002197266,26.4803409576416,46.2555847168,37.62095642089844,48.1921653748,ADM3,53,53,BOL,BOL-ADM3-33444609B25995685,Omereque,ADM3
54,2657.79882812,1544.3482666015625,1085.6221923828125,1952.703857421875,1838.7374267578125,1221.1380615234375,2339.18212891,2677.81689453125,2758.10205078,ADM3,54,54,BOL,BOL-ADM3-33444609B55124296,Porongo,ADM3
55,61675.640625,48710.87890625,39670.73046875,61954.8515625,58417.61328125,45361.2421875,62087.5234375,59850.9609375,64137.6210938,ADM3,55,55,BOL,BOL-ADM3-33444609B6878387,Santa Cruz de la Sierra,ADM3
56,197.521652997,95.62075996398926,84.24217081069946,129.5418180823326,87.70176503062248,113.37826716899872,159.015721023,190.1581199169159,175.352841079,ADM3,56,56,BOL,BOL-ADM3-33444609B3318455,San Ignacio,ADM3
57,22.5245361328,1.5782577991485596,1.9808446168899536,13.597513198852539,7.667015552520752,2.68850040435791,22.6343631744,19.397457122802734,25.8357124329,ADM3,57,57,BOL,BOL-ADM3-33444609B8905284,San Javier,ADM3
58,535.93989563,337.2456359863281,320.3183431625366,439.4766149520874,401.5180130004883,422.1476860046387,584.383012772,560.7962989807129,471.762174606,ADM3,58,58,BOL,BOL-ADM3-33444609B2142879,San Pedro,ADM3
59,13.1462430954,11.805093765258789,3.5462260246276855,14.297472953796387,10.92380142211914,7.938620567321777,22.2321929932,24.974145889282227,25.4602870941,ADM3,59,59,BOL,BOL-ADM3-33444609B87038976,Cajuata,ADM3
60,20.4469985962,11.682923316955566,8.723004341125488,10.531588554382324,10.313462257385254,18.637004852294922,21.0559692383,20.726049423217773,22.5362701416,ADM3,60,60,BOL,BOL-ADM3-33444609B59519836,Inquisivi,ADM3
61,93.9590759277,31.545360565185547,23.171627044677734,57.49755859375,35.843231201171875,33.73902130126953,92.3649749756,86.89707946777344,86.4472351074,ADM3,61,61,BOL,BOL-ADM3-33444609B26067698,Irupana,ADM3
62,27.69921875,32.14289093017578,29.417827606201172,36.240604400634766,29.082399368286133,20.069080352783203,42.8294067383,43.717498779296875,53.4587440491,ADM3,62,62,BOL,BOL-ADM3-33444609B18902401,Chulumani,ADM3
63,188.757965088,133.0791778564453,108.03924560546875,182.41680908203125,151.86709594726562,123.3438720703125,203.51234436,183.65525817871094,202.971420288,ADM3,63,63,BOL,BOL-ADM3-33444609B62162538,Poopó,ADM3
64,15.8477306366,9.099295616149902,13.768721580505371,7.323483943939209,11.933113098144531,12.865996360778809,19.1612415314,16.35431480407715,15.9010696411,ADM3,64,64,BOL,BOL-ADM3-33444609B19359116,Totora,ADM3
65,386.005401611,232.75181579589844,234.43484497070312,233.79942321777344,243.18296813964844,240.8660888671875,309.531158447,420.083740234375,365.162139893,ADM3,65,65,BOL,BOL-ADM3-33444609B40503271,Betanzos,ADM3
66,91.6852340698,25.09466552734375,22.53626823425293,36.742897033691406,34.83536911010742,26.644926071166992,83.0917816162,85.1065902709961,108.587638855,ADM3,66,66,BOL,BOL-ADM3-33444609B16444652,Turco,ADM3
67,7.05502891541,2.726447820663452,3.010711193084717,7.359871864318848,5.114076137542725,4.818167686462402,6.3340678215,9.737003326416016,8.41095542908,ADM3,67,67,BOL,BOL-ADM3-33444609B61346396,Todos Santos,ADM3
68,374.067192078,197.38875007629395,174.3134994506836,260.59004402160645,187.29774057865143,202.30552291870117,355.701984525,354.7862877845764,420.414138794,ADM3,68,68,BOL,BOL-ADM3-33444609B73204671,Concepción,ADM3
69,698.011398315,945.5786361694336,619.4758110046387,847.515172958374,1072.9451637268066,851.757604598999,818.821578979,763.7274169921875,804.381912231,ADM3,69,69,BOL,BOL-ADM3-33444609B19125904,Santa Rosa,ADM3
70,22.4578094482,0.0,4.209869861602783,5.344696998596191,1.6694737672805786,0.0,13.6177244186,19.592937469482422,27.1442127228,ADM3,70,70,BOL,BOL-ADM3-33444609B59987600,Huacaraje,ADM3
71,16.1204490662,4.457159042358398,2.557778835296631,4.336880683898926,5.020744323730469,5.474520683288574,8.44821739197,15.988322257995605,8.72989368439,ADM3,71,71,BOL,BOL-ADM3-33444609B98058544,La Rivera,ADM3
72,4619.29589844,1001.725830078125,1166.968017578125,1327.4271240234375,1241.09765625,1724.375244140625,1132.96606445,1271.309814453125,1144.10327148,ADM3,72,72,BOL,BOL-ADM3-33444609B65603601,Entre Ríos,ADM3
73,62.3422588985,19.1320418715477,27.172823991044424,42.99893641471863,33.70144200325012,25.246000472456217,55.93485355,57.143218982964754,56.5629377961,ADM3,73,73,BOL,BOL-ADM3-33444609B85871655,San Joaquín,ADM3
74,83.6401290894,17.71668243408203,24.830490112304688,65.7989730834961,78.75505065917969,22.169883728027344,69.4246292114,78.74099731445312,68.4834747314,ADM3,74,74,BOL,BOL-ADM3-33444609B31629000,San Ramón,ADM3
75,125.719085693,60.32408142089844,66.10723876953125,80.19645690917969,73.911865234375,72.73799896240234,115.507743835,148.6405029296875,121.536743164,ADM3,75,75,BOL,BOL-ADM3-33444609B70300813,Tiahuanacu,ADM3
76,96.5724639893,48.70635223388672,37.62211608886719,57.25868225097656,56.96119689941406,51.09944152832031,90.906036377,100.7823486328125,96.5585861206,ADM3,76,76,BOL,BOL-ADM3-33444609B2169284,Colquechaca,ADM3
77,53.4014282227,13.549072265625,17.422950744628906,17.248882293701172,19.026714324951172,19.65803337097168,34.0146865845,53.3616828918457,43.2681159973,ADM3,77,77,BOL,BOL-ADM3-33444609B28265316,Pocoata,ADM3
78,63.7113968134,35.29690890945494,21.472057342529297,37.217001924756914,30.171851739287376,43.133209228515625,64.8058575094,78.32790619134903,67.5610922799,ADM3,78,78,BOL,BOL-ADM3-33444609B5007094,Llica,ADM3
79,9846.25878906,8128.22509765625,5562.6494140625,10101.7529296875,9195.517578125,6364.72607421875,9626.29101562,9134.189453125,9578.66699219,ADM3,79,79,BOL,BOL-ADM3-33444609B2586032,Quillacollo,ADM3
80,10178.5019531,7058.30517578125,5960.68359375,8543.767578125,7423.69384765625,6411.94775390625,9143.56933594,10263.6708984375,9724.01757812,ADM3,80,80,BOL,BOL-ADM3-33444609B27378021,Sacaba,ADM3
81,2704.01635742,2023.74609375,1820.342529296875,2429.679931640625,2124.098388671875,1913.2540283203125,2463.49633789,2668.521728515625,2523.06835938,ADM3,81,81,BOL,BOL-ADM3-33444609B80439797,Tiquipaya,ADM3
82,3763.57177734,2504.15234375,2155.818603515625,3061.341552734375,2580.449462890625,2309.604736328125,3198.88598633,3685.1767578125,3467.60668945,ADM3,82,82,BOL,BOL-ADM3-33444609B86021401,Colcapirhua,ADM3
83,2508.49707031,1699.47998046875,1466.4957275390625,2116.228759765625,1824.2469482421875,1615.807373046875,2395.9934082,2419.038330078125,2368.27563477,ADM3,83,83,BOL,BOL-ADM3-33444609B57513939,Sipesipe,ADM3
84,2790.09057617,2030.9095458984375,1616.7305908203125,2475.1494140625,2225.716552734375,1757.739990234375,2707.98266602,2686.81884765625,2629.07128906,ADM3,84,84,BOL,BOL-ADM3-33444609B63544582,Vinto,ADM3
85,351.01461792,264.6568603515625,201.65577697753906,358.8880310058594,314.5850830078125,212.408935546875,350.39743042,288.4914855957031,355.43560791,ADM3,85,85,BOL,BOL-ADM3-33444609B91378627,Tarata,ADM3
86,308.435913086,196.6501007080078,135.71853637695312,244.8365478515625,248.74905395507812,154.0549774169922,264.909423828,311.88739013671875,322.852233887,ADM3,86,86,BOL,BOL-ADM3-33444609B10790515,Totora,ADM3
87,487.155517578,312.95989990234375,224.00344848632812,389.3801574707031,333.4500732421875,297.9817810058594,659.383850098,541.6050415039062,543.354064941,ADM3,87,87,BOL,BOL-ADM3-33444609B62366677,Buena Vista,ADM3
88,452.649871826,220.50364685058594,229.91595458984375,320.30450439453125,281.333740234375,264.7248840332031,414.671600342,480.33843994140625,454.36505127,ADM3,88,88,BOL,BOL-ADM3-33444609B65201053,San Carlos,ADM3
89,89.6990203857,52.36919021606445,19.71712303161621,83.1181411743164,62.45917510986328,26.706880569458008,103.995635986,92.51307678222656,99.6746444702,ADM3,89,89,BOL,BOL-ADM3-33444609B24515942,Magdalena,ADM3
90,713.735168457,443.14422607421875,335.6535339355469,545.4231567382812,514.4796752929688,480.3165588378906,692.778625488,742.7752075195312,720.842041016,ADM3,90,90,BOL,BOL-ADM3-33444609B38843317,Portachuelo,ADM3
91,1.66591715813,0.9672326445579529,0.0,0.0,1.1490681171417236,0.0,0.0,0.0,0.0,ADM3,91,91,BOL,BOL-ADM3-33444609B37744367,San Antonio de Esmoruco,ADM3
92,306.681060791,184.3506622314453,96.82940673828125,263.7344665527344,291.30328369140625,105.2908706665039,344.121673584,306.5234680175781,342.51473999,ADM3,92,92,BOL,BOL-ADM3-33444609B1106358,Uriondo,ADM3
93,0.673155903816,0.0,0.0,0.0,0.0,0.0,0.0,2.8647727966308594,0.0,ADM3,93,93,BOL,BOL-ADM3-33444609B85745690,Mojinete,ADM3
94,4654.29394531,3366.464111328125,2881.88916015625,4799.37939453125,4859.30908203125,3202.86376953125,4910.0703125,4867.56591796875,4630.82666016,ADM3,94,94,BOL,BOL-ADM3-33444609B87243497,Yacuiba,ADM3
95,136.477325439,6.273605823516846,6.986927509307861,45.06189727783203,7.923259735107422,6.9695143699646,190.652542114,99.15694427490234,192.705200195,ADM3,95,95,BOL,BOL-ADM3-33444609B234644,Yunchará,ADM3
96,1501.06201172,2407.855712890625,4185.595703125,2355.4111328125,2650.6455078125,3742.205078125,1854.17541504,1390.195556640625,1754.90905762,ADM3,96,96,BOL,BOL-ADM3-33444609B75965900,Caraparí,ADM3
97,962.510803223,503.4442138671875,438.2510986328125,654.3742065429688,632.416015625,472.15447998046875,811.941162109,1487.31640625,811.712280273,ADM3,97,97,BOL,BOL-ADM3-33444609B88496650,San Lorenzo,ADM3
98,237.428344727,145.39739990234375,69.53790283203125,164.82485961914062,174.63351440429688,80.88748168945312,227.826019287,256.8074951171875,203.601913452,ADM3,98,98,BOL,BOL-ADM3-33444609B59853279,El Puente,ADM3
99,27.5348091125,7.962522983551025,5.753509521484375,8.068280220031738,9.739889144897461,6.916858673095703,29.0789089203,31.06498908996582,25.9785270691,ADM3,99,99,BOL,BOL-ADM3-33444609B34120572,Toro Toro,ADM3
100,26.6669425964,8.901124954223633,8.181024551391602,15.410245895385742,14.27424430847168,6.230511665344238,27.3835811615,27.8780460357666,19.8664207458,ADM3,100,100,BOL,BOL-ADM3-33444609B63002823,San Agustín,ADM3
101,9259.87207031,6629.41796875,5069.73828125,7416.6494140625,7088.57958984375,5447.28759765625,8208.83300781,9582.98046875,8639.86523438,ADM3,101,101,BOL,BOL-ADM3-33444609B48940768,Tarija,ADM3
102,20.280040741,3.290225028991699,2.847226142883301,9.84952163696289,5.499529838562012,1.9951807260513306,20.8159637451,25.34319305419922,19.78399086,ADM3,102,102,BOL,BOL-ADM3-33444609B83584775,Tahua,ADM3
103,13.5528202057,36.84334897994995,30.093454837799072,36.22402000427246,40.48926281929016,38.153940200805664,44.5609045029,8.111870527267456,46.1776123047,ADM3,103,103,BOL,BOL-ADM3-33444609B12022744,San Pablo,ADM3
104,120.903266907,54.27091979980469,23.891143798828125,65.27413177490234,65.23689270019531,46.73964309692383,87.1504058838,135.5360870361328,72.5062561035,ADM3,104,104,BOL,BOL-ADM3-33444609B6650687,Las Carreras,ADM3
105,25.6208057404,10.560291290283203,8.445464134216309,16.843353271484375,13.871965408325195,8.61231517791748,26.960067749,26.789005279541016,25.1120586395,ADM3,105,105,BOL,BOL-ADM3-33444609B72563416,Villa Abecia,ADM3
106,294.904541016,132.458984375,91.50935363769531,253.7534942626953,230.28564453125,136.93801879882812,342.460693359,278.7075500488281,314.184356689,ADM3,106,106,BOL,BOL-ADM3-33444609B32136747,Morochata,ADM3
107,10.5859060287,3.296876907348633,4.160961627960205,8.049949645996094,3.8728134632110596,4.924172878265381,10.2847986221,16.359163284301758,10.5505046844,ADM3,107,107,BOL,BOL-ADM3-33444609B11014199,Carangas,ADM3
108,8.35516166687,3.620805501937866,2.222959280014038,3.021338701248169,3.6718249320983887,2.2375667095184326,11.2103347778,5.841378688812256,11.8367166519,ADM3,108,108,BOL,BOL-ADM3-33444609B29831186,Yunguyo del Litoral,ADM3
109,13.894241333,0.9046153426170349,0.0,2.1508572101593018,0.0,0.0,8.44452476501,7.880324840545654,7.8888759613,ADM3,109,109,BOL,BOL-ADM3-33444609B64125054,Cruz de Machacamarca,ADM3
110,224.062408447,208.98841857910156,145.90501403808594,180.69822692871094,198.97061157226562,163.47348022460938,186.751052856,193.2744140625,194.155593872,ADM3,110,110,BOL,BOL-ADM3-33444609B44425060,Antequera,ADM3
111,7.18256616592,2.447418212890625,0.3229341208934784,2.9588587284088135,2.1593189239501953,2.085908889770508,7.0670838356,7.736605644226074,6.9152264595,ADM3,111,111,BOL,BOL-ADM3-33444609B30420791,Nazacara de Pacajes,ADM3
112,130.220123291,60.543678283691406,36.54606628417969,73.77963256835938,70.50102996826172,40.998741149902344,116.331642151,125.73001861572266,118.867141724,ADM3,112,112,BOL,BOL-ADM3-33444609B25496031,Caquiaviri,ADM3
113,27.2303199768,2.067452907562256,0.0,23.844680786132812,12.467571258544922,2.1839938163757324,32.8213195801,27.40033531188965,29.9073524475,ADM3,113,113,BOL,BOL-ADM3-33444609B78062899,Belén de Andamarca,ADM3
114,79.3011016846,50.582969665527344,53.287559509277344,58.03932189941406,60.857845306396484,57.61642074584961,94.7457809448,89.793212890625,93.7073745728,ADM3,114,114,BOL,BOL-ADM3-33444609B19215102,Corque,ADM3
115,73.9058609009,31.72966766357422,40.12721633911133,50.870452880859375,42.95947265625,39.0183219909668,91.9973297119,86.69139862060547,87.1658859253,ADM3,115,115,BOL,BOL-ADM3-33444609B29766009,Vitiche,ADM3
116,53.3071022034,17.754987716674805,17.869571685791016,40.63714599609375,19.313365936279297,21.317859649658203,78.5079193115,33.9066276550293,67.5450134277,ADM3,116,116,BOL,BOL-ADM3-33444609B50583695,Luribay,ADM3
117,114.551124573,154.39125061035156,85.98902893066406,115.76402282714844,116.57333374023438,95.35302734375,122.315238953,112.83883666992188,113.989341736,ADM3,117,117,BOL,BOL-ADM3-33444609B61739549,Machacamarca,ADM3
118,14.2688064575,8.001501083374023,6.250129222869873,6.73737096786499,7.287115097045898,10.27571964263916,15.5134525299,16.598812103271484,13.4773483276,ADM3,118,118,BOL,BOL-ADM3-33444609B79352083,Arampampa,ADM3
119,27.8540554047,16.733657836914062,16.489885330200195,17.693256378173828,20.592182159423828,22.674514770507812,23.9492511749,31.76420021057129,25.4821071625,ADM3,119,119,BOL,BOL-ADM3-33444609B67664908,Sacabamba,ADM3
120,32.3261451721,14.423690795898438,11.801108360290527,22.46479606628418,26.967119216918945,13.36235237121582,32.5181541443,28.31092071533203,42.3651504517,ADM3,120,120,BOL,BOL-ADM3-33444609B24659770,Anzaldo,ADM3
