asdf_id,pop_sum,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
10,13603.31229580375,-0.12300952368113195,5.670817592369346E-4,-0.08958644368678996,-0.03861300090283589,-0.18250301284826262,0.1403522299170341,0.05976394155551409,-0.070222211874698,-0.03134286457693497,-0.05371960262200247,0.19716910254504272,-0.19019466781506833,-0.10319926898170764,-0.05931937777832753,0.06225876922097075,-0.07477200144752415,-0.20434209802076894,-0.07021819588269307,0.10853848541022434,-0.18307829689551966,0.1439044191802686,-0.022043130701116777,-0.1032082134276684,-0.1129249297667837,-0.17720075186069417,-0.09258316147839629,0.06141450886962839,0.11284537524077021,0.06227514664373732,-0.08777786548108342,0.020619505649261897,0.09966947201138238,-0.12384966296940747,-0.07827178357028854,-0.05771778882485965,-0.22113865211036277,0.0971124873294951,-0.1440468505639959,-0.21973338622764343,-0.020740884647716906,0.002089347646729342,0.07950005936713175,-0.051740866396474204,-0.038013884583943745,0.08565078377603542,-0.05002946567747065,-0.002657066687525266,0.004922349383481247,0.004117544502733095,-0.11120873759273328,0.07092307438906775,0.05461438501180466,0.016068263106432293,0.11739867807806688,0.1798407673807364,-0.045004737578608664,-0.11388896794797657,-0.11699768670246614,-0.12175885355938836,-0.005077185218737043,0.09477330687925556,0.10649453812449161,-0.22659557566412025,-0.2615765997472127
11,5291.065687823784,-0.1308399302479098,-0.019975373485854254,-0.08429416481261537,-0.026498586540505405,-0.15553874659437367,0.11315543832321835,0.04623297551454968,-0.05947370919315546,-0.04716455106467112,-0.027333398636865652,0.2081229844136744,-0.17981422815671816,-0.10311121842604173,-0.05853203275648402,0.05453432803346413,-0.0678460771417701,-0.19627084126645478,-0.06079022928052388,0.10002039536480278,-0.1722215375034773,0.13933808510790996,-0.008157135841016138,-0.11825314986631308,-0.09571327796637362,-0.1567713026880375,-0.10265904148151245,0.05072827853584263,0.14248901371481096,0.04619144880144234,-0.11158308141345907,0.003013481345367668,0.0973037796138149,-0.11514440891063644,-0.04847390426900417,-0.05865535543793095,-0.22017403668332122,0.11669208094217232,-0.12142604531763915,-0.2230576146115036,-0.00455285405339463,-0.005215744310406979,0.07626262847028022,-0.05805111695135171,-0.02969193026715945,0.09161360264759837,-0.06672703039309184,0.005728566959858698,0.016785142045225875,0.0027841236057887255,-0.09060329599466224,0.08596901617559423,0.06245621656213478,0.018260763083386373,0.10115197092664988,0.19501141047690826,-0.030030910739487576,-0.10965910567627733,-0.11459319146403861,-0.1250147691830279,-0.019149098601315133,0.08916139545164341,0.08979334895977945,-0.21350140245758673,-0.25506192593827304
12,7212.013391117342,-0.07747923474522089,0.04030169403892183,-0.0513024934263194,-0.008554307305961262,-0.07879711997435372,0.1178056837554357,0.05870098082026972,0.01001588742784968,-0.09987699749946868,-0.13907817035031086,0.06266954130480747,-0.25104868846458855,-0.11901621087991188,-0.062263669572095046,0.07524307336514324,-0.11565690523878495,-0.14860011252834016,-0.049156202178568316,0.12190415456017131,-0.16969532451645253,0.2068936636496473,0.04684265286958255,-0.12380308931695724,-0.015016864813685506,-0.20014149367357814,-0.01974232999506304,0.1047234972552795,0.1491748882622938,0.03990584882479764,-0.14565984713382324,-0.026666122513253634,-0.019408205619497344,-0.024832795142201887,-0.11366759608895746,-0.07519897241068245,-0.1567445634841088,0.04598077994174161,-0.14487094037577777,-0.27418284238590884,0.040375909775774634,0.04727528762470992,0.06371483700756643,-0.1580766311073319,-0.0032961647792438533,0.006324147145558683,-0.07946114905148007,0.006436412654034351,-0.024498013972105926,-0.09610199463204941,-0.13547896835647233,0.0479984470926815,0.09720589779521017,-0.07266537336580915,0.23465239442978267,0.11158148804505742,-0.02591771548815336,-0.022372103429785132,-0.014116374155279917,-0.20008744040153573,-0.014827529036930279,0.08947450116389792,0.03753068915677238,-0.05033349979913294,-0.281371089514688
13,4824.546608335811,-0.12118820546280516,0.017131152259503533,-0.0474812817148749,0.004047134530028501,-0.15673066031442778,0.14174514212037878,0.03716598782906276,-0.0442017263019765,-0.08056588644432615,-0.03524823386887406,0.19256333587589555,-0.1706517314106914,-0.1741255310287518,-0.04039112366327285,0.0655575623770902,-0.058219083953425545,-0.20257909572946656,-0.14330854309150629,0.175068380930529,-0.1844938290481943,0.16503156258767165,-0.037102981185755786,-0.1179474437783713,-0.1401176370776675,-0.20079150984065958,-0.07344693709551495,0.09415619159742021,0.08968975153236143,0.01714085749052383,-0.09692035210128047,-0.027716759038167938,0.09302894299868021,-0.11472155936368068,-0.1173140575401004,-0.032058156794442266,-0.22915881011144681,0.12181045337372823,-0.1112203073671053,-0.23657827642685408,-0.059586128015359605,0.028916269751006588,0.10666745404772329,0.0261778521583307,-0.03991663153639404,0.06320835130852152,-0.06257289882913795,-0.027666219884323374,-0.05433114086433657,0.0148941191663607,-0.12944789066533863,0.10496823596211305,0.08058168397956413,-0.009610622551459653,0.09365801599326405,0.19668659199160146,-0.0497793921590121,-0.08592338682595288,-0.10507095382837092,-0.10748815826273785,0.03989098188932879,0.11837024441753462,0.10797819171985452,-0.2142149831762802,-0.24422986355498957
14,1910.6857128735517,-0.150990713792113,0.016087113151879422,-0.05890403582839056,-0.07331439392111748,-0.22864654474876536,0.14640214356735642,0.03623232094696658,-0.07372653921850468,-0.09013544192310834,-0.09921521475401346,0.1652649114050978,-0.18184356166869795,-0.10595974786903607,-0.037000728440755144,0.05169271010476097,-0.07936552537045274,-0.19225262545129965,-0.08721525066065014,0.11576628507488929,-0.1583263351190349,0.16863196651565523,-0.05240097153799479,-0.11401791491872683,-0.11550090363495513,-0.1700789663706761,-0.08980760940202796,0.029931778845181813,0.09768561108470031,0.04019282869954099,-0.08247187600339921,0.04427144928289239,0.08732818460507864,-0.08744049133483627,-0.10037281612353977,-0.058109025671263664,-0.20472772204164222,0.08181854114065182,-0.15113667038271666,-0.23720107217514932,-0.042618446407489734,-0.04186163565680405,0.07901314885505614,-0.06712915629489623,-0.04772348185237295,0.04725491721683893,-0.061682965308197175,-7.739563891564382E-4,0.026139193029403582,-0.03461669850788836,-0.14652426972932103,0.07458383144520363,0.06689139458837817,0.030654251429776316,0.12592318237324387,0.2110413366101994,-0.021440414218707897,-0.1037896919087797,-0.10857996751113944,-0.12532153448636585,0.028967480786822895,0.09640322422670682,0.053030830417640375,-0.1933284738285517,-0.32223134220295685
15,18689.136525850663,-0.06201685855017663,0.05254764034322646,-0.11730022228709208,-0.05176173844790778,-0.03966377137998283,0.11339153645382567,0.059748096275468746,0.018371561292320614,-0.0899014994354445,-0.11671626479837277,0.05601774573793794,-0.23028328504726275,-0.12292551455414848,-0.07914439191363795,0.0648225198886462,-0.11394124366945421,-0.14495933802919087,-0.028006515896305,0.07946077613131178,-0.12466576838037792,0.18258248891745152,0.06194517642702044,-0.11155237057713244,0.0010387778865417693,-0.1653671215191712,-0.029936277881018877,0.07170373106990749,0.18926714010231377,0.05297849618943474,-0.17553297151766853,-0.05939280469106114,0.01037667802363375,-0.031376375904385155,-0.14358377226765176,-0.02266537757569434,-0.14901336900899087,0.06273383929378076,-0.16323941102493572,-0.22890238922043238,0.07788702757005207,-0.02860293473313654,0.02896749971483828,-0.17069112457947108,0.05251678409617321,0.07551691431966102,-0.09329662475071203,0.021798305816487236,0.004356186199657674,-0.09027215512338906,-0.14277613196734754,0.082143183762476,0.08746736255345161,-0.025438932840057837,0.2074577196220612,0.10158187200126596,-0.024062299797274443,-0.004474958036803062,-0.03721578050925235,-0.18223079460295205,-0.049413172871294486,0.1077303992559468,0.008730937955166863,-0.06305901773631162,-0.3180481028768758
16,5847.394793476091,-0.10705009585405742,0.03342970674340122,-0.0023093246224816424,-0.026658987561098215,-0.15439470830504187,0.16549123358048354,0.07400653788586861,-0.06169831434801194,-0.05777268107575827,-0.05950272823147373,0.15188075689311115,-0.18321828384964994,-0.1703525122384176,-0.0489644133508246,0.061288122435401424,-0.07713620381871503,-0.25057252085514103,-0.18221824565506886,0.16314793106814446,-0.21088500281767036,0.18390061523785065,-0.005953732408030931,-0.09852997770813113,-0.11513337044416219,-0.1963568597179765,-0.08282358469321324,0.12015208819168852,0.06339108900128425,0.02719473018310126,-0.12004072158550734,-0.05056319207529301,0.08896480961113555,-0.10070670240768699,-0.10406398394142233,-0.04222139784478605,-0.2223467856706674,0.14443156850802458,-0.1256932751953972,-0.21228928269099973,-0.10067814573346458,0.01579833006238338,0.10774645591146081,-0.0063650427164833635,-0.05894184252127248,0.03127833160655586,-0.049306991955324404,-0.04600758565361223,-0.055172347907400714,0.029034033595503807,-0.1406881347646482,0.10147983267856446,0.09374997191145368,-0.013737912650644097,0.10947607189889452,0.17932835296927363,-0.0660468919261358,-0.08344035271873944,-0.0962383957332299,-0.1551893777344769,0.05503495710859655,0.1259256328493641,0.12061085724469672,-0.19363532608483758,-0.24035943093972784
17,7157.575056145284,-0.1343519478267006,0.022739100733507888,-0.04364788556907518,-0.05519151655348353,-0.15577379862731952,0.1682656816811312,0.06560888558029836,-0.08671591412796327,-0.056081892535915154,-0.05890839851448889,0.14572236528365506,-0.1982705760405531,-0.12921674408691297,-0.05308398046408427,0.06349893264105247,-0.09639386203352662,-0.24420573852628447,-0.10781395942589035,0.13349360108170133,-0.18702029632800388,0.17207952046126124,0.009582592051942763,-0.1040255694653024,-0.08624817055030687,-0.18365330977473537,-0.07983665670297205,0.06708651089080737,0.11827603628075214,0.04026223721472941,-0.14621286587986923,-0.03040431913262481,0.09636776049181639,-0.08638662748088698,-0.09442730797228317,-0.0427852155869194,-0.21782331558376491,0.12545873963432622,-0.15239951165633836,-0.23562558438753,-0.05360465017562868,-0.002342605828030472,0.05728673454888504,-0.07530073179788727,-0.024824107237644038,0.0777981291585984,-0.07083429134920417,0.02737107145130049,-0.03688231901864289,-0.013592097593539425,-0.13296465481377032,0.11704083561560424,0.054960455120289166,-4.965118450923499E-4,0.10574292582258535,0.18346460167679363,-0.050857493014826734,-0.12472553231090713,-0.07438359709780219,-0.16949212285501528,-1.0185307908487294E-4,0.10762203059498643,0.08183301162347989,-0.17399591497000202,-0.29236338197732437
18,254526.61737855183,-0.1065444882863162,-0.035123401614126595,-0.06399085288914223,-0.03552617822042059,-0.14810034135136546,0.06848892032386404,0.053087527736286756,-0.09031343859237194,-0.15136955578272016,-0.025134417785081093,0.17686873131694827,-0.14917773949429539,-0.1001661082278218,-0.04566523288654603,0.002119024582863334,-0.11060261356625277,-0.08032978295071497,-0.06889512163038114,0.18877144641350463,-0.11455267416794768,0.18354126111597496,-0.013581245050637531,-0.11885529582558918,-0.13081089684135558,-0.1700026089255057,-0.04970966314739966,0.007249752827805411,0.09717074392641487,0.010374271615127965,-0.06632145574235966,0.02031217536706927,0.061989351322862096,-0.14394148729951914,-0.12726714935122166,0.0063235628158636046,-0.2216283257097724,0.011568236349922621,-0.1577867753224888,-0.26070706437919794,0.0015399898483233654,-0.010438696158309411,0.03998416089112477,-0.09972496622408263,-0.011295283358623547,0.0188159795882094,-0.0406957015019165,-0.01606069967497744,0.04253935143939962,-0.005977263023369493,-0.1001231067893505,0.08889835980192899,0.11789511831167385,-0.03808116275314896,0.13015611395826263,0.2084314696454952,-0.05095589136048658,-0.06852376940186186,-0.08380048280420815,-0.1159136785746556,-0.06349972097208244,0.08324437385246973,0.04396113589485199,-0.2448764524814056,-0.2313647648842402
19,4704.54742890027,-0.12320260292529354,-0.027348963810144202,-0.09227122383821956,-0.057065964855628426,-0.20766751138344694,0.15942980664544584,0.044985071064925664,-0.08165542375542059,-0.009631590391491255,-0.10798336030480132,0.18260645642013182,-0.16990756104878588,-0.08710781655541244,-0.056175856021134125,0.07505804396769573,-0.032453084254170164,-0.21966324428703424,-0.08586972620618995,0.05309284936992527,-0.18661357178511012,0.13601639995399706,-0.025902161286791688,-0.09096979264451133,-0.055610843619431735,-0.1480754468882898,-0.06520843264419375,0.0268051034792001,0.1069526973885406,0.09294586784327673,-0.07699220479650386,-0.0249585806757725,0.07701950430880122,-0.11970559294730633,-0.088243754019492,-0.05506390818748192,-0.19429737180779325,0.13474520755986438,-0.16270473314575093,-0.2021752197650372,-0.016410859257554797,-0.07106135737195496,0.07659670739377183,-0.04489984147119559,-0.04886177582065258,0.11738627151904647,-0.09337873746501163,-0.02857657205187915,0.0327921214521148,-0.015286882311622991,-0.13630924443647202,0.067213587458161,0.015415443597634368,0.05016518013905495,0.17275211939327714,0.1781687828507324,-0.053439841201181365,-0.08280089899331187,-0.14843881419365934,-0.17794297240866958,0.0013246558665944161,0.13546488697752532,0.11699411712400556,-0.17987525613928754,-0.26881556591975453
