asdf_id,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
10,-0.127854755902725,-0.021753884620901887,-0.10086803572852841,-0.03461616837042537,-0.19369949019283686,0.14443841281408812,0.05291882992613279,-0.07428353779154821,-0.011173496550107999,-0.04923877236446491,0.2134604210070386,-0.17399821615776398,-0.08449291229415101,-0.05883230019397688,0.05754274570440874,-0.06229144139962824,-0.20638085502227024,-0.05860022869801334,0.0976272805260875,-0.18101683506890404,0.1266928618421468,-0.02103564688691028,-0.09830688422251996,-0.10898748142267005,-0.1701879475916656,-0.10437286411624108,0.05905287588313589,0.10839657033430566,0.06151294837108798,-0.06565786414819819,0.031134795418295898,0.11275888494304234,-0.12473391355039025,-0.0677328109434044,-0.07514758629969945,-0.21567813169130465,0.08965773902000482,-0.14921997218972047,-0.19637507335489468,-0.01471170922433007,-0.010557307322923428,0.08435486878060298,-0.04003750213644109,-0.05874194456592645,0.08981332682466915,-0.048060846085676824,-0.002810446981780869,0.011843694049324572,-0.002705804098687035,-0.10946000882095841,0.06852055314368272,0.04887230450878932,0.025909948009977108,0.11193347162594071,0.18444744191317708,-0.04943937870597456,-0.11695818308566758,-0.1329315196736967,-0.10787757481092242,7.885624342721838E-4,0.08821190450442987,0.12390281125228722,-0.23186171500454508,-0.2648037215853415
11,-0.10896574140270701,-0.029414635283020903,-0.07817649058989043,4.236447827830488E-4,-0.13905084999149842,0.11022392877618897,0.03903364145673476,-0.06123204511155104,-0.04565927641846062,0.001533215482045976,0.2335689014206873,-0.15406954981422222,-0.12962625860667587,-0.04946045795579558,0.05663600871188972,-0.053406502315734065,-0.19554237062398264,-0.07650175698316075,0.10240464512928625,-0.17762785492815011,0.1322802612836604,-0.011815745923283268,-0.11103916235902585,-0.08879750740820884,-0.15600080472945965,-0.12110172852817265,0.05800202015184878,0.12144736286197098,0.02657238182306302,-0.10104783880786004,0.006525018281714885,0.0937168103210228,-0.0891835155994694,-0.04494157424878476,-0.0501525523616061,-0.2277603311050741,0.1258372584059702,-0.08295193077922405,-0.2052341589505598,-0.03088773554912558,-0.007497993195096682,0.08616549617687588,-0.041865064583294954,-0.046709840571100884,0.06064208831938396,-0.0584287536276775,-0.017151720264170566,0.011770399150026917,0.015110224831501916,-0.0702986092836476,0.08459982647310568,0.08627725508821288,-0.003237114803853855,0.07568442039142907,0.22048605700320087,-0.03913791150323521,-0.09768072662429743,-0.11883569316760273,-0.09345566337580327,-0.01597568085183414,0.0847092018422073,0.08860021215467079,-0.2258687516238661,-0.23224194576247875
12,-0.09613727377013438,0.016456493105972494,-0.10597434791475362,-0.04820545929444365,-0.09604738620405853,0.1151881016463075,0.05024992295186741,0.014883577690212956,-0.06097683615918539,-0.13818468943381054,0.07543603972110459,-0.2476902948714801,-0.07596488116517612,-0.07821799909317202,0.09051859331170259,-0.10591697607566941,-0.1523274163940284,0.009615096199156833,0.06623533474083003,-0.15092486089352064,0.1490961241898412,0.03297901588231431,-0.13762175532266144,0.002392562020535187,-0.16601200608938588,-0.02784638730763098,0.09332547272869637,0.16619140967832557,0.06657008570297099,-0.12446192209347065,-0.004601372854347285,-0.001110658457295925,-0.023349115995851138,-0.08335408086900623,-0.07960464426470334,-0.1642187852235904,0.07590930277005847,-0.16462909246436397,-0.2284627986543932,0.08117054858478868,0.011825552913310602,0.058858259065076045,-0.14466553371347388,-0.017257655505410533,0.05064570971244875,-0.09400256167738605,0.007241461028283598,0.01437244302120944,-0.09327910687961136,-0.1284010168102244,0.03832316098571195,0.062431419645855094,-0.01662443602089541,0.24106556240647023,0.1238238360784432,-0.013372147536105154,-0.014700303696283806,-0.06539548181634301,-0.17589962541098403,-0.02191235301013948,0.07256356495444206,0.039194774066228136,-0.06123224899152248,-0.3059078997089692
13,-0.10862470024901433,0.007663351033834104,-0.039565557979557374,0.02544217261226081,-0.13551372863263322,0.13814987925873665,0.03195377700664643,-0.03416553405231796,-0.08215243387496567,-0.008114272528281011,0.20497946491866606,-0.15728724375519357,-0.17943463354759046,-0.03008802261759418,0.058899705399280536,-0.05227500673415535,-0.19783590489314884,-0.15314963125350092,0.18472704421800887,-0.18441019333118583,0.1600243604449547,-0.0361875481132386,-0.11950631922058742,-0.14104028246485542,-0.19854287848669894,-0.08905577530752616,0.10274647748050782,0.07187239745509567,0.0076087866761233355,-0.09437102844589716,-0.02654495758659606,0.08852017889111692,-0.09863810930090117,-0.108781007257095,-0.02191037950931296,-0.23613734955452867,0.1286058864998982,-0.08264258352986985,-0.2244042832159964,-0.0723060404167801,0.02678146798634236,0.11018144607776867,0.04100043905719563,-0.04833821094549898,0.04012103188749006,-0.05650447191297741,-0.048835159499174684,-0.053501182654608063,0.020976633928113997,-0.11497703039948105,0.10490064993489653,0.0999246734424034,-0.026778788930269713,0.07642136495158029,0.2062531337568604,-0.05300741989716733,-0.07791229524831637,-0.10884911675766823,-0.08596767698404485,0.03469907343731174,0.10859394960918968,0.10975910790701005,-0.22040433758144146,-0.2207004164517917
14,-0.1473377636178163,0.01346765869047425,-0.057328233590245845,-0.06805184298404722,-0.2202800811907514,0.1413663644358437,0.03482467637707124,-0.0729912954989517,-0.08870943726633698,-0.09426504725439162,0.16412146864597016,-0.17739930404250745,-0.10554422021241243,-0.03680994685369502,0.05058386286932376,-0.07788260433716471,-0.18785182381432283,-0.08707110522785662,0.11586355830130984,-0.15583488730178754,0.16542821024573395,-0.05028450978751996,-0.11251427045730786,-0.11524005295481693,-0.1677108527761188,-0.08791803196997273,0.03176609659208391,0.09634564562673288,0.03596999872907379,-0.08044240478864208,0.043038600379735815,0.08717421382614012,-0.0856273173366128,-0.0974543059658554,-0.05927614317298437,-0.20092270787226646,0.07767180209172313,-0.1451800461574003,-0.23291132772496004,-0.040542264522796585,-0.03708363328880506,0.07693470632004172,-0.06633078015687514,-0.048050159084678634,0.0442645333452477,-0.05973812189775229,0.0014703009633793682,0.023527108776133152,-0.033553600662313124,-0.14317893702284823,0.07493569128127651,0.06713089199853142,0.027984531483604292,0.1219957012962585,0.20617365181684832,-0.021110048690971585,-0.10145597805033435,-0.10392488677630425,-0.12092188418433769,0.027593950981741493,0.09325249338020421,0.051219544100222676,-0.18890609587317791,-0.31545640505114664
15,-0.07383458777918174,0.03161161222001934,-0.1421256956525594,-0.06015601207340973,-0.051768236577687435,0.10176066149185377,0.05365552994908024,0.014040722349913484,-0.06384878020307065,-0.11161556260802406,0.08224758302844892,-0.2175730409729333,-0.09725238041979058,-0.08883619206310325,0.0725917534963777,-0.0996823501513866,-0.14477401130155146,-0.003915729873861891,0.04076622763857848,-0.11487895899768095,0.1456377895939287,0.041177372355941814,-0.12248359043282266,0.006579503828383618,-0.13109564800983672,-0.03921743841728333,0.06349129998671033,0.18556416610685167,0.06407094136917559,-0.14767166701423468,-0.03667773049922736,0.022851593652972776,-0.029955220816753374,-0.10559057565699166,-0.04336681235596108,-0.14993195812105573,0.0810352770300957,-0.16291405657448355,-0.19036417535654088,0.1017254354745477,-0.04920346157797186,0.030110415462676607,-0.15542467977384067,0.02692310002826451,0.08719409934336063,-0.10477566536870117,0.015025438515841249,0.032353301538093175,-0.08442695185163637,-0.13386184533481868,0.06966289434926033,0.06648873242262898,0.008819760073588695,0.21792590555950087,0.1105391914433247,-0.016796123791392864,-8.801757142381134E-4,-0.07249270248061507,-0.16031686685880253,-0.05104006371336502,0.08228200718827754,0.0179835218101402,-0.07293536795455621,-0.3161962208747486
16,-0.10737512426701097,0.03256380112477098,-0.0012145634529215127,-0.02367987975834451,-0.1510475580814891,0.15930568663219563,0.07602521963757038,-0.05834536204246129,-0.05630539632243215,-0.05986876505039746,0.15063153471812715,-0.1844219452443003,-0.16851617784194367,-0.05029635265186371,0.06141722156658763,-0.08141868387475279,-0.2516091695044522,-0.17831379192774152,0.1678491312186919,-0.2091464747555121,0.1851771316882497,-0.0021550978376022336,-0.10360053404632426,-0.1198724258637794,-0.19735912573954434,-0.0842704634633966,0.12628856299405916,0.06314077518398498,0.02518388444467663,-0.11820382159326098,-0.04517762259572953,0.08999759549902248,-0.10307096148597344,-0.1012269111460964,-0.04675757502379333,-0.22244466735246696,0.13625703031798614,-0.12465042731374681,-0.20896729969827257,-0.09869858673708744,0.021510694392032806,0.10755815290983611,-0.005107196559143346,-0.0630883125249859,0.025874336903059795,-0.04750158315867491,-0.043146574569289484,-0.059325556227644086,0.027548154697575333,-0.14111172551024595,0.10219924971565847,0.09494305932118968,-0.01754932065875805,0.11082018361865688,0.17561844629435275,-0.06673330752251495,-0.0832130923367936,-0.09558477123257804,-0.14841541540235556,0.05377930528194515,0.12094783516742848,0.1210066375485743,-0.19154541081202792,-0.24154996350689942
17,-0.1346402446283338,0.016268960347781913,-0.043296879467347914,-0.05165262074457988,-0.15787752250550816,0.16219767771211008,0.06059016229496884,-0.08870489067225436,-0.054199937304717075,-0.053054635609329,0.1533614405039891,-0.1918048129980774,-0.12776973380945186,-0.053224086710365326,0.05872945793771179,-0.0905363363916894,-0.24186812514845718,-0.1111813043195801,0.1334578962817866,-0.18786762760557102,0.16420702724906802,0.008736254099732714,-0.10456778149080426,-0.09291265206756492,-0.18109142073333978,-0.0828647168732128,0.06603303007644512,0.11590368401533808,0.03740730929161388,-0.13934110508018022,-0.021563580065934257,0.1017010642225832,-0.08999055146895671,-0.08752718394679555,-0.047506447571053385,-0.21557406658481537,0.12169294465728223,-0.14239529143868054,-0.22865196380603808,-0.054487684127406066,4.166133903499286E-4,0.06139629582949163,-0.06872186029398208,-0.032514171093115204,0.071900345268756,-0.0669509695037695,0.020367313085278553,-0.029318816286518282,-0.009035984809690608,-0.13062407568100237,0.11197218614326494,0.059430626430776665,0.005548974906285164,0.10231153286286507,0.1842265297422146,-0.04802897148547369,-0.12066483976888427,-0.07780998479746988,-0.16251511240319982,0.002861969143742092,0.10389975156384641,0.07799419553069861,-0.17964155611545735,-0.29073991503574337
18,-0.11526007061294548,-0.02259248942168561,-0.05160385368934165,-0.01277183050111015,-0.14881420800866893,0.09954757645563699,0.04400169009473578,-0.07904064817325297,-0.10621315739636861,-0.01773251809989968,0.1934447981612848,-0.1631458771927511,-0.1212318230120914,-0.045159652677488685,0.02382255963004635,-0.08197421492566671,-0.1296267264843292,-0.09885526530791527,0.16609161715525297,-0.14728666821631847,0.18028777244773536,-0.0072902737262888,-0.11575278668363369,-0.11547837318963265,-0.18494869183577886,-0.08106145731988268,0.04477944789812151,0.08509142235715453,0.009262040258320234,-0.07739491125997032,0.006335852429942314,0.06752266440752315,-0.11461298902538275,-0.1068265586940563,-0.027702332594201157,-0.22031719939756522,0.06897354549036222,-0.12930073808541784,-0.23951019895885656,-0.010162733228273402,9.255938307388871E-4,0.06849997254777412,-0.06808230124582364,-0.029788243460609,0.0070739933752549935,-0.04764199288474712,-0.02108530366181086,0.014414826355297741,0.002969817453340365,-0.1038527542056011,0.08969088307281853,0.11637029793636526,-0.023778175875993943,0.11546685137214895,0.20949243488890845,-0.03654547788605543,-0.0664690270976353,-0.08128259167288929,-0.1205291475769685,-0.020715764034657365,0.07930523201100367,0.063107386602984,-0.21922438308625597,-0.2308288454572598
19,-0.11922538153318912,-0.033796435343353526,-0.09029225415257014,-0.051034717421759045,-0.19809088566855154,0.15560875108415595,0.048227828520082276,-0.08392572378660618,-0.0057263542253095,-0.10156121095872471,0.18195981603767755,-0.16946344777286818,-0.0851717261375439,-0.0586009704265552,0.07013766871171893,-0.033204540751402174,-0.22060063478782616,-0.08367652754258532,0.05131983326984374,-0.19231529876446393,0.13224599050501287,-0.017802545660824416,-0.0952084300303184,-0.05343426423551222,-0.14701197174430425,-0.06276329925354276,0.03606628875420035,0.10911437917146435,0.08849703964800043,-0.07648903958826153,-0.026008235112998525,0.08125553102730329,-0.11976539408449453,-0.07859908580067801,-0.06480267782765063,-0.19573454326655065,0.12765970906372343,-0.15793184830177825,-0.19606293469142286,-0.015080291131441397,-0.06064603900767607,0.07875661755392278,-0.043674314243157604,-0.055856016429249485,0.11392974552586294,-0.08863696227739916,-0.030226210079655202,0.02689421735218538,-0.015889407694707095,-0.13310472453142225,0.06691047675934493,0.015527531838404612,0.049196881113037945,0.17054811317431337,0.17120463870655703,-0.058500737858814766,-0.08356847894864017,-0.1437354826148229,-0.173735886727676,0.004810276365886945,0.1322515710880952,0.12322379722779223,-0.17589006932253323,-0.261470339362273
