asdf_id,shapeName,ntl2012,ntl2013,ntl2014,ntl2015,ntl2016,ntl2017,ntl2018,ntl2019,ntl2020,tr100_ntl2012,tr100_ntl2013,tr100_ntl2014,tr100_ntl2015,tr100_ntl2016,tr100_ntl2017,tr100_ntl2018,tr100_ntl2019,tr100_ntl2020,tr400_ntl2012,tr400_ntl2013,tr400_ntl2014,tr400_ntl2015,tr400_ntl2016,tr400_ntl2017,tr400_ntl2018,tr400_ntl2019,tr400_ntl2020,tr6_ntl2012,tr6_ntl2013,tr6_ntl2014,tr6_ntl2015,tr6_ntl2016,tr6_ntl2017,tr6_ntl2018,tr6_ntl2019,tr6_ntl2020
60,Inquisivi,8.723004341125488,18.63700485229492,11.68292331695557,10.31346225738525,10.53158855438232,21.05596923828125,22.53627014160156,20.44699859619141,20.72604942321777,10.371829,11.373901,12.451205,13.650685,15.026384,16.60391,18.347506,20.246105,22.324558,10.318553,11.347357,12.473501,13.716874,15.100164,16.639608,18.3368,20.20055,22.249784,10.737479,11.668459,12.265557,13.002366,14.379356,16.537001,18.756613,20.682392,22.507034
61,Irupana,23.17162704467773,33.73902130126953,31.54536056518555,35.84323120117188,57.49755859375,92.36497497558594,86.44723510742188,93.95907592773438,86.89707946777344,24.6504,29.95578,36.380451,44.180923,53.605541,64.790627,77.833618,93.05484,110.98104,24.849138,30.062815,36.364006,43.98325,53.182903,64.238861,77.467941,93.303299,112.30381,23.715918,29.20487,35.83091,44.654076,56.471413,69.896141,81.898178,91.876389,100.67213
62,Chulumani,29.41782760620117,20.0690803527832,32.14289093017578,29.08239936828613,36.24060440063477,42.82940673828125,53.45874404907227,27.69921875,43.71749877929688,25.651974,27.499037,29.519442,31.675356,33.943245,36.260189,38.571022,40.877121,43.325066,25.799374,27.586559,29.507282,31.557281,33.736446,36.035492,38.447773,40.981575,43.682442,25.041359,26.704172,29.220861,32.161961,35.440155,38.293495,39.879971,40.058052,40.699974
63,PoopÃ³,108.0392456054688,123.3438720703125,133.0791778564453,151.8670959472656,182.4168090820313,203.5123443603516,202.9714202880859,188.7579650878906,183.6552581787109,116.82739,127.17027,138.32086,150.16794,162.4855,174.98842,187.53046,200.24864,213.5074,118.0799,127.67725,138.02412,149.13039,160.98042,173.54916,186.85101,200.97757,216.08391,109.42249,123.60703,139.34645,156.39853,173.07085,186.12149,193.3446,195.62257,195.89476
64,Totora,13.76872158050537,12.86599636077881,9.099295616149902,11.93311309814453,7.323483943939209,19.16124153137207,15.90106964111328,15.84773063659668,16.35431480407715,11.004152,11.370084,11.774564,12.263335,12.857234,13.5779,14.371186,15.221268,16.123909,10.832454,11.321544,11.839806,12.400628,13.011148,13.678312,14.389371,15.141089,15.933111,12.415088,11.672911,11.158357,11.198654,11.793804,13.160027,14.556544,15.857983,17.145685
65,Betanzos,234.4348449707031,240.8660888671875,232.7518157958984,243.1829681396484,233.7994232177734,309.5311584472656,365.1621398925781,386.0054016113281,420.083740234375,210.80475,226.60695,243.8531,263.13,285.05185,310.14996,338.40286,369.67758,404.00061,208.75414,225.91214,244.55177,264.92532,287.30234,311.9375,338.94806,368.42813,400.52039,225.90224,231.35464,238.34787,250.09009,269.56219,299.69281,337.31638,379.20581,425.43381
66,Turco,22.53626823425293,26.64492607116699,25.09466552734375,34.83536911010742,36.74289703369141,83.09178161621094,108.5876388549805,91.68523406982422,85.10659027099609,20.416965,25.238626,31.22975,38.740528,48.147018,59.845917,74.069603,91.177925,111.93065,20.422964,25.279097,31.297668,38.77335,48.056187,59.561913,73.740883,91.168533,112.63589,20.857374,24.863646,30.00885,37.540588,48.426353,63.321869,78.940132,92.166344,104.1823
67,Todos Santos,3.010711193084717,4.818167686462402,2.726447820663452,5.114076137542725,7.359871864318848,6.334067821502686,8.410955429077148,7.055028915405273,9.737003326416016,3.2054312,3.6909807,4.2474174,4.8946443,5.6349587,6.4681931,7.4081435,8.4701014,9.6848087,3.2166269,3.6969554,4.2483091,4.8835101,5.6121068,6.4443955,7.3957129,8.4835615,9.731452,3.1561148,3.6476908,4.1841407,4.942852,5.8268199,6.6778131,7.5245609,8.3597975,9.3484592
68,ConcepciÃ³n,174.3134994506836,202.3055229187012,197.3887500762939,187.2977405786514,260.5900440216064,355.7019958496094,420.4141540527344,374.0671997070313,354.7862877845764,168.69606,188.93892,211.68027,237.47615,266.85651,299.74771,335.7822,374.91019,417.91321,168.76752,189.12135,211.94691,237.60619,266.47861,298.82294,334.85864,374.92233,419.6041,170.54565,187.43892,206.72702,232.42101,268.59937,310.81085,349.10562,377.0242,399.51404
69,Santa Rosa,619.4758110046387,851.757604598999,945.5786361694336,1072.945163726807,847.515172958374,818.8215942382813,804.3818969726563,698.0114135742188,763.7274169921875,817.8349,825.44806,830.82007,831.85553,827.56836,819.16656,808.07867,795.69324,783.30035,830.17694,828.68036,826.58087,823.33789,818.69641,812.953,806.4696,799.61694,792.74988,729.22412,808.25903,872.78363,902.06512,888.01215,851.88129,808.73401,766.71405,731.85205
70,Huacaraje,4.209869861602783,,,1.669473767280579,5.344696998596191,13.61772441864014,27.14421272277832,22.45780944824219,19.59293746948242,2.0624082,2.7325177,3.6462855,4.9416738,6.8267913,9.5444126,13.374535,18.670486,25.990019,1.9909581,2.712254,3.7017887,5.0729647,6.9872446,9.655261,13.352512,18.450399,25.477898,2.7852535,2.8315442,3.0752952,3.8663001,5.8084946,9.4113455,14.64664,20.685747,27.648611
71,La Rivera,2.557778835296631,5.474520683288574,4.457159042358398,5.020744323730469,4.336880683898926,8.448217391967773,8.729893684387207,16.12044906616211,15.98832225799561,2.9507604,3.6015236,4.3895273,5.3570609,6.5656304,8.0993643,10.037623,12.47907,15.518934,2.9193966,3.583694,4.3976893,5.3987269,6.635325,8.169384,10.070781,12.425393,15.332137,3.1289268,3.7658145,4.3885102,5.0905328,6.0571547,7.6023026,9.8104897,12.904283,16.834274
72,Entre RÃ­os,1166.968017578125,1724.375244140625,1001.725830078125,1241.09765625,1327.427124023438,1132.966064453125,1144.103271484375,4619.2958984375,1271.309814453125,1155.8911,1211.0538,1268.9727,1334.6211,1410.6871,1499.3505,1602.3062,1716.7594,1832.6749,1141.255,1205.5365,1273.5093,1346.67,1425.9689,1512.2056,1606.0176,1706.8729,1812.4537,1259.0374,1255.1506,1236.1652,1250.1833,1304.8715,1411.0155,1591.2233,1818.7806,1942.5402
73,San JoaquÃ­n,27.17282399104442,25.24600047245622,19.1320418715477,33.70144200325012,42.99893641471863,55.93485260009766,56.56293869018555,62.34225845336914,57.14321898296475,22.41715,25.692469,29.503061,34.003445,39.233093,45.195442,51.890415,59.401035,67.881729,22.405224,25.73666,29.577772,34.023361,39.147278,45.024136,51.738613,59.409081,68.186546,23.065397,25.16345,28.181726,33.27879,40.001171,47.343735,53.993011,59.633072,64.584824
74,San RamÃ³n,24.83049011230469,22.16988372802734,17.71668243408203,78.75505065917969,65.79897308349609,69.42462921142578,68.48347473144531,83.64012908935547,78.74099731445313,22.63973,27.637856,33.77063,41.249462,49.978725,59.99152,71.445808,84.669403,100.09983,23.032337,27.85186,33.686165,40.734768,49.150787,59.156025,71.046021,85.210999,102.13391,20.599913,25.874525,33.485657,44.881294,56.558617,66.563828,74.452316,81.084496,86.921806
75,Tiahuanacu,66.10723876953125,72.73799896240234,60.32408142089844,73.911865234375,80.19645690917969,115.5077438354492,121.5367431640625,125.7190856933594,148.6405029296875,59.074505,65.561485,72.84272,81.199181,90.8377,101.91576,114.45876,128.58884,144.50436,58.612885,65.429565,73.060898,81.653145,91.342766,102.26315,114.52383,128.26965,143.67767,62.851269,66.341888,70.594582,77.476364,87.490662,100.66023,115.21639,130.96381,148.83287
76,Colquechaca,37.62211608886719,51.09944152832031,48.70635223388672,56.96119689941406,57.25868225097656,90.90603637695313,96.55858612060547,96.57246398925781,100.7823486328125,39.84013,45.359959,51.615013,58.735203,66.843346,76.056854,86.367355,97.876556,110.81415,39.917412,45.394493,51.615406,58.688953,66.73188,75.871979,86.218727,97.924919,111.19313,39.486988,45.201908,51.344891,58.56472,67.308014,77.867172,88.273109,97.8536,107.37894
77,Pocoata,17.42295074462891,19.65803337097168,13.549072265625,19.02671432495117,17.24888229370117,34.01468658447266,43.26811599731445,53.40142822265625,53.3616828918457,13.627013,15.883228,18.558577,21.837879,25.915766,31.01936,37.297356,44.911777,54.073502,13.353913,15.790856,18.68495,22.151039,26.320166,31.346478,37.380825,44.597473,53.20776,15.850604,16.491989,17.420938,19.508219,23.228395,29.379913,37.601139,47.483273,59.005699
78,Llica,21.4720573425293,43.13320922851563,35.29690890945494,30.17185173928738,37.21700192475691,64.80585479736328,67.56108856201172,63.71139526367188,78.32790619134903,25.889286,29.78594,34.205029,39.27824,45.198978,52.096291,59.996895,69.021896,79.393578,25.864115,29.755278,34.215858,39.345051,45.267479,52.103146,59.95903,68.981361,79.358604,25.979015,30.251078,34.168056,38.430031,44.418438,52.379055,60.816303,69.424332,79.122978
79,Quillacollo,5562.6494140625,6364.72607421875,8128.22509765625,9195.517578125,10101.7529296875,9626.291015625,9578.6669921875,9846.2587890625,9134.189453125,6488.3936,6994.2222,7527.874,8069.7319,8601.1035,9111.2822,9604.1055,10091.255,10587.452,6586.8384,7028.6851,7496.9956,7987.7739,8497.4131,9024.3906,9571.0244,10141.79,10742.228,5852.3799,6765.8179,7758.5283,8668.3486,9337.9414,9689.1475,9796.3877,9753.6357,9629.3809
80,Sacaba,5960.68359375,6411.94775390625,7058.30517578125,7423.69384765625,8543.767578125,9143.5693359375,9724.017578125,10178.501953125,10263.6708984375,6051.2168,6528.6147,7042.6143,7593.416,8180.8335,8802.0176,9456.8662,10148.795,10884.974,6068.832,6536.0527,7038.9214,7579.4238,8159.6089,8781.04,9446.1582,10158.536,10922.95,5948.6587,6474.6094,7049.3472,7668.124,8325.0508,8964.877,9555.7568,10093.103,10605.015
81,Tiquipaya,1820.342529296875,1913.254028320313,2023.74609375,2124.098388671875,2429.679931640625,2463.496337890625,2523.068359375,2704.016357421875,2668.521728515625,1837.1127,1940.1556,2048.7905,2162.8071,2281.623,2404.0483,2530.2131,2660.9224,2797.0659,1841.4381,1941.9808,2047.9507,2159.5012,2276.6934,2399.4583,2528.0762,2663.0293,2804.8389,1812.0977,1926.4897,2049.5879,2181.3174,2316.7402,2439.2161,2548.3074,2648.4209,2740.7327
82,Colcapirhua,2155.818603515625,2309.604736328125,2504.15234375,2580.449462890625,3061.341552734375,3198.885986328125,3467.606689453125,3763.57177734375,3685.1767578125,2157.8418,2327.605,2510.6953,2707.929,2920.0444,3146.2476,3386.8198,3642.5688,3915.2622,2161.0999,2329.2083,2510.3792,2705.5542,2915.709,3141.4983,3383.927,3644.2227,3923.9194,2142.0706,2315.4106,2505.3374,2715.3147,2949.3413,3186.2502,3418.002,3637.1675,3844.2971
83,Sipesipe,1466.495727539063,1615.807373046875,1699.47998046875,1824.246948242188,2116.228759765625,2395.993408203125,2368.275634765625,2508.4970703125,2419.038330078125,1504.3663,1620.7145,1745.6215,1879.1331,2020.6505,2168.6067,2321.978,2481.9229,2650.4624,1510.7728,1623.4711,1744.4498,1874.1434,2012.8495,2160.6711,2317.9026,2485.4331,2664.4316,1468.3297,1600.8398,1744.9557,1904.1217,2073.9695,2232.8286,2360.488,2462.0259,2546.8594
84,Vinto,1616.730590820313,1757.739990234375,2030.909545898438,2225.716552734375,2475.1494140625,2707.982666015625,2629.0712890625,2790.090576171875,2686.81884765625,1716.5564,1851.5354,1995.9363,2147.9006,2305.2886,2466.176,2630.042,2798.9817,2975.7351,1729.8248,1856.5924,1992.3154,2136.9451,2290.3958,2452.6848,2624.2344,2806.1982,2999.9551,1633.3262,1816.243,2016.3462,2219.5339,2408.6841,2563.4685,2673.0493,2752.4937,2813.4814
85,Tarata,201.6557769775391,212.408935546875,264.6568603515625,314.5850830078125,358.8880310058594,350.3974304199219,355.4356079101563,351.0146179199219,288.4914855957031,225.14818,242.69772,261.32693,280.39282,299.09607,316.82019,333.47427,349.37009,365.16171,228.85825,244.12767,260.33344,277.34296,294.99081,313.16196,331.87781,351.26636,371.55298,202.7506,232.6796,266.79492,300.96222,328.46585,343.49466,345.75122,337.57254,323.58755
86,Totora,135.7185363769531,154.0549774169922,196.6501007080078,248.7490539550781,244.8365478515625,264.909423828125,322.8522338867188,308.4359130859375,311.8873901367188,149.4801,168.13809,188.94252,211.72591,236.25137,262.54547,290.73221,321.00323,353.97748,151.09882,168.74498,188.40129,210.18684,234.22113,260.71109,289.91321,322.12994,357.80389,138.99844,164.02841,192.82716,222.71025,250.02284,274.73679,296.56705,313.79095,329.16388
87,Buena Vista,224.0034484863281,297.9817810058594,312.9598999023438,333.4500732421875,389.3801574707031,659.3838500976563,543.3540649414063,487.155517578125,541.6050415039063,250.20985,282.6723,318.99396,359.37631,403.87735,452.08914,503.10059,557.65002,617.30591,252.75156,283.73157,318.41223,357.16022,400.34167,448.2511,501.11145,559.6106,624.71716,235.47984,275.67847,320.1698,370.52679,427.63525,484.35709,521.92792,544.94928,565.12921
88,San Carlos,229.9159545898438,264.7248840332031,220.5036468505859,281.333740234375,320.3045043945313,414.6716003417969,454.3650512695313,452.6498718261719,480.3384399414063,217.71928,241.51326,268.0538,298.10907,332.03735,369.99359,411.88474,457.93677,508.84555,217.25758,241.49852,268.48257,298.63434,332.30283,369.81229,411.45602,457.64426,508.94455,223.06947,241.15559,261.97223,291.67142,330.23166,375.08398,419.56647,461.08759,502.99503
89,Magdalena,19.71712303161621,26.70688056945801,52.36919021606445,62.45917510986328,83.11814117431641,103.9956359863281,99.67464447021484,89.69902038574219,92.51307678222656,27.010605,33.797955,42.15797,52.132969,63.700302,76.789764,91.430443,107.97269,127.10334,27.929474,34.17992,41.792732,50.980801,61.985168,75.086792,90.650772,109.19543,131.41823,21.58383,31.300714,44.739758,60.566608,76.524239,89.362381,96.785355,99.955978,101.68141
90,Portachuelo,335.6535339355469,480.3165588378906,443.1442260742188,514.4796752929688,545.4231567382813,692.7786254882813,720.842041015625,713.7351684570313,742.7752075195313,380.75824,420.53189,463.87418,511.07492,562.18781,617.23761,675.96619,738.80432,806.8158,382.9169,421.25198,463.27115,509.31454,559.6853,614.71161,674.68842,740.12024,811.71967,366.56503,416.82657,467.34567,521.11023,577.91547,636.19226,687.42615,730.83936,772.18231
91,San Antonio de Esmoruco,,,.9672326445579529,1.149068117141724,,,,1.665917158126831,,.73590606,.83385658,.94417351,1.0673074,1.2036415,1.3542123,1.5208012,1.7059313,1.912733,.74031323,.83541989,.94256312,1.0629679,1.1979843,1.3492841,1.5189155,1.7093284,1.9233679,.70573109,.82370263,.95689237,1.0991855,1.2424912,1.3852085,1.5301716,1.6822517,1.846477
92,Uriondo,96.82940673828125,105.2908706665039,184.3506622314453,291.3032836914063,263.7344665527344,344.1216735839844,342.5147399902344,306.6810607910156,306.5234680175781,118.09206,141.23663,168.5822,199.83733,234.31093,271.67328,311.77393,355.30328,403.79648,121.453,142.61641,167.37273,196.05511,228.9709,266.59351,309.52768,358.68945,415.34488,98.04303,131.7852,176.78725,227.88124,273.5827,308.39154,327.12476,333.04523,334.38571
93,Mojinete,,,,,,,,.6731559038162231,2.864772796630859,.000026625157,.00011330967,.00048221613,.0020521849,.0087335594,.037167732,.15817608,.67315578,2.864774,.000026625157,.00011330967,.00048221613,.0020521849,.0087335594,.037167732,.15817608,.67315578,2.864774,.000026625157,.00011330967,.00048221613,.0020521849,.0087335594,.037167732,.15817608,.67315578,2.864774
94,Yacuiba,2881.88916015625,3202.86376953125,3366.464111328125,4859.30908203125,4799.37939453125,4910.0703125,4630.82666015625,4654.2939453125,4867.56591796875,3162.6067,3409.4788,3672.2021,3945.3604,4218.0776,4486.0454,4750.5786,5018.4341,5296.9048,3200.6067,3423.6785,3661.334,3912.7837,4175.9468,4450.4556,4737.4312,5039.479,5359.4966,2922.2173,3309.0269,3738.7207,4183.5845,4525.4058,4730.8125,4823.3745,4869.1943,4908.8159
95,YuncharÃ¡,6.986927509307861,6.9695143699646,6.273605823516846,7.923259735107422,45.06189727783203,190.6525421142578,192.7052001953125,136.4773254394531,99.15694427490234,4.6053734,7.5532475,12.439763,20.642509,34.393112,56.789513,91.972298,146.35226,230.92436,4.6565771,7.6287751,12.510742,20.553877,33.797245,55.437386,90.47493,146.98393,238.26424,4.6774116,6.8968635,10.843823,19.418306,38.754719,73.083618,113.10262,145.44035,171.35101
96,CaraparÃ­,4185.595703125,3742.205078125,2407.855712890625,2650.6455078125,2355.4111328125,1854.175415039063,1754.909057617188,1501.06201171875,1390.195556640625,3930.646,3415.8384,2970.3196,2588.5212,2259.4329,1974.7308,1728.2914,1513.8939,1326.7126,3912.0598,3411.4304,2975.3662,2596.5222,2266.9136,1979.8638,1729.8248,1511.7183,1321.2832,4073.8228,3441.0208,2919.1255,2531.6902,2215.6003,1945.4398,1720.9362,1528.1528,1361.5024
97,San Lorenzo,438.2510986328125,472.1544799804688,503.4442138671875,632.416015625,654.3742065429688,811.941162109375,811.7122802734375,962.5108032226563,1487.31640625,408.50565,465.7821,531.46222,607.33917,695.32635,798.08563,918.44904,1060.0358,1225.818,405.79074,464.68622,532.23218,609.85461,699.1604,802.10681,920.87317,1058.04,1216.2507,425.97458,473.0332,527.68451,593.84979,672.00934,769.87488,895.18695,1068.201,1302.072
98,El Puente,69.53790283203125,80.88748168945313,145.3973999023438,174.6335144042969,164.8248596191406,227.8260192871094,203.6019134521484,237.4283447265625,256.8074951171875,83.139511,98.896088,117.42879,138.65819,162.54378,189.29134,219.16295,252.94542,291.56464,84.650673,99.458664,116.79977,136.95863,160.2825,187.2381,218.37766,254.46973,296.42001,73.221893,95.206718,122.77454,151.72203,178.37238,202.56158,222.77228,242.39748,262.78345
99,Toro Toro,5.753509521484375,6.916858673095703,7.962522983551025,9.739889144897461,8.068280220031738,29.07890892028809,25.9785270690918,27.53480911254883,31.06498908996582,5.2577662,6.6479988,8.4134169,10.671084,13.574482,17.315891,22.031416,27.95335,35.420628,5.238502,6.6458373,8.4332342,10.707437,13.605275,17.299683,21.983269,27.915466,35.436844,5.4702473,6.6525846,8.1560879,10.225802,13.248956,17.786846,22.916521,28.391384,34.576622
100,San AgustÃ­n,8.181024551391602,6.230511665344238,8.901124954223633,14.27424430847168,15.41024589538574,27.38358116149902,19.86642074584961,26.66694259643555,27.8780460357666,6.9280643,8.4309187,10.276855,12.530707,15.240703,18.462896,22.246304,26.729345,32.070869,6.9765444,8.4642954,10.273405,12.469552,15.124637,18.325191,22.17137,26.804342,32.393257,6.7320304,8.1234455,10.113012,12.843312,16.120281,19.70372,22.943287,26.243168,29.713083
101,Tarija,5069.73828125,5447.28759765625,6629.41796875,7088.57958984375,7416.6494140625,8208.8330078125,8639.865234375,9259.8720703125,9582.98046875,5280.3921,5745.1099,6248.1753,6786.1475,7357.9668,7965.1816,8610.1152,9298.29,10036.815,5303.6577,5753.2461,6240.2437,6766.0117,7332.6924,7943.3345,8601.4316,9311.5654,10079.059,5121.7593,5690.5371,6312.1519,6930.2158,7525.3188,8104.8398,8662.167,9210.4053,9764.0596
102,Tahua,2.847226142883301,1.995180726051331,3.290225028991699,5.499529838562012,9.849521636962891,20.81596374511719,19.78399085998535,20.2800407409668,25.34319305419922,2.1059556,2.9810905,4.2326384,6.0217443,8.5542259,12.079959,16.906931,23.509018,32.606869,2.124119,2.9988894,4.2370162,5.9889908,8.4613981,11.935307,16.795851,23.595268,33.125031,2.0645156,2.8151331,4.0412583,6.0853343,9.2668142,13.537791,18.174749,23.010206,28.577627
103,San Pablo,30.09345483779907,38.15394020080566,36.84334897994995,40.48926281929016,36.22402000427246,44.56090545654297,46.1776123046875,13.55282020568848,8.111870527267456,45.620777,41.717392,37.989697,34.277782,30.481012,26.61417,22.772383,19.155725,16.004322,47.766869,42.414211,37.617855,33.278091,29.320126,25.70335,22.40954,19.448997,16.848728,34.196289,37.220535,39.692154,40.793003,39.272697,34.384651,26.238464,17.432373,11.026654
104,Las Carreras,23.89114379882813,46.73964309692383,54.27091979980469,65.23689270019531,65.27413177490234,87.15040588378906,72.50625610351563,120.9032669067383,135.5360870361328,32.41835,39.144665,47.122475,56.481106,67.41478,80.25425,95.408134,113.50349,135.03603,32.730057,39.208481,46.932137,56.113659,67.016197,79.979042,95.410866,113.8363,135.81947,29.830742,39.057484,49.353325,59.779064,69.992195,81.010139,93.731926,110.92834,131.85861
105,Villa Abecia,8.445464134216309,8.61231517791748,10.5602912902832,13.8719654083252,16.84335327148438,26.96006774902344,25.11205863952637,25.62080574035645,26.78900527954102,8.1385975,9.7219725,11.617692,13.876527,16.537001,19.627577,23.163712,27.224373,31.940659,8.2083302,9.7607117,11.607526,13.801404,16.39933,19.464548,23.067772,27.30805,32.312603,7.7999134,9.4127274,11.504483,14.219804,17.506344,21.059607,24.135426,26.728071,29.19479
106,Morochata,91.50935363769531,136.9380187988281,132.458984375,230.28564453125,253.7534942626953,342.460693359375,314.1843566894531,294.904541015625,278.7075500488281,113.57214,134.36111,158.61258,186.46971,217.4935,251.26485,287.48267,326.72318,370.26611,116.17122,135.44952,157.83276,183.7003,213.34335,247.12271,285.50073,329.23923,379.38596,98.352821,127.04008,162.21239,204.84145,247.77829,283.32001,303.3707,310.62656,312.31494
107,Carangas,4.160961627960205,4.924172878265381,3.296876907348633,3.87281346321106,8.049949645996094,10.28479862213135,10.55050468444824,10.58590602874756,16.35916328430176,3.3938534,4.0296283,4.7942638,5.7387815,6.9133396,8.3511763,10.094416,12.20891,14.781322,3.3530121,4.0188746,4.8195691,5.7889733,6.9650898,8.3866768,10.10079,12.167669,14.661482,3.756578,4.0830622,4.511106,5.3064575,6.6203508,8.2977161,10.211029,12.47857,15.398107
108,Yunguyo del Litoral,2.222959280014038,2.237566709518433,3.620805501937866,3.671824932098389,3.021338701248169,11.21033477783203,11.8367166519165,8.355161666870117,5.841378688812256,2.2047062,2.6904671,3.2835243,4.0005884,4.8622637,5.8853426,7.0492826,8.3555899,9.8523445,2.2361643,2.7079017,3.2791026,3.9687855,4.7999187,5.7982111,6.984653,8.3909168,10.066594,2.0585546,2.5634401,3.2316439,4.0855823,5.225255,6.7043648,7.8399162,8.2413521,8.204957
109,Cruz de Machacamarca,,,.9046153426170349,,2.150857210159302,8.444524765014648,7.888875961303711,13.89424133300781,7.880324840545654,.39016342,.62779379,1.0098994,1.622656,2.5988443,4.1342859,6.4972196,10.10422,15.606679,.39694497,.63270497,1.0083855,1.6064885,2.55687,4.0618138,6.4316926,10.156216,16.009146,.35860682,.59215909,.98712057,1.6744696,2.8731518,4.8141484,7.2601266,9.9372902,12.61524
110,Antequera,145.9050140380859,163.4734802246094,208.9884185791016,198.9706115722656,180.6982269287109,186.7510528564453,194.1555938720703,224.0624084472656,193.2744140625,163.92114,170.16743,176.44667,182.45822,188.18437,193.7784,199.33444,204.88483,210.41147,164.93318,170.4185,176.03253,181.70113,187.42104,193.23401,199.16724,205.23566,211.44179,156.09843,168.97237,180.942,188.61667,192.73415,196.06934,199.61295,202.84497,204.30727
111,Nazacara de Pacajes,.3229341208934784,2.085908889770508,2.447418212890625,2.159318923950195,2.958858728408813,7.067083835601807,6.915226459503174,7.182566165924072,7.736605644226074,.80053741,1.1539233,1.6482751,2.3257797,3.2444284,4.4746819,6.0962429,8.2346745,11.083312,.8306849,1.1648928,1.6297077,2.2725554,3.1589906,4.3772788,6.0450993,8.3289061,11.464245,.60832775,1.1079396,1.8234375,2.7115817,3.818768,5.1473022,6.4424415,7.6422319,8.8694229
112,Caquiaviri,36.54606628417969,40.99874114990234,60.54367828369141,70.50102996826172,73.77963256835938,116.3316421508789,118.8671417236328,130.2201232910156,125.7300186157227,38.790882,46.44928,55.586468,66.358978,78.94796,93.567413,110.35476,129.66512,152.06534,39.201675,46.629921,55.456001,65.908409,78.256378,92.819435,109.9478,130.10585,153.88191,36.321999,45.178806,56.250607,69.091972,83.488953,99.294327,114.00382,127.12177,139.42355
113,BelÃ©n de Andamarca,,2.183993816375732,2.067452907562256,12.46757125854492,23.84468078613281,32.82131958007813,29.90735244750977,27.23031997680664,27.40033531188965,2.1220639,3.2550805,4.9972124,7.6539822,11.556783,17.080175,24.712448,35.237476,49.944324,2.2096844,3.313525,4.9693208,7.4463787,11.114155,16.492712,24.33456,35.764202,52.476753,1.7034684,2.8160167,4.8866735,8.9719105,15.307096,22.466974,28.193287,31.940536,34.823956
114,Corque,53.28755950927734,57.61642074584961,50.58296966552734,60.85784530639648,58.03932189941406,94.74578094482422,93.70737457275391,79.30110168457031,89.793212890625,50.338539,54.340248,58.693317,63.504627,68.805939,74.597168,80.72818,87.197617,94.141151,50.268497,54.353519,58.779022,63.592625,68.824707,74.499199,80.604477,87.16835,94.255234,51.373203,54.142441,57.396057,62.177349,68.528542,76.241753,82.726654,87.574471,92.298988
115,Vitiche,40.12721633911133,39.0183219909668,31.72966766357422,42.95947265625,50.87045288085938,91.99732971191406,87.16588592529297,73.90586090087891,86.69139862060547,33.595757,38.048798,43.168751,49.164383,56.147167,64.144463,73.058952,82.978706,94.167366,33.48489,38.070286,43.303089,49.302895,56.173412,64.007339,72.878433,82.920013,94.325378,35.16161,37.647713,41.170624,47.236668,56.024574,66.658356,76.027267,83.632553,91.247513
116,Luribay,17.86957168579102,21.3178596496582,17.7549877166748,19.3133659362793,40.63714599609375,78.50791931152344,67.54501342773438,53.30710220336914,33.9066276550293,17.433437,20.618309,24.391066,28.878059,34.130085,40.000561,46.26334,52.900841,60.145042,17.719461,20.787752,24.387903,28.614552,33.553425,39.254498,45.763355,53.192032,61.734207,16.291801,19.339355,23.299034,29.366186,38.219143,47.405449,52.232597,51.656967,48.279072
117,Machacamarca,85.98902893066406,95.35302734375,154.3912506103516,116.5733337402344,115.7640228271484,122.3152389526367,113.9893417358398,114.5511245727539,112.8388366699219,103.73813,106.89281,109.9371,112.51608,114.63616,116.35484,117.75019,118.96857,120.12415,104.98058,107.23097,109.47488,111.62173,113.6714,115.63734,117.53994,119.41825,121.30483,94.723282,105.03646,114.68362,119.53561,120.93267,120.2578,118.20722,115.81149,113.378
118,Arampampa,6.250129222869873,10.27571964263916,8.001501083374023,7.287115097045898,6.73737096786499,15.51345252990723,13.47734832763672,14.26880645751953,16.59881210327148,6.6386542,7.3684816,8.1736231,9.0859661,10.147018,11.388033,12.795389,14.38306,16.171894,6.5829349,7.3448801,8.1939468,9.1464758,10.222292,11.439672,12.806522,14.338904,16.055994,7.0274944,7.5793686,8.0226889,8.5874357,9.5737667,11.15291,12.875812,14.728806,16.813801
119,Sacabamba,16.4898853302002,22.67451477050781,16.73365783691406,20.59218215942383,17.69325637817383,23.94925117492676,25.48210716247559,27.85405540466309,31.76420021057129,16.802034,17.914215,19.096445,20.397076,21.848043,23.490686,25.322721,27.342344,29.544394,16.675415,17.862219,19.132977,20.505203,21.992832,23.612421,25.369518,27.269743,29.318111,17.630966,18.338619,18.87159,19.665199,20.834352,22.698534,25.057554,27.85611,31.075853
120,Anzaldo,11.80110836029053,13.36235237121582,14.42369079589844,26.96711921691895,22.46479606628418,32.51815414428711,42.36515045166016,32.32614517211914,28.31092071533203,12.698721,14.843081,17.336779,20.198586,23.388664,26.897091,30.685001,34.753487,39.233166,12.919699,14.944097,17.281775,19.970501,23.038576,26.527609,30.478861,34.951187,40.045067,11.467088,14.113504,17.450638,21.5863,25.804295,29.838367,32.675228,33.634995,33.674984
