asdf_id,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2020.count,worldpop_pop_count_1km_mosaic.2020.sum,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
77,1482.87988281,19705.2929688,1482.87988281,19838.6367188,1482.87988281,20739.0019531,1482.87988281,20421.609375,1482.87988281,21802.1972656,1482.87988281,21202.1660156,1482.87988281,22284.1992188,1482.87988281,23471.546875,1482.87988281,22900.046875,1482.87988281,23812.2734375,1482.87988281,24639.453125,1482.87988281,25219.2089844,1482.87988281,25780.1171875,1482.87988281,26443.4648438,1482.87988281,27018.6816406,1482.87988281,27712.1796875,1482.87988281,28353.3339844,1482.87988281,28890.6035156,1482.87988281,29655.7988281,1482.87988281,30384.5507812,1482.87988281,31113.8515625,ADM3,77,77,BOL,BOL-ADM3-33444609B28265316,Pocoata,ADM3
78,7125.29980469,2700.81103516,7125.29980469,2788.98388672,7125.29980469,2976.828125,7125.29980469,2877.59423828,7125.29980469,3177.42285156,7125.29980469,3071.64501953,7125.29980469,3279.19116211,7125.29980469,3500.82177734,7125.29980469,3390.2109375,7125.29980469,3617.5925293,7125.29980469,3733.75976562,7125.29980469,3858.79003906,7125.29980469,3992.34472656,7125.29980469,4118.44921875,7125.29980469,4251.16113281,7125.29980469,4406.94433594,7125.29980469,4553.97265625,7125.29980469,4701.85449219,7125.29980469,4875.59277344,7125.29980469,5043.88378906,7125.29980469,5212.80761719,ADM3,78,78,BOL,BOL-ADM3-33444609B5007094,Llica,ADM3
79,704.229980469,102518.8125,704.229980469,105155.304688,704.229980469,110609.328125,704.229980469,107771.03125,704.229980469,116120.90625,704.229980469,113275.617188,704.229980469,119035.703125,704.229980469,125161.765625,704.229980469,121809.03125,704.229980469,128623.171875,704.229980469,131617.78125,704.229980469,135291.578125,704.229980469,138671.09375,704.229980469,142354.234375,704.229980469,145995.78125,704.229980469,150178.5,704.229980469,153543.875,704.229980469,157636.03125,704.229980469,161668.890625,704.229980469,165825.078125,704.229980469,170086.359375,ADM3,79,79,BOL,BOL-ADM3-33444609B2586032,Quillacollo,ADM3
80,930.58996582,122810.15625,930.58996582,127187.578125,930.58996582,136304.375,930.58996582,131579.375,930.58996582,145657.046875,930.58996582,141242.1875,930.58996582,150979.21875,930.58996582,161071.734375,930.58996582,156516.109375,930.58996582,166371.28125,930.58996582,171059.140625,930.58996582,177819.640625,930.58996582,181924.296875,930.58996582,188567.3125,930.58996582,195571.09375,930.58996582,202006.1875,930.58996582,208800.4375,930.58996582,216067.34375,930.58996582,223084.78125,930.58996582,230830.84375,930.58996582,239126.890625,ADM3,80,80,BOL,BOL-ADM3-33444609B27378021,Sacaba,ADM3
81,395.549987793,42186.0625,395.549987793,43713.953125,395.549987793,46035.78125,395.549987793,44622.5429688,395.549987793,48426.296875,395.549987793,47171.2617188,395.549987793,49963.09375,395.549987793,52794.6992188,395.549987793,51620.21875,395.549987793,54412.4570312,395.549987793,55827.3945312,395.549987793,57688.4492188,395.549987793,59861.09375,395.549987793,61441.7890625,395.549987793,63427.2929688,395.549987793,65382.6328125,395.549987793,66624.1484375,395.549987793,68963.8828125,395.549987793,71166.1328125,395.549987793,73266.7890625,395.549987793,75635.3671875,ADM3,81,81,BOL,BOL-ADM3-33444609B80439797,Tiquipaya,ADM3
82,37.4200019836,44315.5234375,37.4200019836,44680.8164062,37.4200019836,47138.6171875,37.4200019836,46046.6757812,37.4200019836,48604.25,37.4200019836,48293.578125,37.4200019836,50229.125,37.4200019836,51907.078125,37.4200019836,51101.2929688,37.4200019836,53366.1640625,37.4200019836,54121.171875,37.4200019836,54897.4570312,37.4200019836,54299.5976562,37.4200019836,55055.6992188,37.4200019836,56183.8476562,37.4200019836,56705.4296875,37.4200019836,58802.4335938,37.4200019836,60015.0859375,37.4200019836,61440.9882812,37.4200019836,62657.3320312,37.4200019836,63847.6484375,ADM3,82,82,BOL,BOL-ADM3-33444609B86021401,Colcapirhua,ADM3
83,631.329956055,30375.6445312,631.329956055,31204.984375,631.329956055,32864.4296875,631.329956055,32079.3085938,631.329956055,34835.2890625,631.329956055,34016.5390625,631.329956055,35761.2929688,631.329956055,37517.8671875,631.329956055,36639.2890625,631.329956055,38504.0859375,631.329956055,39611.4960938,631.329956055,40652.3671875,631.329956055,41411.1289062,631.329956055,42425.1953125,631.329956055,43289.6640625,631.329956055,44266.1601562,631.329956055,45756.75,631.329956055,46990.7304688,631.329956055,48138.9882812,631.329956055,49412.421875,631.329956055,50703.2929688,ADM3,83,83,BOL,BOL-ADM3-33444609B57513939,Sipesipe,ADM3
84,267.970001221,29949.9121094,267.970001221,31380.2851562,267.970001221,34509.4609375,267.970001221,32725.1425781,267.970001221,37634.2265625,267.970001221,36048.0507812,267.970001221,39526.03125,267.970001221,43292.4765625,267.970001221,41382.1484375,267.970001221,44987.9257812,267.970001221,47235.5195312,267.970001221,49048.6289062,267.970001221,51029.8046875,267.970001221,53281.4765625,267.970001221,55991.03125,267.970001221,58352.5664062,267.970001221,61198.890625,267.970001221,63904.6601562,267.970001221,66934.8125,267.970001221,69928.0078125,267.970001221,73152.25,ADM3,84,84,BOL,BOL-ADM3-33444609B63544582,Vinto,ADM3
85,422.200012207,8786.62695312,422.200012207,8722.18164062,422.200012207,8572.56054688,422.200012207,8732.24707031,422.200012207,8631.99023438,422.200012207,8646.76464844,422.200012207,8565.64648438,422.200012207,8491.171875,422.200012207,8518.390625,422.200012207,8528.50878906,422.200012207,8584.64453125,422.200012207,8469.17871094,422.200012207,8508.78808594,422.200012207,8489.46582031,422.200012207,8410.06640625,422.200012207,8382.19335938,422.200012207,8356.12011719,422.200012207,8372.13574219,422.200012207,8334.32226562,422.200012207,8315.32421875,422.200012207,8277.52246094,ADM3,85,85,BOL,BOL-ADM3-33444609B91378627,Tarata,ADM3
86,2639.54003906,12989.5292969,2639.54003906,13119.3496094,2639.54003906,13379.2988281,2639.54003906,13254.5205078,2639.54003906,13612.140625,2639.54003906,13460.3544922,2639.54003906,13725.9179688,2639.54003906,13989.1113281,2639.54003906,13848.6552734,2639.54003906,14117.9882812,2639.54003906,14264.1914062,2639.54003906,14389.1796875,2639.54003906,14542.3183594,2639.54003906,14652.4882812,2639.54003906,14837.6484375,2639.54003906,14986.6835938,2639.54003906,15173.7431641,2639.54003906,15335.4169922,2639.54003906,15528.1962891,2639.54003906,15690.7880859,2639.54003906,15867.7792969,ADM3,86,86,BOL,BOL-ADM3-33444609B10790515,Totora,ADM3
87,3376.48999023,13643.9023438,3376.48999023,13587.8466797,3376.48999023,13592.5722656,3376.48999023,13584.859375,3376.48999023,13550.0527344,3376.48999023,13667.6943359,3376.48999023,13566.3027344,3376.48999023,13564.3486328,3376.48999023,13529.8339844,3376.48999023,13471.3320312,3376.48999023,13309.5019531,3376.48999023,13299.1699219,3376.48999023,13392.6494141,3376.48999023,13420.0986328,3376.48999023,13519.1054688,3376.48999023,13496.7744141,3376.48999023,13411.7021484,3376.48999023,13371.9511719,3376.48999023,13349.0097656,3376.48999023,13332.2744141,3376.48999023,13305.390625,ADM3,87,87,BOL,BOL-ADM3-33444609B62366677,Buena Vista,ADM3
88,1507.16992188,15923.21875,1507.16992188,16201.8076172,1507.16992188,16773.4238281,1507.16992188,16525.5585938,1507.16992188,17442.5410156,1507.16992188,17106.5722656,1507.16992188,17700.4003906,1507.16992188,18344.4316406,1507.16992188,18019.828125,1507.16992188,18706.71875,1507.16992188,19047.2578125,1507.16992188,19440.6679688,1507.16992188,19799.8398438,1507.16992188,20117.7441406,1507.16992188,20424.1367188,1507.16992188,20779.4667969,1507.16992188,21223.8164062,1507.16992188,21630.09375,1507.16992188,22012.921875,1507.16992188,22404.109375,1507.16992188,22816.140625,ADM3,88,88,BOL,BOL-ADM3-33444609B65201053,San Carlos,ADM3
89,16962.5097656,inf,16926.5097656,10252.7753906,16926.5097656,10491.7919922,16926.5097656,10371.6074219,16926.5097656,10799.2900391,16926.5097656,10610.6308594,16926.5097656,10894.7363281,16926.5097656,11205.7304688,16926.5097656,11042.6435547,16926.5097656,11299.3769531,16926.5097656,11428.9960938,16926.5097656,11565.8046875,16926.5097656,11841.2832031,16926.5097656,11981.6582031,16926.5097656,12121.7412109,16926.5097656,12283.4443359,16926.5097656,12421.9570312,16926.5097656,12581.5292969,16926.5097656,12730.2236328,16926.5097656,12904.0703125,16926.5097656,13047.1855469,ADM3,89,89,BOL,BOL-ADM3-33444609B24515942,Magdalena,ADM3
90,1373.16992188,17354.4238281,1373.16992188,17662.9433594,1373.16992188,17794.625,1373.16992188,17715.8125,1373.16992188,18356.140625,1373.16992188,18003.0234375,1373.16992188,18239.3808594,1373.16992188,18580.3789062,1373.16992188,18494.59375,1373.16992188,18709.5839844,1373.16992188,18498.90625,1373.16992188,19160.8945312,1373.16992188,19531.0976562,1373.16992188,19613.78125,1373.16992188,19540.5351562,1373.16992188,19566.3828125,1373.16992188,20075.8242188,1373.16992188,20215.5820312,1373.16992188,20435.6484375,1373.16992188,20611.7011719,1373.16992188,20785.8359375,ADM3,90,90,BOL,BOL-ADM3-33444609B38843317,Portachuelo,ADM3
91,3199.86010742,inf,3196.79003906,1660.43359375,3196.79003906,1756.22839355,3196.79003906,1707.06652832,3196.79003906,1857.86535645,3196.79003906,1804.30175781,3196.79003906,1913.70336914,3196.79003906,2026.76660156,3196.79003906,1972.43603516,3196.79003906,2080.90429688,3196.79003906,2140.4387207,3196.79003906,2203.45996094,3196.79003906,2271.76416016,3196.79003906,2339.11572266,3196.79003906,2404.89404297,3196.79003906,2475.20703125,3196.79003906,2547.20996094,3196.79003906,2619.12548828,3196.79003906,2697.12792969,3196.79003906,2775.42041016,3196.79003906,2856.13891602,ADM3,91,91,BOL,BOL-ADM3-33444609B37744367,San Antonio de Esmoruco,ADM3
92,1050.47998047,12488.1240234,1050.47998047,12690.6640625,1050.47998047,13026.7617188,1050.47998047,12834.6953125,1050.47998047,13580.9785156,1050.47998047,13231.4462891,1050.47998047,13732.9394531,1050.47998047,14156.9658203,1050.47998047,13924.6728516,1050.47998047,14367.9150391,1050.47998047,14604.2373047,1050.47998047,14894.1542969,1050.47998047,15295.2724609,1050.47998047,15489.9912109,1050.47998047,15712.7871094,1050.47998047,15989.3945312,1050.47998047,16266.5527344,1050.47998047,16601.9785156,1050.47998047,16891.5761719,1050.47998047,17165.6386719,1050.47998047,17452.0976562,ADM3,92,92,BOL,BOL-ADM3-33444609B1106358,Uriondo,ADM3
93,510.539978027,654.182250977,510.539978027,688.957458496,510.539978027,755.131896973,510.539978027,720.945678711,510.539978027,825.702514648,510.539978027,791.737792969,510.539978027,867.48034668,510.539978027,948.015075684,510.539978027,906.366943359,510.539978027,989.26550293,510.539978027,1035.23413086,510.539978027,1081.63696289,510.539978027,1129.2734375,510.539978027,1180.13244629,510.539978027,1235.74768066,510.539978027,1291.48828125,510.539978027,1351.11877441,510.539978027,1414.53015137,510.539978027,1481.02954102,510.539978027,1549.4597168,510.539978027,1619.26416016,ADM3,93,93,BOL,BOL-ADM3-33444609B85745690,Mojinete,ADM3
94,4952.39990234,89231.53125,4952.39990234,89407.21875,4952.39990234,91396.359375,4952.39990234,90465.4453125,4952.39990234,93928.7421875,4952.39990234,92455.484375,4952.39990234,96237.75,4952.39990234,99026.28125,4952.39990234,97539.4140625,4952.39990234,99454.828125,4952.39990234,99955.1796875,4952.39990234,100569.921875,4952.39990234,104920.75,4952.39990234,106569.734375,4952.39990234,106432.695312,4952.39990234,106942.578125,4952.39990234,107672.484375,4952.39990234,108257.148438,4952.39990234,109930.078125,4952.39990234,111188.15625,4952.39990234,111996.429688,ADM3,94,94,BOL,BOL-ADM3-33444609B87243497,Yacuiba,ADM3
95,2338.52001953,inf,2335.52001953,5721.92529297,2335.52001953,5780.69628906,2335.52001953,5719.546875,2335.52001953,5857.19042969,2335.52001953,5753.54003906,2335.52001953,5807.67822266,2335.52001953,5851.29101562,2335.52001953,5836.33105469,2335.52001953,5885.52148438,2335.52001953,5876.41503906,2335.52001953,5971.50830078,2335.52001953,6068.82958984,2335.52001953,6070.34570312,2335.52001953,6077.87792969,2335.52001953,6060.07617188,2335.52001953,6118.56933594,2335.52001953,6201.08203125,2335.52001953,6229.515625,2335.52001953,6271.68847656,2335.52001953,6321.47363281,ADM3,95,95,BOL,BOL-ADM3-33444609B234644,Yunchará,ADM3
96,3713.39990234,8413.39550781,3713.39990234,8950.79199219,3713.39990234,9824.97070312,3713.39990234,9419.62695312,3713.39990234,10735.1513672,3713.39990234,10274.7441406,3713.39990234,11230.6855469,3713.39990234,12336.59375,3713.39990234,11732.9814453,3713.39990234,12921.7363281,3713.39990234,13709.1230469,3713.39990234,14452.0087891,3713.39990234,15131.0351562,3713.39990234,15921.3378906,3713.39990234,16670.7109375,3713.39990234,17497.0117188,3713.39990234,18337.703125,3713.39990234,19216.0429688,3713.39990234,20162.7070312,3713.39990234,21147.2421875,3713.39990234,22192.9335938,ADM3,96,96,BOL,BOL-ADM3-33444609B75965900,Caraparí,ADM3
97,2497.47998047,22891.3671875,2497.47998047,23169.4023438,2497.47998047,23562.3125,2497.47998047,23175.9609375,2497.47998047,24238.2675781,2497.47998047,23777.1015625,2497.47998047,24694.296875,2497.47998047,25100.0820312,2497.47998047,25033.1816406,2497.47998047,25144.3691406,2497.47998047,25650.84375,2497.47998047,25635.1875,2497.47998047,25880.15625,2497.47998047,25994.2382812,2497.47998047,26230.3867188,2497.47998047,26564.1640625,2497.47998047,26965.7851562,2497.47998047,27334.71875,2497.47998047,27720.0,2497.47998047,28041.09375,2497.47998047,28355.5703125,ADM3,97,97,BOL,BOL-ADM3-33444609B88496650,San Lorenzo,ADM3
98,2606.85986328,10717.3076172,2606.85986328,10777.4638672,2606.85986328,10862.1621094,2606.85986328,10832.5351562,2606.85986328,11052.2626953,2606.85986328,10922.671875,2606.85986328,11084.6044922,2606.85986328,11177.8583984,2606.85986328,11096.0664062,2606.85986328,11230.6494141,2606.85986328,11310.0976562,2606.85986328,11382.0507812,2606.85986328,11516.3007812,2606.85986328,11569.2470703,2606.85986328,11621.1503906,2606.85986328,11655.6621094,2606.85986328,11730.2382812,2606.85986328,11823.2216797,2606.85986328,11883.5712891,2606.85986328,11957.5546875,2606.85986328,12030.0878906,ADM3,98,98,BOL,BOL-ADM3-33444609B59853279,El Puente,ADM3
99,1467.72998047,10756.2294922,1467.72998047,10818.3300781,1467.72998047,10894.6582031,1467.72998047,10846.9707031,1467.72998047,10950.5605469,1467.72998047,10936.3066406,1467.72998047,11000.6494141,1467.72998047,11080.4794922,1467.72998047,11037.5595703,1467.72998047,11130.2792969,1467.72998047,11143.8027344,1467.72998047,11183.6738281,1467.72998047,11242.5429688,1467.72998047,11244.8691406,1467.72998047,11292.3408203,1467.72998047,11301.9199219,1467.72998047,11309.796875,1467.72998047,11361.6484375,1467.72998047,11399.0966797,1467.72998047,11427.2138672,1467.72998047,11453.6123047,ADM3,99,99,BOL,BOL-ADM3-33444609B34120572,Toro Toro,ADM3
100,2961.26000977,2204.56445312,2961.26000977,2276.29785156,2961.26000977,2182.75756836,2961.26000977,2271.81445312,2961.26000977,2273.41723633,2961.26000977,2184.12426758,2961.26000977,2249.32373047,2961.26000977,2206.40429688,2961.26000977,2157.86694336,2961.26000977,2211.96850586,2961.26000977,2118.06787109,2961.26000977,2266.31469727,2961.26000977,2432.90307617,2961.26000977,2324.32226562,2961.26000977,2199.31591797,2961.26000977,2126.71411133,2961.26000977,2297.06958008,2961.26000977,2455.9765625,2961.26000977,2448.50634766,2961.26000977,2469.41821289,2961.26000977,2481.83398438,ADM3,100,100,BOL,BOL-ADM3-33444609B63002823,San Agustín,ADM3
101,2615.70996094,146507.25,2615.70996094,150523.25,2615.70996094,159087.875,2615.70996094,154990.0,2615.70996094,167385.0625,2615.70996094,163457.671875,2615.70996094,171906.671875,2615.70996094,181576.5,2615.70996094,176612.625,2615.70996094,186770.28125,2615.70996094,191555.5625,2615.70996094,196900.546875,2615.70996094,201887.125,2615.70996094,207650.75,2615.70996094,213368.796875,2615.70996094,219105.09375,2615.70996094,224930.453125,2615.70996094,230727.578125,2615.70996094,236854.828125,2615.70996094,243233.1875,2615.70996094,249771.234375,ADM3,101,101,BOL,BOL-ADM3-33444609B48940768,Tarija,ADM3
102,1663.2800293,1942.29492188,1663.2800293,1898.24841309,1663.2800293,1836.46496582,1663.2800293,1871.94604492,1663.2800293,1760.37341309,1663.2800293,1806.06982422,1663.2800293,1726.77124023,1663.2800293,1667.55163574,1663.2800293,1700.27929688,1663.2800293,1635.40039062,1663.2800293,1611.0057373,1663.2800293,1579.89624023,1663.2800293,1542.11303711,1663.2800293,1524.53930664,1663.2800293,1505.35546875,1663.2800293,1455.0090332,1663.2800293,1465.09899902,1663.2800293,1436.11962891,1663.2800293,1411.45141602,1663.2800293,1389.59899902,1663.2800293,1364.2520752,ADM3,102,102,BOL,BOL-ADM3-33444609B83584775,Tahua,ADM3
103,16770.5292969,inf,16736.2890625,2530.34790039,16736.2890625,2662.35986328,16736.2890625,2607.26391602,16736.2890625,2805.31225586,16736.2890625,2711.8996582,16736.2890625,2866.03466797,16736.2890625,3016.65429688,16736.2890625,2941.07861328,16736.2890625,3090.13818359,16736.2890625,3166.25292969,16736.2890625,3264.36791992,16736.2890625,3371.35302734,16736.2890625,3449.24731445,16736.2890625,3547.22827148,16736.2890625,3652.81665039,16736.2890625,3740.00390625,16736.2890625,3845.47241211,16736.2890625,3958.63305664,16736.2890625,4063.88232422,16736.2890625,4166.77734375,ADM3,103,103,BOL,BOL-ADM3-33444609B12022744,San Pablo,ADM3
104,1147.18994141,3406.40869141,1147.18994141,3496.69165039,1147.18994141,3601.62426758,1147.18994141,3530.79589844,1147.18994141,3659.15234375,1147.18994141,3636.51318359,1147.18994141,3704.34033203,1147.18994141,3787.06494141,1147.18994141,3765.86523438,1147.18994141,3835.92480469,1147.18994141,3903.2355957,1147.18994141,3957.65087891,1147.18994141,3974.27709961,1147.18994141,4062.76513672,1147.18994141,4117.24462891,1147.18994141,4159.96289062,1147.18994141,4204.41601562,1147.18994141,4236.46289062,1147.18994141,4302.85498047,1147.18994141,4354.02929688,1147.18994141,4409.31933594,ADM3,104,104,BOL,BOL-ADM3-33444609B6650687,Las Carreras,ADM3
105,836.66998291,3084.33935547,836.66998291,3116.82495117,836.66998291,3157.2734375,836.66998291,3132.17529297,836.66998291,3209.33105469,836.66998291,3184.87695312,836.66998291,3241.08422852,836.66998291,3306.70019531,836.66998291,3256.96484375,836.66998291,3328.8112793,836.66998291,3348.65283203,836.66998291,3380.88623047,836.66998291,3425.59301758,836.66998291,3449.67871094,836.66998291,3473.41992188,836.66998291,3525.00488281,836.66998291,3546.45410156,836.66998291,3582.01342773,836.66998291,3613.10791016,836.66998291,3643.50463867,836.66998291,3678.40576172,ADM3,105,105,BOL,BOL-ADM3-33444609B72563416,Villa Abecia,ADM3
106,912.270019531,18979.8105469,912.270019531,18761.015625,912.270019531,17640.7851562,912.270019531,18233.8652344,912.270019531,17141.4628906,912.270019531,17249.6914062,912.270019531,16599.7304688,912.270019531,15836.2480469,912.270019531,16093.4472656,912.270019531,15436.8945312,912.270019531,15091.1318359,912.270019531,14877.5742188,912.270019531,14953.6269531,912.270019531,14489.5214844,912.270019531,13886.9472656,912.270019531,13540.8359375,912.270019531,13316.5097656,912.270019531,13273.7470703,912.270019531,12889.2695312,912.270019531,12664.96875,912.270019531,12398.2617188,ADM3,106,106,BOL,BOL-ADM3-33444609B32136747,Morochata,ADM3
107,287.119995117,278.17755127,287.119995117,308.287109375,287.119995117,357.659423828,287.119995117,333.578430176,287.119995117,418.217651367,287.119995117,388.845581055,287.119995117,453.337402344,287.119995117,532.039306641,287.119995117,490.227996826,287.119995117,574.459472656,287.119995117,618.272338867,287.119995117,671.220458984,287.119995117,726.922119141,287.119995117,787.160888672,287.119995117,849.263977051,287.119995117,918.428222656,287.119995117,987.270385742,287.119995117,1066.38598633,287.119995117,1148.56738281,287.119995117,1240.89892578,287.119995117,1339.44042969,ADM3,107,107,BOL,BOL-ADM3-33444609B11014199,Carangas,ADM3
108,227.470001221,206.000946045,227.470001221,219.593933105,227.470001221,261.988647461,227.470001221,237.515014648,227.470001221,304.890808105,227.470001221,280.733886719,227.470001221,325.343566895,227.470001221,379.633178711,227.470001221,354.984954834,227.470001221,412.543060303,227.470001221,440.7265625,227.470001221,476.771636963,227.470001221,518.915588379,227.470001221,559.282348633,227.470001221,606.975341797,227.470001221,657.88659668,227.470001221,707.085083008,227.470001221,759.952514648,227.470001221,823.14453125,227.470001221,890.154846191,227.470001221,962.099365234,ADM3,108,108,BOL,BOL-ADM3-33444609B29831186,Yunguyo del Litoral,ADM3
109,660.640014648,965.933288574,660.640014648,984.784667969,660.640014648,1113.84155273,660.640014648,1047.94921875,660.640014648,1261.97045898,660.640014648,1126.71350098,660.640014648,1320.28857422,660.640014648,1490.74914551,660.640014648,1440.15698242,660.640014648,1610.21606445,660.640014648,1739.99755859,660.640014648,1842.23449707,660.640014648,1995.81054688,660.640014648,2131.53662109,660.640014648,2291.69042969,660.640014648,2462.16162109,660.640014648,2657.49829102,660.640014648,2865.14477539,660.640014648,3092.0078125,660.640014648,3331.43676758,660.640014648,3589.88232422,ADM3,109,109,BOL,BOL-ADM3-33444609B64125054,Cruz de Machacamarca,ADM3
110,351.390014648,3230.02026367,351.390014648,3267.88964844,351.390014648,3295.27636719,351.390014648,3263.36425781,351.390014648,3243.72363281,351.390014648,3306.13208008,351.390014648,3286.7109375,351.390014648,3285.89404297,351.390014648,3275.19580078,351.390014648,3264.14208984,351.390014648,3260.21875,351.390014648,3229.46777344,351.390014648,3147.59765625,351.390014648,3191.97070312,351.390014648,3236.73339844,351.390014648,3223.13061523,351.390014648,3219.60644531,351.390014648,3173.625,351.390014648,3192.75708008,351.390014648,3178.97363281,351.390014648,3177.55737305,ADM3,110,110,BOL,BOL-ADM3-33444609B44425060,Antequera,ADM3
111,23.9300003052,218.244781494,23.9300003052,241.707366943,23.9300003052,282.447662354,23.9300003052,260.096496582,23.9300003052,323.278808594,23.9300003052,302.785003662,23.9300003052,349.771484375,23.9300003052,404.287231445,23.9300003052,379.220184326,23.9300003052,436.490478516,23.9300003052,475.473083496,23.9300003052,510.773010254,23.9300003052,554.175842285,23.9300003052,619.397277832,23.9300003052,663.643676758,23.9300003052,714.257568359,23.9300003052,768.044006348,23.9300003052,816.534179688,23.9300003052,891.199035645,23.9300003052,959.889770508,23.9300003052,1034.49719238,ADM3,111,111,BOL,BOL-ADM3-33444609B30420791,Nazacara de Pacajes,ADM3
112,1914.84008789,11480.8183594,1914.84008789,11691.9882812,1914.84008789,12141.4335938,1914.84008789,11918.9785156,1914.84008789,12605.2402344,1914.84008789,12372.0878906,1914.84008789,12857.0810547,1914.84008789,13324.7421875,1914.84008789,13098.9394531,1914.84008789,13597.953125,1914.84008789,13857.0185547,1914.84008789,14124.0654297,1914.84008789,14385.3222656,1914.84008789,14686.53125,1914.84008789,14974.0390625,1914.84008789,15279.8144531,1914.84008789,15556.1953125,1914.84008789,15829.6845703,1914.84008789,16168.9199219,1914.84008789,16468.5019531,1914.84008789,16798.78125,ADM3,112,112,BOL,BOL-ADM3-33444609B25496031,Caquiaviri,ADM3
113,1332.63012695,1524.77868652,1332.63012695,1528.83496094,1332.63012695,1604.57275391,1332.63012695,1565.2442627,1332.63012695,1687.5246582,1332.63012695,1642.29199219,1332.63012695,1726.33984375,1332.63012695,1811.94189453,1332.63012695,1768.78295898,1332.63012695,1856.26367188,1332.63012695,1897.10986328,1332.63012695,1944.24694824,1332.63012695,1993.30285645,1332.63012695,2025.85632324,1332.63012695,2076.8293457,1332.63012695,2120.45703125,1332.63012695,2186.14208984,1332.63012695,2252.59179688,1332.63012695,2325.54956055,1332.63012695,2381.7331543,1332.63012695,2441.01220703,ADM3,113,113,BOL,BOL-ADM3-33444609B78062899,Belén de Andamarca,ADM3
114,4042.29980469,1.66738352895e+38,4041.73974609,8385.0703125,4041.73974609,8526.19042969,4041.73974609,8461.63183594,4041.73974609,8655.31054688,4041.73974609,8580.07714844,4041.73974609,8700.29882812,4041.73974609,8815.58398438,4041.73974609,8776.60058594,4041.73974609,8886.04003906,4041.73974609,8933.76953125,4041.73974609,8988.34960938,4041.73974609,9086.99121094,4041.73974609,9175.1640625,4041.73974609,9229.97949219,4041.73974609,9296.75585938,4041.73974609,9356.55859375,4041.73974609,9405.13476562,4041.73974609,9475.125,4041.73974609,9527.08789062,4041.73974609,9600.15917969,ADM3,114,114,BOL,BOL-ADM3-33444609B19215102,Corque,ADM3
115,2031.14013672,10398.5341797,2031.14013672,10440.7363281,2031.14013672,10395.8613281,2031.14013672,10406.9394531,2031.14013672,10323.1289062,2031.14013672,10344.8984375,2031.14013672,10262.7402344,2031.14013672,10170.59375,2031.14013672,10248.4550781,2031.14013672,10143.2695312,2031.14013672,10147.4492188,2031.14013672,10070.2421875,2031.14013672,10019.3349609,2031.14013672,10029.1533203,2031.14013672,9973.14160156,2031.14013672,9916.98242188,2031.14013672,9861.78515625,2031.14013672,9767.40234375,2031.14013672,9727.4765625,2031.14013672,9689.47363281,2031.14013672,9652.47265625,ADM3,115,115,BOL,BOL-ADM3-33444609B29766009,Vitiche,ADM3
116,560.83001709,8566.73046875,560.83001709,8808.26953125,560.83001709,8989.82617188,560.83001709,8938.671875,560.83001709,9392.73242188,560.83001709,9106.37695312,560.83001709,9494.94824219,560.83001709,9754.79589844,560.83001709,9573.35644531,560.83001709,9932.98632812,560.83001709,10033.8505859,560.83001709,10305.0273438,560.83001709,10724.5332031,560.83001709,10798.7070312,560.83001709,10747.9550781,560.83001709,10769.9765625,560.83001709,11312.4609375,560.83001709,11673.5576172,560.83001709,11839.140625,560.83001709,12056.9882812,560.83001709,12261.1992188,ADM3,116,116,BOL,BOL-ADM3-33444609B50583695,Luribay,ADM3
