asdf_id,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2020.count,worldpop_pop_count_1km_mosaic.2020.sum,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
179,760.059936523,13252.2207031,760.059936523,13144.7363281,760.059936523,12945.3457031,760.059936523,13021.0351562,760.059936523,12681.96875,760.059936523,12833.5019531,760.059936523,12548.2119141,760.059936523,12359.3681641,760.059936523,12437.2050781,760.059936523,12281.4941406,760.059936523,12143.6875,760.059936523,12054.2519531,760.059936523,11920.6064453,760.059936523,11764.03125,760.059936523,11613.8613281,760.059936523,11593.8378906,760.059936523,11407.6806641,760.059936523,11347.1328125,760.059936523,11196.125,760.059936523,11096.3027344,760.059936523,10997.5078125,ADM3,179,179,BOL,BOL-ADM3-33444609B88180595,Chuma,ADM3
180,4417.33007812,12960.3271484,4417.33007812,12748.3046875,4417.33007812,13343.2597656,4417.33007812,13183.0576172,4417.33007812,13967.2558594,4417.33007812,13293.7265625,4417.33007812,14008.3496094,4417.33007812,14835.3789062,4417.33007812,14318.1699219,4417.33007812,14898.1347656,4417.33007812,15270.3212891,4417.33007812,15634.7314453,4417.33007812,16210.5898438,4417.33007812,16402.4355469,4417.33007812,16935.7265625,4417.33007812,16765.3671875,4417.33007812,17261.4160156,4417.33007812,17872.7851562,4417.33007812,18072.7070312,4417.33007812,18457.9960938,4417.33007812,18837.4277344,ADM3,180,180,BOL,BOL-ADM3-33444609B33390960,Guanay,ADM3
181,1688.08007812,6637.19042969,1688.08007812,6732.74023438,1688.08007812,7092.94726562,1688.08007812,6977.69042969,1688.08007812,7472.81542969,1688.08007812,7290.00097656,1688.08007812,7611.18847656,1688.08007812,8048.66162109,1688.08007812,7832.15234375,1688.08007812,8231.21679688,1688.08007812,8533.94238281,1688.08007812,8816.94042969,1688.08007812,9190.98632812,1688.08007812,9486.70703125,1688.08007812,9688.75976562,1688.08007812,10001.6796875,1688.08007812,10243.8691406,1688.08007812,10462.7939453,1688.08007812,10739.1777344,1688.08007812,11023.5771484,1688.08007812,11291.7060547,ADM3,181,181,BOL,BOL-ADM3-33444609B45650655,Teoponte,ADM3
182,1836.66015625,9771.56933594,1836.66015625,10022.4287109,1836.66015625,10675.8496094,1836.66015625,10370.5800781,1836.66015625,11330.7177734,1836.66015625,11011.6777344,1836.66015625,11732.5625,1836.66015625,12617.6787109,1836.66015625,12127.4355469,1836.66015625,13043.5234375,1836.66015625,13423.8847656,1836.66015625,13891.5039062,1836.66015625,14363.4941406,1836.66015625,14805.2890625,1836.66015625,15394.734375,1836.66015625,15827.7246094,1836.66015625,16399.3203125,1836.66015625,16988.3378906,1836.66015625,17511.25,1836.66015625,18090.6328125,1836.66015625,18699.796875,ADM3,182,182,BOL,BOL-ADM3-33444609B90372031,Mapiri,ADM3
183,3019.33007812,8830.06152344,3019.33007812,9031.640625,3019.33007812,9653.81445312,3019.33007812,9358.54101562,3019.33007812,10231.2695312,3019.33007812,9919.47753906,3019.33007812,10553.2695312,3019.33007812,11214.3603516,3019.33007812,10893.7490234,3019.33007812,11569.8779297,3019.33007812,11885.4511719,3019.33007812,12268.1025391,3019.33007812,12655.6132812,3019.33007812,13098.6367188,3019.33007812,13552.9492188,3019.33007812,13883.5703125,3019.33007812,14355.4970703,3019.33007812,14757.0332031,3019.33007812,15254.3378906,3019.33007812,15773.0224609,3019.33007812,16190.7333984,ADM3,183,183,BOL,BOL-ADM3-33444609B50407902,Charazani,ADM3
184,1655.04003906,10168.8652344,1655.04003906,10121.4589844,1655.04003906,10291.2460938,1655.04003906,10238.7197266,1655.04003906,10377.8017578,1655.04003906,10376.8300781,1655.04003906,10636.8603516,1655.04003906,10831.8388672,1655.04003906,10779.2324219,1655.04003906,10896.5195312,1655.04003906,11079.5292969,1655.04003906,10986.1308594,1655.04003906,10991.9765625,1655.04003906,11052.2539062,1655.04003906,11192.1044922,1655.04003906,11304.4804688,1655.04003906,11506.9042969,1655.04003906,11627.5107422,1655.04003906,11703.7128906,1655.04003906,11784.2910156,1655.04003906,11990.6113281,ADM3,184,184,BOL,BOL-ADM3-33444609B73754741,"Caiza ""D""",ADM3
185,226.730010986,6.80564655248e+36,226.659988403,14244.359375,226.659988403,14317.2880859,226.659988403,14337.2451172,226.659988403,14532.6630859,226.659988403,14388.9824219,226.659988403,14468.3349609,226.659988403,14697.2490234,226.659988403,14522.7050781,226.659988403,14683.4267578,226.659988403,14840.0107422,226.659988403,14854.1074219,226.659988403,14762.7197266,226.659988403,15015.1601562,226.659988403,15094.5136719,226.659988403,15075.7753906,226.659988403,14989.0234375,226.659988403,15185.3476562,226.659988403,15321.1191406,226.659988403,15415.5957031,226.659988403,15448.4863281,ADM3,185,185,BOL,BOL-ADM3-33444609B22177467,Copacabana,ADM3
186,1693.77001953,15903.5507812,1693.77001953,15737.8720703,1693.77001953,15519.7314453,1693.77001953,15611.1494141,1693.77001953,15159.4101562,1693.77001953,15289.9853516,1693.77001953,15010.7695312,1693.77001953,14772.9453125,1693.77001953,14928.2822266,1693.77001953,14633.6210938,1693.77001953,14493.8535156,1693.77001953,14371.7304688,1693.77001953,14207.9033203,1693.77001953,14087.7050781,1693.77001953,13936.2851562,1693.77001953,13820.6074219,1693.77001953,13660.3623047,1693.77001953,13554.7148438,1693.77001953,13419.078125,1693.77001953,13288.3603516,1693.77001953,13159.6367188,ADM3,186,186,BOL,BOL-ADM3-33444609B65808761,Tarvita,ADM3
187,587.619995117,10390.8447266,587.619995117,10346.1787109,587.619995117,10131.1914062,587.619995117,10168.8085938,587.619995117,10817.5957031,587.619995117,10236.7988281,587.619995117,10554.2070312,587.619995117,10424.1699219,587.619995117,10387.3203125,587.619995117,10702.2421875,587.619995117,10513.6289062,587.619995117,10760.0009766,587.619995117,11215.9384766,587.619995117,11064.9511719,587.619995117,11036.71875,587.619995117,10900.1464844,587.619995117,11076.9394531,587.619995117,11373.6523438,587.619995117,11285.2402344,587.619995117,11372.3515625,587.619995117,11520.7099609,ADM3,187,187,BOL,BOL-ADM3-33444609B42666607,Chaquí,ADM3
188,1857.66992188,24403.6777344,1857.66992188,24395.6328125,1857.66992188,24115.7636719,1857.66992188,24184.0957031,1857.66992188,23863.0410156,1857.66992188,23934.71875,1857.66992188,23698.0585938,1857.66992188,23480.2597656,1857.66992188,23606.1835938,1857.66992188,23281.9960938,1857.66992188,23035.3359375,1857.66992188,23095.5117188,1857.66992188,23212.6640625,1857.66992188,23040.96875,1857.66992188,22843.0800781,1857.66992188,22661.0527344,1857.66992188,22635.328125,1857.66992188,22624.1230469,1857.66992188,22498.0175781,1857.66992188,22454.3007812,1857.66992188,22348.5078125,ADM3,188,188,BOL,BOL-ADM3-33444609B15997979,Puna,ADM3
189,2614.97998047,17228.6015625,2614.97998047,17121.7929688,2614.97998047,16972.6992188,2614.97998047,17041.3203125,2614.97998047,16790.7636719,2614.97998047,16892.4453125,2614.97998047,16737.4355469,2614.97998047,16550.6992188,2614.97998047,16588.9375,2614.97998047,16412.1523438,2614.97998047,16256.6210938,2614.97998047,16185.7558594,2614.97998047,16060.0107422,2614.97998047,15966.7021484,2614.97998047,15927.3662109,2614.97998047,15806.21875,2614.97998047,15696.9335938,2614.97998047,15615.0927734,2614.97998047,15539.4023438,2614.97998047,15444.4765625,2614.97998047,15352.8710938,ADM3,189,189,BOL,BOL-ADM3-33444609B30593293,Ckochas,ADM3
190,1114.17993164,4501.18359375,1114.17993164,4529.29296875,1114.17993164,4479.13574219,1114.17993164,4497.15185547,1114.17993164,4508.40332031,1114.17993164,4485.328125,1114.17993164,4468.82128906,1114.17993164,4432.45214844,1114.17993164,4439.58203125,1114.17993164,4418.11914062,1114.17993164,4404.25585938,1114.17993164,4392.94091797,1114.17993164,4372.26464844,1114.17993164,4367.26464844,1114.17993164,4350.62548828,1114.17993164,4338.88964844,1114.17993164,4307.32373047,1114.17993164,4306.19091797,1114.17993164,4288.81689453,1114.17993164,4275.93701172,1114.17993164,4263.12158203,ADM3,190,190,BOL,BOL-ADM3-33444609B60642341,El Villar,ADM3
191,1610.64990234,2411.48632812,1610.64990234,2371.35083008,1610.64990234,2430.95141602,1610.64990234,2383.07495117,1610.64990234,2467.71875,1610.64990234,2436.53955078,1610.64990234,2473.74926758,1610.64990234,2506.86157227,1610.64990234,2491.10498047,1610.64990234,2521.35839844,1610.64990234,2533.96337891,1610.64990234,2553.81347656,1610.64990234,2587.75390625,1610.64990234,2608.02563477,1610.64990234,2635.55224609,1610.64990234,2662.18945312,1610.64990234,2679.97290039,1610.64990234,2700.73754883,1610.64990234,2719.81396484,1610.64990234,2741.40771484,1610.64990234,2758.3659668,ADM3,191,191,BOL,BOL-ADM3-33444609B90845226,Huacaya,ADM3
192,983.690063477,6100.34472656,983.690063477,6281.77929688,983.690063477,6610.36621094,983.690063477,6427.09472656,983.690063477,6940.12988281,983.690063477,6802.85986328,983.690063477,7088.18994141,983.690063477,7415.84326172,983.690063477,7287.77832031,983.690063477,7564.86572266,983.690063477,7760.17773438,983.690063477,7954.43261719,983.690063477,8160.53466797,983.690063477,8394.38769531,983.690063477,8604.37109375,983.690063477,8806.91113281,983.690063477,8960.35742188,983.690063477,9153.03613281,983.690063477,9389.24023438,983.690063477,9620.87304688,983.690063477,9846.93945312,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,3718.80004883,10089.1894531,3718.80004883,10032.4804688,3718.80004883,9722.0,3718.80004883,9872.76367188,3718.80004883,9415.69921875,3718.80004883,9577.11523438,3718.80004883,9161.08398438,3718.80004883,8954.22851562,3718.80004883,8909.4296875,3718.80004883,8763.77636719,3718.80004883,8669.25097656,3718.80004883,8540.28125,3718.80004883,8394.66113281,3718.80004883,8297.19140625,3718.80004883,8114.58886719,3718.80004883,8012.62792969,3718.80004883,7801.40087891,3718.80004883,7679.11621094,3718.80004883,7568.62304688,3718.80004883,7445.27294922,3718.80004883,7326.89648438,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,4231.10986328,26745.546875,4231.10986328,26396.5527344,4231.10986328,25985.7167969,4231.10986328,26198.9277344,4231.10986328,25548.9257812,4231.10986328,25771.7832031,4231.10986328,25501.09375,4231.10986328,24996.9492188,4231.10986328,25420.4316406,4231.10986328,24875.2734375,4231.10986328,24614.3515625,4231.10986328,24425.4492188,4231.10986328,24266.3730469,4231.10986328,24021.5292969,4231.10986328,23913.2304688,4231.10986328,23657.4042969,4231.10986328,23602.8808594,4231.10986328,23403.6542969,4231.10986328,23211.4238281,4231.10986328,23038.6855469,4231.10986328,22861.5507812,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,1498.02001953,137190.46875,1498.02001953,140630.125,1498.02001953,148637.96875,1498.02001953,144851.90625,1498.02001953,155900.375,1498.02001953,152738.375,1498.02001953,160094.46875,1498.02001953,169070.5625,1498.02001953,164369.421875,1498.02001953,173013.59375,1498.02001953,177549.90625,1498.02001953,182195.0625,1498.02001953,185692.46875,1498.02001953,191026.203125,1498.02001953,196036.171875,1498.02001953,201741.640625,1498.02001953,206823.328125,1498.02001953,211324.90625,1498.02001953,217343.4375,1498.02001953,222843.703125,1498.02001953,228347.15625,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,81.3600006104,2.04169402913e+37,81.0399932861,5342.21142578,81.0399932861,5341.32373047,81.0399932861,5324.89453125,81.0399932861,5281.30078125,81.0399932861,5339.4921875,81.0399932861,5365.29492188,81.0399932861,5295.48144531,81.0399932861,5349.06152344,81.0399932861,5424.19824219,81.0399932861,5457.76855469,81.0399932861,5423.38134766,81.0399932861,5386.62304688,81.0399932861,5396.92382812,81.0399932861,5389.65917969,81.0399932861,5362.41503906,81.0399932861,5365.86230469,81.0399932861,5376.59814453,81.0399932861,5361.03515625,81.0399932861,5355.62890625,81.0399932861,5364.48681641,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,1391.76000977,5301.27148438,1391.76000977,5358.68896484,1391.76000977,5319.68798828,1391.76000977,5343.17626953,1391.76000977,5394.68847656,1391.76000977,5349.39648438,1391.76000977,5362.37695312,1391.76000977,5385.47167969,1391.76000977,5357.53808594,1391.76000977,5379.57617188,1391.76000977,5445.47900391,1391.76000977,5433.12109375,1391.76000977,5520.48730469,1391.76000977,5519.44433594,1391.76000977,5546.10888672,1391.76000977,5556.09375,1391.76000977,5578.60253906,1391.76000977,5619.15771484,1391.76000977,5611.31542969,1391.76000977,5619.44238281,1391.76000977,5629.10253906,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,385.450012207,3828.28808594,385.450012207,3946.58569336,385.450012207,4121.02539062,385.450012207,4003.32202148,385.450012207,4239.70703125,385.450012207,4186.94433594,385.450012207,4321.40527344,385.450012207,4466.22509766,385.450012207,4383.00878906,385.450012207,4536.79394531,385.450012207,4615.29638672,385.450012207,4670.28271484,385.450012207,4790.64599609,385.450012207,4880.36474609,385.450012207,4991.37304688,385.450012207,5069.24023438,385.450012207,5163.99316406,385.450012207,5235.26269531,385.450012207,5340.71435547,385.450012207,5416.70898438,385.450012207,5516.67773438,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,736.130004883,6815.54296875,736.130004883,6754.8046875,736.130004883,6776.04248047,736.130004883,6830.89257812,736.130004883,6846.62011719,736.130004883,6870.53076172,736.130004883,6853.77246094,736.130004883,6859.32714844,736.130004883,6856.04882812,736.130004883,6869.35205078,736.130004883,6904.30957031,736.130004883,6880.58544922,736.130004883,6869.23632812,736.130004883,6901.07617188,736.130004883,6927.10400391,736.130004883,6922.00878906,736.130004883,6934.34082031,736.130004883,6918.87451172,736.130004883,6938.03710938,736.130004883,6959.8125,736.130004883,6967.52148438,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,1002.48999023,8170.92089844,1002.48999023,8109.60009766,1002.48999023,7943.30615234,1002.48999023,8037.42724609,1002.48999023,7816.62841797,1002.48999023,7880.05566406,1002.48999023,7748.38964844,1002.48999023,7629.05126953,1002.48999023,7691.23925781,1002.48999023,7539.11914062,1002.48999023,7490.54785156,1002.48999023,7407.97460938,1002.48999023,7309.3125,1002.48999023,7264.37207031,1002.48999023,7238.94140625,1002.48999023,7190.85888672,1002.48999023,7039.54248047,1002.48999023,6975.16113281,1002.48999023,6891.14648438,1002.48999023,6830.21484375,1002.48999023,6773.9140625,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,544.859985352,10327.0478516,544.859985352,10112.75,544.859985352,10630.5488281,544.859985352,10346.6464844,544.859985352,10258.4345703,544.859985352,10210.2041016,544.859985352,10231.0527344,544.859985352,10369.1699219,544.859985352,10343.6826172,544.859985352,10802.2558594,544.859985352,10636.9960938,544.859985352,10849.4638672,544.859985352,10211.4824219,544.859985352,10181.8251953,544.859985352,10157.6875,544.859985352,10116.2421875,544.859985352,10286.90625,544.859985352,10444.3984375,544.859985352,10454.7763672,544.859985352,10516.5566406,544.859985352,10592.7890625,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,805.849975586,11049.7832031,805.849975586,11120.9238281,805.849975586,10934.1191406,805.849975586,11029.2851562,805.849975586,11053.6962891,805.849975586,10932.34375,805.849975586,10996.2382812,805.849975586,11007.0664062,805.849975586,10976.3183594,805.849975586,10964.1464844,805.849975586,11001.25,805.849975586,11066.9228516,805.849975586,11368.6582031,805.849975586,11242.0927734,805.849975586,11265.6259766,805.849975586,11128.8261719,805.849975586,11277.09375,805.849975586,11432.9902344,805.849975586,11338.6513672,805.849975586,11375.7158203,805.849975586,11395.6386719,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,1015.98999023,9099.17382812,1015.98999023,9091.87304688,1015.98999023,8953.69726562,1015.98999023,9009.12890625,1015.98999023,8882.19921875,1015.98999023,8920.91015625,1015.98999023,8848.72363281,1015.98999023,8743.9609375,1015.98999023,8805.72265625,1015.98999023,8721.39453125,1015.98999023,8660.30078125,1015.98999023,8675.09765625,1015.98999023,8668.96191406,1015.98999023,8638.79101562,1015.98999023,8581.58886719,1015.98999023,8554.38183594,1015.98999023,8494.4296875,1015.98999023,8434.55859375,1015.98999023,8412.62597656,1015.98999023,8365.81542969,1015.98999023,8326.87695312,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,1077.90991211,17422.515625,1077.90991211,17307.9277344,1077.90991211,16889.2304688,1077.90991211,17106.7851562,1077.90991211,16655.5859375,1077.90991211,16729.9765625,1077.90991211,16481.7324219,1077.90991211,16065.4296875,1077.90991211,16229.8310547,1077.90991211,15942.5820312,1077.90991211,15758.5234375,1077.90991211,15714.6582031,1077.90991211,15637.4541016,1077.90991211,15523.9511719,1077.90991211,15281.5058594,1077.90991211,14933.6015625,1077.90991211,14949.5058594,1077.90991211,14957.5585938,1077.90991211,14814.0039062,1077.90991211,14675.2792969,1077.90991211,14560.2714844,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,1353.01000977,20723.203125,1353.01000977,20358.8886719,1353.01000977,19946.6875,1353.01000977,20092.9121094,1353.01000977,19594.0507812,1353.01000977,19786.6835938,1353.01000977,19366.6796875,1353.01000977,18893.1328125,1353.01000977,19162.4609375,1353.01000977,18685.703125,1353.01000977,18516.7929688,1353.01000977,18406.6464844,1353.01000977,18251.4609375,1353.01000977,18046.015625,1353.01000977,17793.2402344,1353.01000977,17497.5742188,1353.01000977,17411.8203125,1353.01000977,17208.9804688,1353.01000977,17099.5527344,1353.01000977,16967.140625,1353.01000977,16880.4453125,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,822.640014648,6735.98486328,822.640014648,7063.125,822.640014648,7567.39355469,822.640014648,7310.04101562,822.640014648,8135.6640625,822.640014648,7812.35351562,822.640014648,8437.375,822.640014648,9119.0234375,822.640014648,8786.84863281,822.640014648,9493.64453125,822.640014648,9851.1953125,822.640014648,10140.2480469,822.640014648,10616.3007812,822.640014648,10990.4589844,822.640014648,11443.421875,822.640014648,11998.5878906,822.640014648,12449.2988281,822.640014648,12957.828125,822.640014648,13431.3320312,822.640014648,13963.3359375,822.640014648,14451.6933594,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,718.069946289,2074.49145508,718.069946289,2168.25195312,718.069946289,2348.18652344,718.069946289,2259.14501953,718.069946289,2504.82080078,718.069946289,2434.27319336,718.069946289,2593.55566406,718.069946289,2793.68212891,718.069946289,2689.01416016,718.069946289,2893.31884766,718.069946289,2990.6184082,718.069946289,3105.24902344,718.069946289,3215.46972656,718.069946289,3312.94824219,718.069946289,3432.89453125,718.069946289,3560.06640625,718.069946289,3670.01953125,718.069946289,3827.86132812,718.069946289,3939.84838867,718.069946289,4083.27636719,718.069946289,4223.80175781,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,2982.02001953,4.08338805825e+37,2981.82983398,5192.50585938,2981.82983398,5457.89599609,2981.82983398,5321.359375,2981.82983398,5742.18115234,2981.82983398,5588.65185547,2981.82983398,5878.16894531,2981.82983398,6195.09082031,2981.82983398,6040.29736328,2981.82983398,6344.56054688,2981.82983398,6551.22363281,2981.82983398,6703.28027344,2981.82983398,6896.0234375,2981.82983398,7094.13671875,2981.82983398,7277.97607422,2981.82983398,7444.6015625,2981.82983398,7635.94433594,2981.82983398,7823.90429688,2981.82983398,8049.57861328,2981.82983398,8266.26171875,2981.82983398,8477.51953125,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,4559.95019531,16395.3457031,4559.95019531,17140.9707031,4559.95019531,18438.5136719,4559.95019531,17729.4882812,4559.95019531,19769.9160156,4559.95019531,19066.0097656,4559.95019531,20566.1367188,4559.95019531,22119.921875,4559.95019531,21355.6601562,4559.95019531,23061.5664062,4559.95019531,23766.3339844,4559.95019531,24636.1992188,4559.95019531,25395.359375,4559.95019531,26379.4179688,4559.95019531,27305.2851562,4559.95019531,28275.515625,4559.95019531,29253.953125,4559.95019531,30285.5585938,4559.95019531,31396.953125,4559.95019531,32556.5429688,4559.95019531,33714.109375,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,17254.6113281,13314.6728516,17254.6113281,13788.8085938,17254.6113281,14894.8896484,17254.6113281,14316.0458984,17254.6113281,16041.6005859,17254.6113281,15457.9121094,17254.6113281,16664.9257812,17254.6113281,18002.8925781,17254.6113281,17314.0507812,17254.6113281,18706.1875,17254.6113281,19368.2578125,17254.6113281,20097.0527344,17254.6113281,20768.4863281,17254.6113281,21572.1484375,17254.6113281,22412.2636719,17254.6113281,23419.1484375,17254.6113281,24314.6601562,17254.6113281,25276.859375,17254.6113281,26266.4023438,17254.6113281,27250.5039062,17254.6113281,28331.1757812,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,3065.66992188,13038.6660156,3065.66992188,13422.6777344,3065.66992188,14249.4160156,3065.66992188,13839.4960938,3065.66992188,15221.9003906,3065.66992188,14730.4814453,3065.66992188,15672.0126953,3065.66992188,16667.7089844,3065.66992188,16139.4121094,3065.66992188,17186.4257812,3065.66992188,17681.2011719,3065.66992188,18368.1113281,3065.66992188,18917.3984375,3065.66992188,19501.4570312,3065.66992188,20142.2929688,3065.66992188,20698.0039062,3065.66992188,21357.2734375,3065.66992188,22017.328125,3065.66992188,22713.9882812,3065.66992188,23433.40625,3065.66992188,24146.1914062,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,3600.91015625,inf,3598.91015625,6391.28759766,3598.91015625,6845.73828125,3598.91015625,6603.69140625,3598.91015625,7226.73925781,3598.91015625,7038.70605469,3598.91015625,7485.95751953,3598.91015625,7969.81005859,3598.91015625,7747.89160156,3598.91015625,8203.53027344,3598.91015625,8539.04199219,3598.91015625,8694.52246094,3598.91015625,9001.0390625,3598.91015625,9277.81347656,3598.91015625,9551.5234375,3598.91015625,9923.15722656,3598.91015625,10251.0849609,3598.91015625,10573.3007812,3598.91015625,10941.2011719,3598.91015625,11269.5292969,3598.91015625,11640.1943359,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,25770.4121094,inf,25752.8105469,23238.6542969,25752.8105469,22473.7226562,25752.8105469,22583.0390625,25752.8105469,21921.5253906,25752.8105469,22279.5625,25752.8105469,21662.4882812,25752.8105469,21062.7714844,25752.8105469,21126.84375,25752.8105469,20824.8769531,25752.8105469,20360.1269531,25752.8105469,20166.3867188,25752.8105469,19937.7597656,25752.8105469,19747.6191406,25752.8105469,18994.7988281,25752.8105469,19281.5996094,25752.8105469,18892.9726562,25752.8105469,18728.4042969,25752.8105469,18472.7519531,25752.8105469,18209.1328125,25752.8105469,18101.84375,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,10682.1904297,3.40282346639e+38,10681.1904297,31272.7304688,10681.1904297,32402.9511719,10681.1904297,31949.6660156,10681.1904297,33111.3828125,10681.1904297,32789.0078125,10681.1904297,33551.1289062,10681.1904297,34545.078125,10681.1904297,34148.625,10681.1904297,35009.9648438,10681.1904297,35743.1015625,10681.1904297,36526.4296875,10681.1904297,37221.6328125,10681.1904297,37814.7929688,10681.1904297,38300.6171875,10681.1904297,38886.6367188,10681.1904297,39500.2929688,10681.1904297,40133.5507812,10681.1904297,40819.4648438,10681.1904297,41547.0273438,10681.1904297,42111.1445312,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,14383.3496094,inf,14271.5996094,10896.1308594,14271.5996094,11157.5908203,14271.5996094,10978.8984375,14271.5996094,11432.7958984,14271.5996094,11338.3955078,14271.5996094,11635.4111328,14271.5996094,11978.9697266,14271.5996094,11847.5712891,14271.5996094,12189.0507812,14271.5996094,12350.9394531,14271.5996094,12498.5732422,14271.5996094,12878.8085938,14271.5996094,13008.6640625,14271.5996094,13208.0273438,14271.5996094,13458.0224609,14271.5996094,13709.2949219,14271.5996094,13912.4794922,14271.5996094,14087.0996094,14271.5996094,14312.78125,14271.5996094,14540.0,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,1529.48999023,4258.40722656,1529.48999023,4617.98291016,1529.48999023,5252.53417969,1529.48999023,4828.01806641,1529.48999023,5687.48632812,1529.48999023,5408.98535156,1529.48999023,6130.64892578,1529.48999023,6797.99121094,1529.48999023,6474.51269531,1529.48999023,7402.02636719,1529.48999023,8421.17578125,1529.48999023,8344.74023438,1529.48999023,8749.90625,1529.48999023,9255.56152344,1529.48999023,9832.99511719,1529.48999023,10406.203125,1529.48999023,11166.9736328,1529.48999023,11930.6181641,1529.48999023,12688.0742188,1529.48999023,13589.7421875,1529.48999023,14521.46875,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,2518.05004883,inf,2491.05004883,1025.20581055,2491.05004883,1013.32055664,2491.05004883,1020.63891602,2491.05004883,1004.43395996,2491.05004883,1009.33276367,2491.05004883,994.813720703,2491.05004883,984.913452148,2491.05004883,988.977111816,2491.05004883,977.92376709,2491.05004883,972.916870117,2491.05004883,970.965270996,2491.05004883,970.290283203,2491.05004883,991.357055664,2491.05004883,982.422119141,2491.05004883,990.721801758,2491.05004883,975.063415527,2491.05004883,965.397521973,2491.05004883,956.763793945,2491.05004883,955.832092285,2491.05004883,950.209716797,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
